"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","ECO_NAME"
"7.56570","Quercus alba","Quercus","Quercus alba","","","Great Lakes"
"7.56585","Prunus pumila var. pumila","Prunus","Prunus pumila","var.","pumila","Great Lakes"
"7.56617","Quercus muehlenbergii","Quercus","Quercus muehlenbergii","","","Great Lakes"
"7.56655","Pycnanthemum virginianum","Pycnanthemum","Pycnanthemum virginianum","","","Great Lakes"
"7.56664","Quercus velutina","Quercus","Quercus velutina","","","Great Lakes"
"7.56673","Prunus pumila","Prunus","Prunus pumila","","","Great Lakes"
"7.56762","Rosa blanda","Rosa","Rosa blanda","","","Great Lakes"
"7.56788","Rosa acicularis","Rosa","Rosa acicularis","","","Great Lakes"
"7.56802","Prunella vulgaris subsp. lanceolata","Prunella","Prunella vulgaris","subsp.","lanceolata","Great Lakes"
"7.56861","Rosa palustris","Rosa","Rosa palustris","","","Great Lakes"
"7.56875","Quercus prinoides","Quercus","Quercus prinoides","","","Great Lakes"
"7.56924","Ribes hirtellum","Ribes","Ribes hirtellum","","","Great Lakes"
"7.57064","Ribes lacustre","Ribes","Ribes lacustre","","","Great Lakes"
"7.57077","Prunus nigra","Prunus","Prunus nigra","","","Great Lakes"
"7.57281","Rubus arcticus","Rubus","Rubus arcticus","","","Great Lakes"
"7.57754","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii","","","Great Lakes"
"7.57780","Ribes aureum","Ribes","Ribes aureum","","","Great Lakes"
"7.57781","Rosa setigera","Rosa","Rosa setigera","","","Great Lakes"
"7.57963","Ribes triste","Ribes","Ribes triste","","","Great Lakes"
"7.57964","Prunus americana","Prunus","Prunus americana","","","Great Lakes"
"7.58778","Rorippa aquatica","Rorippa","Rorippa aquatica","","","Great Lakes"
"7.58980","Prunus virginiana var. virginiana","Prunus","Prunus virginiana","var.","virginiana","Great Lakes"
"7.59217","Prunella vulgaris subsp. vulgaris","Prunella","Prunella vulgaris","subsp.","vulgaris","Great Lakes"
"7.59822","Rosa woodsii","Rosa","Rosa woodsii","","","Great Lakes"
"7.60070","Prunus pumila var. besseyi","Prunus","Prunus pumila","var.","besseyi","Great Lakes"
"7.60389","Ribes hudsonianum","Ribes","Ribes hudsonianum","","","Great Lakes"
"7.60390","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","Great Lakes"
"7.60609","Potentilla anserina","Potentilla","Potentilla anserina","","","Great Lakes"
"7.60980","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Great Lakes"
"7.62355","Ribes oxyacanthoides subsp. oxyacanthoides","Ribes","Ribes oxyacanthoides","subsp.","oxyacanthoides","Great Lakes"
"7.66528","Rosa virginiana","Rosa","Rosa virginiana","","","Great Lakes"
"7.66699","Rubus idaeus","Rubus","Rubus idaeus","","","Great Lakes"
"7.66700","Thuja occidentalis","Thuja","Thuja occidentalis","","","Great Lakes"
"7.66701","Sorbus decora","Sorbus","Sorbus decora","","","Great Lakes"
"7.66702","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Great Lakes"
"7.66703","Tsuga canadensis","Tsuga","Tsuga canadensis","","","Great Lakes"
"7.66706","Tilia americana","Tilia","Tilia americana","","","Great Lakes"
"7.66709","Rubus odoratus","Rubus","Rubus odoratus","","","Great Lakes"
"7.66710","Ulmus americana","Ulmus","Ulmus americana","","","Great Lakes"
"7.66718","Taxus canadensis","Taxus","Taxus canadensis","","","Great Lakes"
"7.66719","Rubus occidentalis","Rubus","Rubus occidentalis","","","Great Lakes"
"7.66720","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Great Lakes"
"7.66726","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Great Lakes"
"7.66733","Silphium perfoliatum","Silphium","Silphium perfoliatum","","","Great Lakes"
"7.66742","Urtica dioica","Urtica","Urtica dioica","","","Great Lakes"
"7.66747","Sium suave","Sium","Sium suave","","","Great Lakes"
"7.66754","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Great Lakes"
"7.66812","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Great Lakes"
"7.66823","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Great Lakes"
"7.66928","Ulmus thomasii","Ulmus","Ulmus thomasii","","","Great Lakes"
"7.66934","Typha latifolia","Typha","Typha latifolia","","","Great Lakes"
"7.66949","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","Great Lakes"
"7.66975","Triglochin maritima","Triglochin","Triglochin maritima","","","Great Lakes"
"7.66994","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Great Lakes"
"7.66998","Ulmus rubra","Ulmus","Ulmus rubra","","","Great Lakes"
"7.67009","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Great Lakes"
"7.67032","Sorbus americana","Sorbus","Sorbus americana","","","Great Lakes"
"7.67038","Tradescantia virginiana","Tradescantia","Tradescantia virginiana","","","Great Lakes"
"7.67128","Salix exigua","Salix","Salix exigua","","","Great Lakes"
"7.67420","Silphium integrifolium","Silphium","Silphium integrifolium","","","Great Lakes"
"7.67432","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Great Lakes"
"7.67738","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Great Lakes"
"7.67860","Symphoricarpos albus var. albus","Symphoricarpos","Symphoricarpos albus","var.","albus","Great Lakes"
"7.67893","Rubus flagellaris","Rubus","Rubus flagellaris","","","Great Lakes"
"7.70086","Salix planifolia","Salix","Salix planifolia","","","Great Lakes"
"7.70707","Rubus canadensis","Rubus","Rubus canadensis","","","Great Lakes"
"7.70743","Symphoricarpos albus var. laevigatus","Symphoricarpos","Symphoricarpos albus","var.","laevigatus","Great Lakes"
"7.71519","Rubus pensilvanicus","Rubus","Rubus pensilvanicus","","","Great Lakes"
"7.72543","Schoenoplectus acutus var. acutus","Schoenoplectus","Schoenoplectus acutus","var.","acutus","Great Lakes"
"7.79497","Rubus nutkanus","Rubus","Rubus nutkanus","","","Great Lakes"
"7.79673","Salix arctica","Salix","Salix arctica","","","Great Lakes"
"7.80511","Taxus brevifolia","Taxus","Taxus brevifolia","","","Great Lakes"
"7.80519","Vitis riparia","Vitis","Vitis riparia","","","Great Lakes"
"7.80521","Viburnum acerifolium","Viburnum","Viburnum acerifolium","","","Great Lakes"
"7.80522","Vaccinium ovalifolium","Vaccinium","Vaccinium ovalifolium","","","Great Lakes"
"7.80523","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Great Lakes"
"7.80526","Viburnum lentago","Viburnum","Viburnum lentago","","","Great Lakes"
"7.80527","Viburnum opulus","Viburnum","Viburnum opulus","","","Great Lakes"
"7.80539","Vaccinium myrtilloides","Vaccinium","Vaccinium myrtilloides","","","Great Lakes"
"7.80542","Viburnum rafinesqueanum","Viburnum","Viburnum rafinesqueanum","","","Great Lakes"
"7.80600","Viburnum dentatum","Viburnum","Viburnum dentatum","","","Great Lakes"
"7.80612","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum","","","Great Lakes"
"7.80642","Viburnum opulus var. americanum","Viburnum","Viburnum opulus","var.","americanum","Great Lakes"
"7.80648","Viburnum lantana","Viburnum","Viburnum lantana","","","Great Lakes"
"7.80665","Viburnum opulus var. opulus","Viburnum","Viburnum opulus","var.","opulus","Great Lakes"
"7.80710","Vitis aestivalis","Vitis","Vitis aestivalis","","","Great Lakes"
"7.80732","Vicia americana","Vicia","Vicia americana","","","Great Lakes"
"7.80816","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Great Lakes"
"7.80858","Viburnum edule","Viburnum","Viburnum edule","","","Great Lakes"
"7.80860","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Great Lakes"
"7.80886","Vaccinium pallidum","Vaccinium","Vaccinium pallidum","","","Great Lakes"
"7.80932","Zizania palustris","Zizania","Zizania palustris","","","Great Lakes"
"7.81521","Zizania aquatica","Zizania","Zizania aquatica","","","Great Lakes"
"7.82376","Vaccinium stamineum","Vaccinium","Vaccinium stamineum","","","Great Lakes"
"7.84292","Vaccinium cespitosum","Vaccinium","Vaccinium cespitosum","","","Great Lakes"
"7.84359","Zizania palustris var. palustris","Zizania","Zizania palustris","var.","palustris","Great Lakes"
"7.85198","Glycyrrhiza lepidota","Glycyrrhiza","Glycyrrhiza lepidota","","","Great Lakes"
"8","Acer saccharinum","Acer","Acer saccharinum","","","St. Lawrence - Champlain Valley"
"8.1","Abies balsamea","Abies","Abies balsamea","","","St. Lawrence - Champlain Valley"
"8.2","Acer negundo","Acer","Acer negundo","","","St. Lawrence - Champlain Valley"
"8.6","Acer rubrum","Acer","Acer rubrum","","","St. Lawrence - Champlain Valley"
"8.7","Acer saccharum","Acer","Acer saccharum","","","St. Lawrence - Champlain Valley"
"8.8","Alnus incana subsp. rugosa","Alnus","Alnus incana","subsp.","rugosa","St. Lawrence - Champlain Valley"
"8.15","Achillea millefolium","Achillea","Achillea millefolium","","","St. Lawrence - Champlain Valley"
"8.16","Acer nigrum","Acer","Acer nigrum","","","St. Lawrence - Champlain Valley"
"8.20","Asarum canadense","Asarum","Asarum canadense","","","St. Lawrence - Champlain Valley"
"8.25","Acer pensylvanicum","Acer","Acer pensylvanicum","","","St. Lawrence - Champlain Valley"
"8.34","Amphicarpaea bracteata","Amphicarpaea","Amphicarpaea bracteata","","","St. Lawrence - Champlain Valley"
"8.39","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","St. Lawrence - Champlain Valley"
"8.40","Allium tricoccum var. tricoccum","Allium","Allium tricoccum","var.","tricoccum","St. Lawrence - Champlain Valley"
"8.43","Amelanchier arborea","Amelanchier","Amelanchier arborea","","","St. Lawrence - Champlain Valley"
"8.53","Apios americana","Apios","Apios americana","","","St. Lawrence - Champlain Valley"
"8.56","Amelanchier canadensis","Amelanchier","Amelanchier canadensis","","","St. Lawrence - Champlain Valley"
"8.76","Acer spicatum","Acer","Acer spicatum","","","St. Lawrence - Champlain Valley"
"8.111","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","St. Lawrence - Champlain Valley"
"8.159","Allium tricoccum","Allium","Allium tricoccum","","","St. Lawrence - Champlain Valley"
"8.166","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","St. Lawrence - Champlain Valley"
"8.214","Alnus incana","Alnus","Alnus incana","","","St. Lawrence - Champlain Valley"
"8.358","Agastache foeniculum","Agastache","Agastache foeniculum","","","St. Lawrence - Champlain Valley"
"8.362","Allium schoenoprasum","Allium","Allium schoenoprasum","","","St. Lawrence - Champlain Valley"
"8.799","Aruncus dioicus","Aruncus","Aruncus dioicus","","","St. Lawrence - Champlain Valley"
"8.1022","Amelanchier sanguinea","Amelanchier","Amelanchier sanguinea","","","St. Lawrence - Champlain Valley"
"8.1027","Amelanchier laevis","Amelanchier","Amelanchier laevis","","","St. Lawrence - Champlain Valley"
"8.1106","Amelanchier spicata","Amelanchier","Amelanchier spicata","","","St. Lawrence - Champlain Valley"
"8.1522","Amelanchier humilis","Amelanchier","Amelanchier humilis","","","St. Lawrence - Champlain Valley"
"8.1573","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","St. Lawrence - Champlain Valley"
"8.2088","Allium cernuum","Allium","Allium cernuum","","","St. Lawrence - Champlain Valley"
"8.2197","Allium canadense","Allium","Allium canadense","","","St. Lawrence - Champlain Valley"
"8.2239","Amaranthus hybridus","Amaranthus","Amaranthus hybridus","","","St. Lawrence - Champlain Valley"
"8.2248","Amaranthus albus","Amaranthus","Amaranthus albus","","","St. Lawrence - Champlain Valley"
"8.2592","Amaranthus tuberculatus","Amaranthus","Amaranthus tuberculatus","","","St. Lawrence - Champlain Valley"
"8.3033","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia","","","St. Lawrence - Champlain Valley"
"8.4032","Amelanchier bartramiana","Amelanchier","Amelanchier bartramiana","","","St. Lawrence - Champlain Valley"
"8.5284","Alnus alnobetula","Alnus","Alnus alnobetula","","","St. Lawrence - Champlain Valley"
"8.5438","Amelanchier interior","Amelanchier","Amelanchier interior","","","St. Lawrence - Champlain Valley"
"8.5453","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","St. Lawrence - Champlain Valley"
"8.5457","Agrostis perennans","Agrostis","Agrostis perennans","","","St. Lawrence - Champlain Valley"
"8.6745","Acer rubrum var. trilobum","Acer","Acer rubrum","var.","trilobum","St. Lawrence - Champlain Valley"
"8.6848","Amelanchier intermedia","Amelanchier","Amelanchier intermedia","","","St. Lawrence - Champlain Valley"
"8.7058","Agastache nepetoides","Agastache","Agastache nepetoides","","","St. Lawrence - Champlain Valley"
"8.7071","Allium tricoccum var. burdickii","Allium","Allium tricoccum","var.","burdickii","St. Lawrence - Champlain Valley"
"8.7271","Agrostis mertensii","Agrostis","Agrostis mertensii","","","St. Lawrence - Champlain Valley"
"8.7351","Allium schoenoprasum var. schoenoprasum","Allium","Allium schoenoprasum","var.","schoenoprasum","St. Lawrence - Champlain Valley"
"8.7394","Allium canadense var. canadense","Allium","Allium canadense","var.","canadense","St. Lawrence - Champlain Valley"
"8.7526","Asimina triloba","Asimina","Asimina triloba","","","St. Lawrence - Champlain Valley"
"8.7546","Carya ovata","Carya","Carya ovata","","","St. Lawrence - Champlain Valley"
"8.7547","Carya cordiformis","Carya","Carya cordiformis","","","St. Lawrence - Champlain Valley"
"8.7550","Betula alleghaniensis","Betula","Betula alleghaniensis","","","St. Lawrence - Champlain Valley"
"8.7551","Bromus inermis","Bromus","Bromus inermis","","","St. Lawrence - Champlain Valley"
"8.7552","Betula papyrifera","Betula","Betula papyrifera","","","St. Lawrence - Champlain Valley"
"8.7568","Betula populifolia","Betula","Betula populifolia","","","St. Lawrence - Champlain Valley"
"8.7571","Astragalus neglectus","Astragalus","Astragalus neglectus","","","St. Lawrence - Champlain Valley"
"8.7604","Astragalus canadensis","Astragalus","Astragalus canadensis","","","St. Lawrence - Champlain Valley"
"8.7659","Bromus kalmii","Bromus","Bromus kalmii","","","St. Lawrence - Champlain Valley"
"8.7882","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","St. Lawrence - Champlain Valley"
"8.7962","Blitum capitatum","Blitum","Blitum capitatum","","","St. Lawrence - Champlain Valley"
"8.7995","Astragalus alpinus","Astragalus","Astragalus alpinus","","","St. Lawrence - Champlain Valley"
"8.8045","Bromus ciliatus","Bromus","Bromus ciliatus","","","St. Lawrence - Champlain Valley"
"8.8080","Carya glabra","Carya","Carya glabra","","","St. Lawrence - Champlain Valley"
"8.8900","Calamagrostis canadensis var. canadensis","Calamagrostis","Calamagrostis canadensis","var.","canadensis","St. Lawrence - Champlain Valley"
"8.8903","Bromus anomalus","Bromus","Bromus anomalus","","","St. Lawrence - Champlain Valley"
"8.8944","Carya ovata var. ovata","Carya","Carya ovata","var.","ovata","St. Lawrence - Champlain Valley"
"8.9151","Astragalus alpinus var. brunetianus","Astragalus","Astragalus alpinus","var.","brunetianus","St. Lawrence - Champlain Valley"
"8.9385","Carya laciniosa","Carya","Carya laciniosa","","","St. Lawrence - Champlain Valley"
"8.9601","Betula lenta","Betula","Betula lenta","","","St. Lawrence - Champlain Valley"
"8.9643","Calypso bulbosa","Calypso","Calypso bulbosa","","","St. Lawrence - Champlain Valley"
"8.9687","Blitum nuttallianum","Blitum","Blitum nuttallianum","","","St. Lawrence - Champlain Valley"
"8.9698","Bromus pubescens","Bromus","Bromus pubescens","","","St. Lawrence - Champlain Valley"
"8.9706","Corylus cornuta","Corylus","Corylus cornuta","","","St. Lawrence - Champlain Valley"
"8.9707","Cornus sericea","Cornus","Cornus sericea","","","St. Lawrence - Champlain Valley"
"8.9709","Cornus canadensis","Cornus","Cornus canadensis","","","St. Lawrence - Champlain Valley"
"8.9712","Crataegus macracantha","Crataegus","Crataegus macracantha","","","St. Lawrence - Champlain Valley"
"8.9720","Celtis occidentalis","Celtis","Celtis occidentalis","","","St. Lawrence - Champlain Valley"
"8.9730","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","St. Lawrence - Champlain Valley"
"8.9732","Claytonia caroliniana","Claytonia","Claytonia caroliniana","","","St. Lawrence - Champlain Valley"
"8.9737","Castanea dentata","Castanea","Castanea dentata","","","St. Lawrence - Champlain Valley"
"8.9742","Elymus sibiricus","Elymus","Elymus sibiricus","","","St. Lawrence - Champlain Valley"
"8.9751","Elymus virginicus","Elymus","Elymus virginicus","","","St. Lawrence - Champlain Valley"
"8.9782","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","St. Lawrence - Champlain Valley"
"8.9804","Elymus violaceus","Elymus","Elymus violaceus","","","St. Lawrence - Champlain Valley"
"8.9815","Claytonia virginica","Claytonia","Claytonia virginica","","","St. Lawrence - Champlain Valley"
"8.9829","Elymus hystrix","Elymus","Elymus hystrix","","","St. Lawrence - Champlain Valley"
"8.9831","Comarum palustre","Comarum","Comarum palustre","","","St. Lawrence - Champlain Valley"
"8.10077","Elymus canadensis","Elymus","Elymus canadensis","","","St. Lawrence - Champlain Valley"
"8.10375","Elymus villosus","Elymus","Elymus villosus","","","St. Lawrence - Champlain Valley"
"8.10821","Cornus suecica","Cornus","Cornus suecica","","","St. Lawrence - Champlain Valley"
"8.10837","Empetrum nigrum","Empetrum","Empetrum nigrum","","","St. Lawrence - Champlain Valley"
"8.11418","Elymus riparius","Elymus","Elymus riparius","","","St. Lawrence - Champlain Valley"
"8.11495","Corylus americana","Corylus","Corylus americana","","","St. Lawrence - Champlain Valley"
"8.11616","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","St. Lawrence - Champlain Valley"
"8.11632","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","St. Lawrence - Champlain Valley"
"8.11659","Elymus virginicus var. virginicus","Elymus","Elymus virginicus","var.","virginicus","St. Lawrence - Champlain Valley"
"8.11695","Elymus elymoides","Elymus","Elymus elymoides","","","St. Lawrence - Champlain Valley"
"8.11945","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","St. Lawrence - Champlain Valley"
"8.12013","Dioscorea villosa","Dioscorea","Dioscorea villosa","","","St. Lawrence - Champlain Valley"
"8.12088","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","St. Lawrence - Champlain Valley"
"8.12119","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","St. Lawrence - Champlain Valley"
"8.12172","Gaultheria procumbens","Gaultheria","Gaultheria procumbens","","","St. Lawrence - Champlain Valley"
"8.12173","Fagus grandifolia","Fagus","Fagus grandifolia","","","St. Lawrence - Champlain Valley"
"8.12176","Fraxinus nigra","Fraxinus","Fraxinus nigra","","","St. Lawrence - Champlain Valley"
"8.12177","Fragaria virginiana","Fragaria","Fragaria virginiana","","","St. Lawrence - Champlain Valley"
"8.12178","Juglans cinerea","Juglans","Juglans cinerea","","","St. Lawrence - Champlain Valley"
"8.12183","Hamamelis virginiana","Hamamelis","Hamamelis virginiana","","","St. Lawrence - Champlain Valley"
"8.12185","Humulus lupulus","Humulus","Humulus lupulus","","","St. Lawrence - Champlain Valley"
"8.12190","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica","","","St. Lawrence - Champlain Valley"
"8.12204","Fraxinus americana","Fraxinus","Fraxinus americana","","","St. Lawrence - Champlain Valley"
"8.12211","Helianthus tuberosus","Helianthus","Helianthus tuberosus","","","St. Lawrence - Champlain Valley"
"8.12224","Helianthus annuus","Helianthus","Helianthus annuus","","","St. Lawrence - Champlain Valley"
"8.12239","Helianthus decapetalus","Helianthus","Helianthus decapetalus","","","St. Lawrence - Champlain Valley"
"8.12254","Fragaria vesca","Fragaria","Fragaria vesca","","","St. Lawrence - Champlain Valley"
"8.12261","Erythronium americanum","Erythronium","Erythronium americanum","","","St. Lawrence - Champlain Valley"
"8.12293","Helianthus strumosus","Helianthus","Helianthus strumosus","","","St. Lawrence - Champlain Valley"
"8.12296","Festuca rubra","Festuca","Festuca rubra","","","St. Lawrence - Champlain Valley"
"8.12299","Helianthus divaricatus","Helianthus","Helianthus divaricatus","","","St. Lawrence - Champlain Valley"
"8.12303","Hordeum jubatum","Hordeum","Hordeum jubatum","","","St. Lawrence - Champlain Valley"
"8.12324","Fragaria vesca subsp. americana","Fragaria","Fragaria vesca","subsp.","americana","St. Lawrence - Champlain Valley"
"8.12369","Gaylussacia baccata","Gaylussacia","Gaylussacia baccata","","","St. Lawrence - Champlain Valley"
"8.12498","Gaultheria hispidula","Gaultheria","Gaultheria hispidula","","","St. Lawrence - Champlain Valley"
"8.12668","Fragaria virginiana subsp. virginiana","Fragaria","Fragaria virginiana","subsp.","virginiana","St. Lawrence - Champlain Valley"
"8.14037","Helianthus giganteus","Helianthus","Helianthus giganteus","","","St. Lawrence - Champlain Valley"
"8.14395","Honckenya peploides","Honckenya","Honckenya peploides","","","St. Lawrence - Champlain Valley"
"8.16181","Fragaria virginiana subsp. glauca","Fragaria","Fragaria virginiana","subsp.","glauca","St. Lawrence - Champlain Valley"
"8.16185","Festuca subverticillata","Festuca","Festuca subverticillata","","","St. Lawrence - Champlain Valley"
"8.16256","Gaillardia aristata","Gaillardia","Gaillardia aristata","","","St. Lawrence - Champlain Valley"
"8.17277","Helianthus maximiliani","Helianthus","Helianthus maximiliani","","","St. Lawrence - Champlain Valley"
"8.17297","Helianthus pauciflorus","Helianthus","Helianthus pauciflorus","","","St. Lawrence - Champlain Valley"
"8.17537","Erythronium americanum subsp. americanum","Erythronium","Erythronium americanum","subsp.","americanum","St. Lawrence - Champlain Valley"
"8.17769","Maianthemum stellatum","Maianthemum","Maianthemum stellatum","","","St. Lawrence - Champlain Valley"
"8.17770","Monotropa uniflora","Monotropa","Monotropa uniflora","","","St. Lawrence - Champlain Valley"
"8.17774","Mitchella repens","Mitchella","Mitchella repens","","","St. Lawrence - Champlain Valley"
"8.17775","Juniperus communis","Juniperus","Juniperus communis","","","St. Lawrence - Champlain Valley"
"8.17776","Juniperus communis var. depressa","Juniperus","Juniperus communis","var.","depressa","St. Lawrence - Champlain Valley"
"8.17779","Larix laricina","Larix","Larix laricina","","","St. Lawrence - Champlain Valley"
"8.17789","Lathyrus palustris","Lathyrus","Lathyrus palustris","","","St. Lawrence - Champlain Valley"
"8.17796","Juglans nigra","Juglans","Juglans nigra","","","St. Lawrence - Champlain Valley"
"8.17797","Maianthemum racemosum","Maianthemum","Maianthemum racemosum","","","St. Lawrence - Champlain Valley"
"8.17809","Myrica gale","Myrica","Myrica gale","","","St. Lawrence - Champlain Valley"
"8.17822","Leymus cinereus","Leymus","Leymus cinereus","","","St. Lawrence - Champlain Valley"
"8.17842","Monarda fistulosa","Monarda","Monarda fistulosa","","","St. Lawrence - Champlain Valley"
"8.17844","Lupinus polyphyllus","Lupinus","Lupinus polyphyllus","","","St. Lawrence - Champlain Valley"
"8.17860","Mentha canadensis","Mentha","Mentha canadensis","","","St. Lawrence - Champlain Valley"
"8.18645","Monarda fistulosa var. fistulosa","Monarda","Monarda fistulosa","var.","fistulosa","St. Lawrence - Champlain Valley"
"8.18745","Juniperus horizontalis","Juniperus","Juniperus horizontalis","","","St. Lawrence - Champlain Valley"
"8.18932","Magnolia acuminata","Magnolia","Magnolia acuminata","","","St. Lawrence - Champlain Valley"
"8.19759","Lathyrus japonicus","Lathyrus","Lathyrus japonicus","","","St. Lawrence - Champlain Valley"
"8.19794","Lysichiton americanus","Lysichiton","Lysichiton americanus","","","St. Lawrence - Champlain Valley"
"8.20328","Linum perenne","Linum","Linum perenne","","","St. Lawrence - Champlain Valley"
"8.20355","Opuntia fragilis","Opuntia","Opuntia fragilis","","","St. Lawrence - Champlain Valley"
"8.20634","Leymus mollis","Leymus","Leymus mollis","","","St. Lawrence - Champlain Valley"
"8.20731","Populus grandidentata","Populus","Populus grandidentata","","","St. Lawrence - Champlain Valley"
"8.20733","Populus tremuloides","Populus","Populus tremuloides","","","St. Lawrence - Champlain Valley"
"8.20735","Pinus strobus","Pinus","Pinus strobus","","","St. Lawrence - Champlain Valley"
"8.20737","Populus deltoides","Populus","Populus deltoides","","","St. Lawrence - Champlain Valley"
"8.20743","Phalaris arundinacea","Phalaris","Phalaris arundinacea","","","St. Lawrence - Champlain Valley"
"8.20744","Picea glauca","Picea","Picea glauca","","","St. Lawrence - Champlain Valley"
"8.20753","Populus balsamifera","Populus","Populus balsamifera","","","St. Lawrence - Champlain Valley"
"8.20756","Panicum capillare","Panicum","Panicum capillare","","","St. Lawrence - Champlain Valley"
"8.20762","Panicum dichotomiflorum","Panicum","Panicum dichotomiflorum","","","St. Lawrence - Champlain Valley"
"8.20773","Physalis heterophylla","Physalis","Physalis heterophylla","","","St. Lawrence - Champlain Valley"
"8.20777","Pinus banksiana","Pinus","Pinus banksiana","","","St. Lawrence - Champlain Valley"
"8.20807","Picea rubens","Picea","Picea rubens","","","St. Lawrence - Champlain Valley"
"8.20812","Pinus resinosa","Pinus","Pinus resinosa","","","St. Lawrence - Champlain Valley"
"8.20820","Poa pratensis","Poa","Poa pratensis","","","St. Lawrence - Champlain Valley"
"8.20913","Pinus rigida","Pinus","Pinus rigida","","","St. Lawrence - Champlain Valley"
"8.20929","Panax quinquefolius","Panax","Panax quinquefolius","","","St. Lawrence - Champlain Valley"
"8.20930","Podophyllum peltatum","Podophyllum","Podophyllum peltatum","","","St. Lawrence - Champlain Valley"
"8.21004","Picea mariana","Picea","Picea mariana","","","St. Lawrence - Champlain Valley"
"8.21102","Panax trifolius","Panax","Panax trifolius","","","St. Lawrence - Champlain Valley"
"8.21577","Poa alsodes","Poa","Poa alsodes","","","St. Lawrence - Champlain Valley"
"8.21578","Panicum philadelphicum","Panicum","Panicum philadelphicum","","","St. Lawrence - Champlain Valley"
"8.21709","Panicum virgatum","Panicum","Panicum virgatum","","","St. Lawrence - Champlain Valley"
"8.21921","Plantago maritima","Plantago","Plantago maritima","","","St. Lawrence - Champlain Valley"
"8.22310","Populus deltoides subsp. deltoides","Populus","Populus deltoides","subsp.","deltoides","St. Lawrence - Champlain Valley"
"8.22937","Poa palustris","Poa","Poa palustris","","","St. Lawrence - Champlain Valley"
"8.23864","Poa saltuensis subsp. languida","Poa","Poa saltuensis","subsp.","languida","St. Lawrence - Champlain Valley"
"8.23866","Poa nemoralis","Poa","Poa nemoralis","","","St. Lawrence - Champlain Valley"
"8.23876","Poa trivialis","Poa","Poa trivialis","","","St. Lawrence - Champlain Valley"
"8.23984","Poa saltuensis","Poa","Poa saltuensis","","","St. Lawrence - Champlain Valley"
"8.24039","Phleum alpinum","Phleum","Phleum alpinum","","","St. Lawrence - Champlain Valley"
"8.25025","Poa glauca","Poa","Poa glauca","","","St. Lawrence - Champlain Valley"
"8.25057","Phalaris arundinacea var. picta","Phalaris","Phalaris arundinacea","var.","picta","St. Lawrence - Champlain Valley"
"8.25334","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","St. Lawrence - Champlain Valley"
"8.25408","Quercus macrocarpa","Quercus","Quercus macrocarpa","","","St. Lawrence - Champlain Valley"
"8.25409","Prunella vulgaris","Prunella","Prunella vulgaris","","","St. Lawrence - Champlain Valley"
"8.25410","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","St. Lawrence - Champlain Valley"
"8.25411","Prunus pensylvanica","Prunus","Prunus pensylvanica","","","St. Lawrence - Champlain Valley"
"8.25412","Quercus rubra","Quercus","Quercus rubra","","","St. Lawrence - Champlain Valley"
"8.25413","Prunus serotina","Prunus","Prunus serotina","","","St. Lawrence - Champlain Valley"
