"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"3.2009","Monarda fistulosa","Monarda","Monarda fistulosa","","","Northwest Territories"
"3.2010","Leymus mollis subsp. mollis","Leymus","Leymus mollis","subsp.","mollis","Northwest Territories"
"3.2013","Leymus mollis","Leymus","Leymus mollis","","","Northwest Territories"
"3.2014","Leymus innovatus subsp. innovatus","Leymus","Leymus innovatus","subsp.","innovatus","Northwest Territories"
"3.2052","Juniperus communis var. saxatilis","Juniperus","Juniperus communis","var.","saxatilis","Northwest Territories"
"3.2054","Linum lewisii var. lewisii","Linum","Linum lewisii","var.","lewisii","Northwest Territories"
"3.2069","Lathyrus japonicus","Lathyrus","Lathyrus japonicus","","","Northwest Territories"
"3.2073","Monarda fistulosa var. menthifolia","Monarda","Monarda fistulosa","var.","menthifolia","Northwest Territories"
"3.2103","Leymus innovatus subsp. velutinus","Leymus","Leymus innovatus","subsp.","velutinus","Northwest Territories"
"3.2309","Populus tremuloides","Populus","Populus tremuloides","","","Northwest Territories"
"3.2310","Pinus contorta","Pinus","Pinus contorta","","","Northwest Territories"
"3.2314","Picea glauca","Picea","Picea glauca","","","Northwest Territories"
"3.2315","Pinus banksiana","Pinus","Pinus banksiana","","","Northwest Territories"
"3.2317","Picea mariana","Picea","Picea mariana","","","Northwest Territories"
"3.2318","Populus balsamifera","Populus","Populus balsamifera","","","Northwest Territories"
"3.2327","Poa glauca","Poa","Poa glauca","","","Northwest Territories"
"3.2328","Phleum alpinum","Phleum","Phleum alpinum","","","Northwest Territories"
"3.2342","Poa pratensis","Poa","Poa pratensis","","","Northwest Territories"
"3.2345","Poa palustris","Poa","Poa palustris","","","Northwest Territories"
"3.2354","Poa abbreviata","Poa","Poa abbreviata","","","Northwest Territories"
"3.2359","Poa alpina","Poa","Poa alpina","","","Northwest Territories"
"3.2360","Poa arctica","Poa","Poa arctica","","","Northwest Territories"
"3.2402","Poa hartzii subsp. hartzii","Poa","Poa hartzii","subsp.","hartzii","Northwest Territories"
"3.2437","Phalaris arundinacea","Phalaris","Phalaris arundinacea","","","Northwest Territories"
"3.2490","Physaria arctica","Physaria","Physaria arctica","","","Northwest Territories"
"3.2493","Pinus contorta var. latifolia","Pinus","Pinus contorta","var.","latifolia","Northwest Territories"
"3.2501","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","Northwest Territories"
"3.2509","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","Northwest Territories"
"3.2540","Poa pratensis subsp. pratensis","Poa","Poa pratensis","subsp.","pratensis","Northwest Territories"
"3.2545","Poa glauca subsp. rupicola","Poa","Poa glauca","subsp.","rupicola","Northwest Territories"
"3.2589","Poa stenantha","Poa","Poa stenantha","","","Northwest Territories"
"3.2590","Poa secunda","Poa","Poa secunda","","","Northwest Territories"
"3.2715","Poa abbreviata subsp. abbreviata","Poa","Poa abbreviata","subsp.","abbreviata","Northwest Territories"
"3.3086","Oxybasis rubra","Oxybasis","Oxybasis rubra","","","Northwest Territories"
"3.3141","Poa nemoralis","Poa","Poa nemoralis","","","Northwest Territories"
"3.3204","Rosa acicularis","Rosa","Rosa acicularis","","","Northwest Territories"
"3.3205","Rubus arcticus","Rubus","Rubus arcticus","","","Northwest Territories"
"3.3206","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Northwest Territories"
"3.3209","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","Northwest Territories"
"3.3211","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Northwest Territories"
"3.3220","Ribes hudsonianum","Ribes","Ribes hudsonianum","","","Northwest Territories"
"3.3237","Ribes triste","Ribes","Ribes triste","","","Northwest Territories"
"3.3267","Prunus virginiana","Prunus","Prunus virginiana","","","Northwest Territories"
"3.3271","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","Northwest Territories"
"3.3290","Rosa woodsii","Rosa","Rosa woodsii","","","Northwest Territories"
"3.3305","Ribes oxyacanthoides subsp. oxyacanthoides","Ribes","Ribes oxyacanthoides","subsp.","oxyacanthoides","Northwest Territories"
"3.3306","Rhodiola rosea","Rhodiola","Rhodiola rosea","","","Northwest Territories"
"3.3308","Ribes lacustre","Ribes","Ribes lacustre","","","Northwest Territories"
"3.3370","Rosa woodsii subsp. woodsii","Rosa","Rosa woodsii","subsp.","woodsii","Northwest Territories"
"3.3495","Prunus pensylvanica","Prunus","Prunus pensylvanica","","","Northwest Territories"
"3.3501","Rosa blanda","Rosa","Rosa blanda","","","Northwest Territories"
"3.3748","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Northwest Territories"
"3.3750","Salix pulchra","Salix","Salix pulchra","","","Northwest Territories"
"3.3751","Rubus idaeus","Rubus","Rubus idaeus","","","Northwest Territories"
"3.3753","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Northwest Territories"
"3.3755","Sium suave","Sium","Sium suave","","","Northwest Territories"
"3.3756","Rumex occidentalis","Rumex","Rumex occidentalis","","","Northwest Territories"
"3.3757","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Northwest Territories"
"3.3763","Typha latifolia","Typha","Typha latifolia","","","Northwest Territories"
"3.3778","Triglochin maritima","Triglochin","Triglochin maritima","","","Northwest Territories"
"3.3782","Salix arctica","Salix","Salix arctica","","","Northwest Territories"
"3.3786","Salix scouleriana","Salix","Salix scouleriana","","","Northwest Territories"
"3.3790","Urtica dioica","Urtica","Urtica dioica","","","Northwest Territories"
"3.3798","Salix reticulata","Salix","Salix reticulata","","","Northwest Territories"
"3.3833","Salix arctophila","Salix","Salix arctophila","","","Northwest Territories"
"3.3837","Salix planifolia","Salix","Salix planifolia","","","Northwest Territories"
"3.3879","Salix richardsonii","Salix","Salix richardsonii","","","Northwest Territories"
"3.3910","Salix barclayi","Salix","Salix barclayi","","","Northwest Territories"
"3.3941","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","Northwest Territories"
"3.4066","Schoenoplectus acutus var. acutus","Schoenoplectus","Schoenoplectus acutus","var.","acutus","Northwest Territories"
"3.4153","Sorbus scopulina","Sorbus","Sorbus scopulina","","","Northwest Territories"
"3.4722","Salix sitchensis","Salix","Salix sitchensis","","","Northwest Territories"
"3.4847","Salix exigua","Salix","Salix exigua","","","Northwest Territories"
"3.4883","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Northwest Territories"
"3.4886","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Northwest Territories"
"3.4887","Viburnum edule","Viburnum","Viburnum edule","","","Northwest Territories"
"3.4900","Vicia americana","Vicia","Vicia americana","","","Northwest Territories"
"3.4965","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Northwest Territories"
"3.5003","Vaccinium microcarpum","Vaccinium","Vaccinium microcarpum","","","Northwest Territories"
"4.1","Agrostis mertensii","Agrostis","Agrostis mertensii","","","Nunavut"
"4.2","Achillea millefolium","Achillea","Achillea millefolium","","","Nunavut"
"4.13","Alnus alnobetula","Alnus","Alnus alnobetula","","","Nunavut"
"4.17","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Nunavut"
"4.30","Arctopoa eminens","Arctopoa","Arctopoa eminens","","","Nunavut"
"4.46","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Nunavut"
"4.52","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Nunavut"
"4.65","Betula occidentalis","Betula","Betula occidentalis","","","Nunavut"
"4.70","Astragalus alpinus var. alpinus","Astragalus","Astragalus alpinus","var.","alpinus","Nunavut"
"4.71","Astragalus umbellatus","Astragalus","Astragalus umbellatus","","","Nunavut"
"4.77","Astragalus eucosmus","Astragalus","Astragalus eucosmus","","","Nunavut"
"4.85","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Nunavut"
"4.153","Empetrum nigrum","Empetrum","Empetrum nigrum","","","Nunavut"
"4.155","Elymus alaskanus","Elymus","Elymus alaskanus","","","Nunavut"
"4.156","Comarum palustre","Comarum","Comarum palustre","","","Nunavut"
"4.162","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","Nunavut"
"4.165","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Nunavut"
"4.168","Elymus alaskanus subsp. alaskanus","Elymus","Elymus alaskanus","subsp.","alaskanus","Nunavut"
"4.169","Elymus violaceus","Elymus","Elymus violaceus","","","Nunavut"
"4.187","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Nunavut"
"4.232","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Nunavut"
"4.318","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Nunavut"
"4.331","Honckenya peploides","Honckenya","Honckenya peploides","","","Nunavut"
"4.332","Hordeum jubatum","Hordeum","Hordeum jubatum","","","Nunavut"
"4.333","Hedysarum boreale","Hedysarum","Hedysarum boreale","","","Nunavut"
"4.338","Festuca rubra","Festuca","Festuca rubra","","","Nunavut"
"4.339","Hedysarum boreale subsp. mackenziei","Hedysarum","Hedysarum boreale","subsp.","mackenziei","Nunavut"
"4.347","Hedysarum americanum","Hedysarum","Hedysarum americanum","","","Nunavut"
"4.348","Festuca altaica","Festuca","Festuca altaica","","","Nunavut"
"4.350","Honckenya peploides subsp. diffusa","Honckenya","Honckenya peploides","subsp.","diffusa","Nunavut"
"4.384","Festuca rubra subsp. rubra","Festuca","Festuca rubra","subsp.","rubra","Nunavut"
"4.415","Gaultheria hispidula","Gaultheria","Gaultheria hispidula","","","Nunavut"
"4.424","Fragaria virginiana","Fragaria","Fragaria virginiana","","","Nunavut"
"4.442","Leymus mollis","Leymus","Leymus mollis","","","Nunavut"
"4.447","Maianthemum stellatum","Maianthemum","Maianthemum stellatum","","","Nunavut"
"4.448","Lathyrus japonicus","Lathyrus","Lathyrus japonicus","","","Nunavut"
"4.450","Kalmia microphylla","Kalmia","Kalmia microphylla","","","Nunavut"
"4.476","Linum lewisii","Linum","Linum lewisii","","","Nunavut"
"4.478","Lonicera involucrata","Lonicera","Lonicera involucrata","","","Nunavut"
"4.479","Larix laricina","Larix","Larix laricina","","","Nunavut"
"4.487","Linum lewisii var. lepagei","Linum","Linum lewisii","var.","lepagei","Nunavut"
"4.490","Juniperus horizontalis","Juniperus","Juniperus horizontalis","","","Nunavut"
"4.505","Leymus mollis subsp. mollis","Leymus","Leymus mollis","subsp.","mollis","Nunavut"
"4.506","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","Nunavut"
"4.508","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","Nunavut"
"4.509","Poa abbreviata subsp. abbreviata","Poa","Poa abbreviata","subsp.","abbreviata","Nunavut"
"4.513","Poa arctica","Poa","Poa arctica","","","Nunavut"
"4.514","Poa glauca subsp. rupicola","Poa","Poa glauca","subsp.","rupicola","Nunavut"
"4.516","Poa alpina","Poa","Poa alpina","","","Nunavut"
"4.518","Poa glauca","Poa","Poa glauca","","","Nunavut"
"4.523","Poa abbreviata","Poa","Poa abbreviata","","","Nunavut"
"4.524","Poa pratensis","Poa","Poa pratensis","","","Nunavut"
"4.525","Poa hartzii subsp. hartzii","Poa","Poa hartzii","subsp.","hartzii","Nunavut"
"4.578","Physaria arctica","Physaria","Physaria arctica","","","Nunavut"
"4.583","Picea glauca","Picea","Picea glauca","","","Nunavut"
"4.602","Populus balsamifera","Populus","Populus balsamifera","","","Nunavut"
"4.613","Poa hartzii","Poa","Poa hartzii","","","Nunavut"
"4.779","Picea mariana","Picea","Picea mariana","","","Nunavut"
"4.829","Poa palustris","Poa","Poa palustris","","","Nunavut"
"4.1232","Plantago maritima","Plantago","Plantago maritima","","","Nunavut"
"4.1323","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","Nunavut"
"4.1324","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Nunavut"
"4.1325","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Nunavut"
"4.1328","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","Nunavut"
"4.1343","Salix reticulata","Salix","Salix reticulata","","","Nunavut"
"4.1345","Salix arctica","Salix","Salix arctica","","","Nunavut"
"4.1346","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Nunavut"
"4.1347","Triglochin maritima","Triglochin","Triglochin maritima","","","Nunavut"
"4.1350","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Nunavut"
"4.1380","Salix arctophila","Salix","Salix arctophila","","","Nunavut"
"4.1441","Salix richardsonii","Salix","Salix richardsonii","","","Nunavut"
"4.1451","Salix planifolia","Salix","Salix planifolia","","","Nunavut"
"4.1490","Salix pulchra","Salix","Salix pulchra","","","Nunavut"
"4.2030","Typha latifolia","Typha","Typha latifolia","","","Nunavut"
"4.2117","Rumex occidentalis","Rumex","Rumex occidentalis","","","Nunavut"
"4.2173","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Nunavut"
"4.2175","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Nunavut"
"4.2220","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Nunavut"
"4.2274","Vaccinium microcarpum","Vaccinium","Vaccinium microcarpum","","","Nunavut"
"5","Acer negundo","Acer","Acer negundo","","","Saskatchewan"
"5.1","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","Saskatchewan"
"5.3","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Saskatchewan"
"5.5","Achillea millefolium","Achillea","Achillea millefolium","","","Saskatchewan"
"5.6","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia","","","Saskatchewan"
"5.10","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","Saskatchewan"
"5.12","Allium textile","Allium","Allium textile","","","Saskatchewan"
"5.44","Amaranthus albus","Amaranthus","Amaranthus albus","","","Saskatchewan"
"5.53","Agastache foeniculum","Agastache","Agastache foeniculum","","","Saskatchewan"
"5.56","Allium stellatum","Allium","Allium stellatum","","","Saskatchewan"
"5.88","Allium cernuum","Allium","Allium cernuum","","","Saskatchewan"
"5.122","Alnus incana","Alnus","Alnus incana","","","Saskatchewan"
"5.137","Abies balsamea","Abies","Abies balsamea","","","Saskatchewan"
"5.166","Arnica cordifolia","Arnica","Arnica cordifolia","","","Saskatchewan"
"5.238","Acer spicatum","Acer","Acer spicatum","","","Saskatchewan"
"5.275","Allium schoenoprasum","Allium","Allium schoenoprasum","","","Saskatchewan"
"5.377","Alnus alnobetula","Alnus","Alnus alnobetula","","","Saskatchewan"
"5.638","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Saskatchewan"
"5.833","Alnus incana subsp. rugosa","Alnus","Alnus incana","subsp.","rugosa","Saskatchewan"
"5.846","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Saskatchewan"
"5.997","Acer saccharinum","Acer","Acer saccharinum","","","Saskatchewan"
"5.1003","Bromus inermis","Bromus","Bromus inermis","","","Saskatchewan"
"5.1004","Betula papyrifera","Betula","Betula papyrifera","","","Saskatchewan"
"5.1005","Blitum capitatum","Blitum","Blitum capitatum","","","Saskatchewan"
"5.1014","Astragalus pectinatus","Astragalus","Astragalus pectinatus","","","Saskatchewan"
"5.1018","Astragalus agrestis","Astragalus","Astragalus agrestis","","","Saskatchewan"
"5.1021","Blitum nuttallianum","Blitum","Blitum nuttallianum","","","Saskatchewan"
"5.1022","Bromus porteri","Bromus","Bromus porteri","","","Saskatchewan"
"5.1033","Astragalus bisulcatus","Astragalus","Astragalus bisulcatus","","","Saskatchewan"
"5.1039","Astragalus gilviflorus","Astragalus","Astragalus gilviflorus","","","Saskatchewan"
"5.1040","Astragalus drummondii","Astragalus","Astragalus drummondii","","","Saskatchewan"
"5.1056","Astragalus lotiflorus","Astragalus","Astragalus lotiflorus","","","Saskatchewan"
"5.1057","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Saskatchewan"
"5.1058","Calypso bulbosa","Calypso","Calypso bulbosa","","","Saskatchewan"
"5.1065","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Saskatchewan"
"5.1066","Astragalus crassicarpus","Astragalus","Astragalus crassicarpus","","","Saskatchewan"
"5.1071","Bromus ciliatus","Bromus","Bromus ciliatus","","","Saskatchewan"
"5.1077","Astragalus spatulatus","Astragalus","Astragalus spatulatus","","","Saskatchewan"
"5.1079","Blitum capitatum subsp. capitatum","Blitum","Blitum capitatum","subsp.","capitatum","Saskatchewan"
"5.1098","Astragalus flexuosus","Astragalus","Astragalus flexuosus","","","Saskatchewan"
"5.1107","Astragalus tenellus","Astragalus","Astragalus tenellus","","","Saskatchewan"
"5.1112","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Saskatchewan"
"5.1134","Astragalus missouriensis","Astragalus","Astragalus missouriensis","","","Saskatchewan"
"5.1198","Betula occidentalis","Betula","Betula occidentalis","","","Saskatchewan"
"5.1204","Astragalus purshii","Astragalus","Astragalus purshii","","","Saskatchewan"
"5.1205","Astragalus laxmannii","Astragalus","Astragalus laxmannii","","","Saskatchewan"
"5.1290","Astragalus americanus","Astragalus","Astragalus americanus","","","Saskatchewan"
"5.1385","Astragalus vexilliflexus","Astragalus","Astragalus vexilliflexus","","","Saskatchewan"
"5.1459","Bromus marginatus","Bromus","Bromus marginatus","","","Saskatchewan"
"5.1478","Calamagrostis canadensis var. canadensis","Calamagrostis","Calamagrostis canadensis","var.","canadensis","Saskatchewan"
"5.1488","Astragalus purshii var. purshii","Astragalus","Astragalus purshii","var.","purshii","Saskatchewan"
"5.1491","Astragalus flexuosus var. flexuosus","Astragalus","Astragalus flexuosus","var.","flexuosus","Saskatchewan"
"5.1501","Astragalus kentrophyta","Astragalus","Astragalus kentrophyta","","","Saskatchewan"
"5.1521","Astragalus racemosus","Astragalus","Astragalus racemosus","","","Saskatchewan"
"5.1589","Astragalus laxmannii var. robustior","Astragalus","Astragalus laxmannii","var.","robustior","Saskatchewan"
"5.1606","Bromus anomalus","Bromus","Bromus anomalus","","","Saskatchewan"
"5.1620","Cornus canadensis","Cornus","Cornus canadensis","","","Saskatchewan"
"5.1624","Elymus canadensis","Elymus","Elymus canadensis","","","Saskatchewan"
"5.1627","Elymus violaceus","Elymus","Elymus violaceus","","","Saskatchewan"
"5.1629","Cornus sericea","Cornus","Cornus sericea","","","Saskatchewan"
"5.1633","Elymus albicans","Elymus","Elymus albicans","","","Saskatchewan"
"5.1634","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Saskatchewan"
"5.1635","Elymus lanceolatus subsp. lanceolatus","Elymus","Elymus lanceolatus","subsp.","lanceolatus","Saskatchewan"
"5.1638","Elymus lanceolatus","Elymus","Elymus lanceolatus","","","Saskatchewan"
"5.1645","Empetrum nigrum","Empetrum","Empetrum nigrum","","","Saskatchewan"
"5.1663","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","Saskatchewan"
"5.1666","Chenopodium desiccatum","Chenopodium","Chenopodium desiccatum","","","Saskatchewan"
"5.1667","Chenopodium watsonii","Chenopodium","Chenopodium watsonii","","","Saskatchewan"
"5.1672","Chenopodium leptophyllum","Chenopodium","Chenopodium leptophyllum","","","Saskatchewan"
"5.1674","Comarum palustre","Comarum","Comarum palustre","","","Saskatchewan"
"5.1694","Corylus cornuta","Corylus","Corylus cornuta","","","Saskatchewan"
"5.1826","Claytonia lanceolata","Claytonia","Claytonia lanceolata","","","Saskatchewan"
"5.1855","Crataegus douglasii","Crataegus","Crataegus douglasii","","","Saskatchewan"
"5.2168","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Saskatchewan"
"5.2173","Elymus virginicus","Elymus","Elymus virginicus","","","Saskatchewan"
"5.2208","Elymus glaucus","Elymus","Elymus glaucus","","","Saskatchewan"
"5.2216","Elymus elymoides subsp. elymoides","Elymus","Elymus elymoides","subsp.","elymoides","Saskatchewan"
"5.2270","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Saskatchewan"
"5.2271","Chenopodium fremontii","Chenopodium","Chenopodium fremontii","","","Saskatchewan"
"5.2275","Humulus lupulus","Humulus","Humulus lupulus","","","Saskatchewan"
"5.2276","Hordeum jubatum","Hordeum","Hordeum jubatum","","","Saskatchewan"
"5.2278","Helianthus maximiliani","Helianthus","Helianthus maximiliani","","","Saskatchewan"
"5.2282","Fragaria virginiana","Fragaria","Fragaria virginiana","","","Saskatchewan"
"5.2286","Gaillardia aristata","Gaillardia","Gaillardia aristata","","","Saskatchewan"
"5.2303","Fragaria vesca","Fragaria","Fragaria vesca","","","Saskatchewan"
"5.2304","Helianthus petiolaris","Helianthus","Helianthus petiolaris","","","Saskatchewan"
"5.2305","Helianthus annuus","Helianthus","Helianthus annuus","","","Saskatchewan"
"5.2318","Helianthus nuttallii","Helianthus","Helianthus nuttallii","","","Saskatchewan"
"5.2368","Helianthus pauciflorus","Helianthus","Helianthus pauciflorus","","","Saskatchewan"
"5.2421","Fragaria vesca subsp. americana","Fragaria","Fragaria vesca","subsp.","americana","Saskatchewan"
"5.2427","Hedysarum boreale","Hedysarum","Hedysarum boreale","","","Saskatchewan"
"5.2450","Helianthus tuberosus","Helianthus","Helianthus tuberosus","","","Saskatchewan"
"5.2544","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica","","","Saskatchewan"
"5.2600","Gaultheria hispidula","Gaultheria","Gaultheria hispidula","","","Saskatchewan"
"5.2718","Helianthus pauciflorus subsp. subrhomboideus","Helianthus","Helianthus pauciflorus","subsp.","subrhomboideus","Saskatchewan"
"5.2792","Festuca altaica","Festuca","Festuca altaica","","","Saskatchewan"
"5.2806","Fragaria virginiana subsp. glauca","Fragaria","Fragaria virginiana","subsp.","glauca","Saskatchewan"
"5.2823","Fragaria virginiana subsp. virginiana","Fragaria","Fragaria virginiana","subsp.","virginiana","Saskatchewan"
"5.2832","Festuca rubra","Festuca","Festuca rubra","","","Saskatchewan"
"5.2868","Helianthus giganteus","Helianthus","Helianthus giganteus","","","Saskatchewan"
"5.2987","Lathyrus venosus","Lathyrus","Lathyrus venosus","","","Saskatchewan"
"5.2989","Larix laricina","Larix","Larix laricina","","","Saskatchewan"
"5.2990","Juniperus horizontalis","Juniperus","Juniperus horizontalis","","","Saskatchewan"
"5.2992","Opuntia polyacantha","Opuntia","Opuntia polyacantha","","","Saskatchewan"
"5.2993","Lonicera involucrata","Lonicera","Lonicera involucrata","","","Saskatchewan"
"5.2996","Juniperus communis","Juniperus","Juniperus communis","","","Saskatchewan"
"5.3004","Maianthemum stellatum","Maianthemum","Maianthemum stellatum","","","Saskatchewan"
"5.3010","Opuntia fragilis","Opuntia","Opuntia fragilis","","","Saskatchewan"
"5.3015","Linum rigidum","Linum","Linum rigidum","","","Saskatchewan"
"5.3020","Linum lewisii","Linum","Linum lewisii","","","Saskatchewan"
"5.3027","Myrica gale","Myrica","Myrica gale","","","Saskatchewan"
"5.3034","Monarda fistulosa","Monarda","Monarda fistulosa","","","Saskatchewan"
"5.3045","Mentha canadensis","Mentha","Mentha canadensis","","","Saskatchewan"
"5.3102","Leymus innovatus","Leymus","Leymus innovatus","","","Saskatchewan"
"5.3118","Lactuca pulchella","Lactuca","Lactuca pulchella","","","Saskatchewan"
"5.3131","Monotropa uniflora","Monotropa","Monotropa uniflora","","","Saskatchewan"
"5.3193","Maianthemum racemosum","Maianthemum","Maianthemum racemosum","","","Saskatchewan"
"5.3241","Lomatium foeniculaceum","Lomatium","Lomatium foeniculaceum","","","Saskatchewan"
"5.3244","Lomatium dissectum","Lomatium","Lomatium dissectum","","","Saskatchewan"
"5.3336","Lomatium macrocarpum","Lomatium","Lomatium macrocarpum","","","Saskatchewan"
"5.3380","Lathyrus palustris","Lathyrus","Lathyrus palustris","","","Saskatchewan"
"5.3505","Opuntia polyacantha var. polyacantha","Opuntia","Opuntia polyacantha","var.","polyacantha","Saskatchewan"
"5.3546","Juniperus scopulorum","Juniperus","Juniperus scopulorum","","","Saskatchewan"
"5.3765","Lomatium foeniculaceum subsp. foeniculaceum","Lomatium","Lomatium foeniculaceum","subsp.","foeniculaceum","Saskatchewan"
"5.3838","Leymus mollis subsp. mollis","Leymus","Leymus mollis","subsp.","mollis","Saskatchewan"
"5.3841","Nymphaea tetragona","Nymphaea","Nymphaea tetragona","","","Saskatchewan"
"5.3871","Monarda fistulosa var. menthifolia","Monarda","Monarda fistulosa","var.","menthifolia","Saskatchewan"
"5.3912","Leymus cinereus","Leymus","Leymus cinereus","","","Saskatchewan"
"5.3914","Linum sulcatum","Linum","Linum sulcatum","","","Saskatchewan"
"5.3924","Juniperus communis var. depressa","Juniperus","Juniperus communis","var.","depressa","Saskatchewan"
"5.3930","Phalaris arundinacea","Phalaris","Phalaris arundinacea","","","Saskatchewan"
"5.3931","Picea glauca","Picea","Picea glauca","","","Saskatchewan"
"5.3933","Poa pratensis","Poa","Poa pratensis","","","Saskatchewan"
"5.3937","Pinus banksiana","Pinus","Pinus banksiana","","","Saskatchewan"
"5.3942","Poa palustris","Poa","Poa palustris","","","Saskatchewan"
"5.3943","Poa secunda","Poa","Poa secunda","","","Saskatchewan"
"5.3955","Populus tremuloides","Populus","Populus tremuloides","","","Saskatchewan"
"5.3961","Populus deltoides","Populus","Populus deltoides","","","Saskatchewan"
"5.3974","Poa pratensis subsp. pratensis","Poa","Poa pratensis","subsp.","pratensis","Saskatchewan"
"5.3992","Pinus contorta","Pinus","Pinus contorta","","","Saskatchewan"
"5.4008","Populus balsamifera","Populus","Populus balsamifera","","","Saskatchewan"
"5.4037","Poa cusickii","Poa","Poa cusickii","","","Saskatchewan"
"5.4042","Panicum capillare","Panicum","Panicum capillare","","","Saskatchewan"
"5.4084","Pinus resinosa","Pinus","Pinus resinosa","","","Saskatchewan"
"5.4162","Picea mariana","Picea","Picea mariana","","","Saskatchewan"
"5.4165","Physaria spatulata","Physaria","Physaria spatulata","","","Saskatchewan"
"5.4175","Pinus contorta var. latifolia","Pinus","Pinus contorta","var.","latifolia","Saskatchewan"
"5.4255","Poa cusickii subsp. pallida","Poa","Poa cusickii","subsp.","pallida","Saskatchewan"
"5.4266","Poa saltuensis","Poa","Poa saltuensis","","","Saskatchewan"
"5.4267","Poa arida","Poa","Poa arida","","","Saskatchewan"
"5.4295","Oxybasis rubra","Oxybasis","Oxybasis rubra","","","Saskatchewan"
"5.4297","Poa secunda subsp. secunda","Poa","Poa secunda","subsp.","secunda","Saskatchewan"
"5.4298","Phleum alpinum","Phleum","Phleum alpinum","","","Saskatchewan"
"5.4314","Panicum virgatum","Panicum","Panicum virgatum","","","Saskatchewan"
"5.4317","Poa glauca","Poa","Poa glauca","","","Saskatchewan"
"5.4320","Plantago maritima","Plantago","Plantago maritima","","","Saskatchewan"
"5.4400","Rosa woodsii","Rosa","Rosa woodsii","","","Saskatchewan"
"5.4401","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","Saskatchewan"
"5.4404","Rosa arkansana","Rosa","Rosa arkansana","","","Saskatchewan"
"5.4420","Quercus macrocarpa","Quercus","Quercus macrocarpa","","","Saskatchewan"
"5.4426","Prunus virginiana","Prunus","Prunus virginiana","","","Saskatchewan"
"5.4437","Rosa acicularis","Rosa","Rosa acicularis","","","Saskatchewan"
"5.4440","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","Saskatchewan"
