"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"10.83183","Prunus serotina","Prunus","Prunus serotina","","","Ontario"
"10.83184","Quercus palustris","Quercus","Quercus palustris","","","Ontario"
"10.83185","Quercus bicolor","Quercus","Quercus bicolor","","","Ontario"
"10.83191","Rosa carolina","Rosa","Rosa carolina","","","Ontario"
"10.83209","Ribes americanum","Ribes","Ribes americanum","","","Ontario"
"10.83212","Prunus nigra","Prunus","Prunus nigra","","","Ontario"
"10.83221","Ribes cynosbati","Ribes","Ribes cynosbati","","","Ontario"
"10.83230","Quercus alba","Quercus","Quercus alba","","","Ontario"
"10.83296","Quercus muehlenbergii","Quercus","Quercus muehlenbergii","","","Ontario"
"10.83352","Pycnanthemum virginianum","Pycnanthemum","Pycnanthemum virginianum","","","Ontario"
"10.83365","Quercus velutina","Quercus","Quercus velutina","","","Ontario"
"10.83375","Prunus pumila","Prunus","Prunus pumila","","","Ontario"
"10.83397","Prunus pumila var. pumila","Prunus","Prunus pumila","var.","pumila","Ontario"
"10.83463","Rosa acicularis","Rosa","Rosa acicularis","","","Ontario"
"10.83480","Rosa blanda","Rosa","Rosa blanda","","","Ontario"
"10.83541","Prunella vulgaris subsp. lanceolata","Prunella","Prunella vulgaris","subsp.","lanceolata","Ontario"
"10.83613","Rosa palustris","Rosa","Rosa palustris","","","Ontario"
"10.83628","Quercus prinoides","Quercus","Quercus prinoides","","","Ontario"
"10.83641","Rorippa aquatica","Rorippa","Rorippa aquatica","","","Ontario"
"10.83692","Ribes hirtellum","Ribes","Ribes hirtellum","","","Ontario"
"10.83752","Ribes triste","Ribes","Ribes triste","","","Ontario"
"10.83981","Prunella vulgaris subsp. vulgaris","Prunella","Prunella vulgaris","subsp.","vulgaris","Ontario"
"10.84452","Prunus virginiana var. virginiana","Prunus","Prunus virginiana","var.","virginiana","Ontario"
"10.84503","Ribes lacustre","Ribes","Ribes lacustre","","","Ontario"
"10.84820","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii","","","Ontario"
"10.84851","Ribes aureum","Ribes","Ribes aureum","","","Ontario"
"10.84853","Rosa setigera","Rosa","Rosa setigera","","","Ontario"
"10.85110","Prunus americana","Prunus","Prunus americana","","","Ontario"
"10.85114","Rubus arcticus","Rubus","Rubus arcticus","","","Ontario"
"10.85511","Ribes hudsonianum","Ribes","Ribes hudsonianum","","","Ontario"
"10.86391","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","Ontario"
"10.87735","Rosa woodsii","Rosa","Rosa woodsii","","","Ontario"
"10.87896","Rosa arkansana","Rosa","Rosa arkansana","","","Ontario"
"10.88024","Prunus pumila var. besseyi","Prunus","Prunus pumila","var.","besseyi","Ontario"
"10.88411","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","Ontario"
"10.91238","Ribes oxyacanthoides subsp. oxyacanthoides","Ribes","Ribes oxyacanthoides","subsp.","oxyacanthoides","Ontario"
"10.96382","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","Ontario"
"10.98052","Rubus idaeus","Rubus","Rubus idaeus","","","Ontario"
"10.98053","Thuja occidentalis","Thuja","Thuja occidentalis","","","Ontario"
"10.98054","Sorbus decora","Sorbus","Sorbus decora","","","Ontario"
"10.98055","Tilia americana","Tilia","Tilia americana","","","Ontario"
"10.98056","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","Ontario"
"10.98057","Tsuga canadensis","Tsuga","Tsuga canadensis","","","Ontario"
"10.98059","Ulmus americana","Ulmus","Ulmus americana","","","Ontario"
"10.98066","Rubus odoratus","Rubus","Rubus odoratus","","","Ontario"
"10.98075","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","Ontario"
"10.98077","Taxus canadensis","Taxus","Taxus canadensis","","","Ontario"
"10.98078","Rubus occidentalis","Rubus","Rubus occidentalis","","","Ontario"
"10.98087","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","Ontario"
"10.98095","Sambucus canadensis","Sambucus","Sambucus canadensis","","","Ontario"
"10.98096","Silphium perfoliatum","Silphium","Silphium perfoliatum","","","Ontario"
"10.98107","Ulmus rubra","Ulmus","Ulmus rubra","","","Ontario"
"10.98111","Urtica dioica","Urtica","Urtica dioica","","","Ontario"
"10.98117","Sium suave","Sium","Sium suave","","","Ontario"
"10.98128","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","Ontario"
"10.98130","Typha latifolia","Typha","Typha latifolia","","","Ontario"
"10.98147","Triglochin maritima","Triglochin","Triglochin maritima","","","Ontario"
"10.98208","Sambucus racemosa","Sambucus","Sambucus racemosa","","","Ontario"
"10.98259","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","Ontario"
"10.98363","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","Ontario"
"10.98389","Ulmus thomasii","Ulmus","Ulmus thomasii","","","Ontario"
"10.98413","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","Ontario"
"10.98483","Sanicula marilandica","Sanicula","Sanicula marilandica","","","Ontario"
"10.98508","Sorbus americana","Sorbus","Sorbus americana","","","Ontario"
"10.98516","Tradescantia virginiana","Tradescantia","Tradescantia virginiana","","","Ontario"
"10.98620","Salix exigua","Salix","Salix exigua","","","Ontario"
"10.98880","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","Ontario"
"10.98919","Salix planifolia","Salix","Salix planifolia","","","Ontario"
"10.99007","Silphium integrifolium","Silphium","Silphium integrifolium","","","Ontario"
"10.99604","Symphoricarpos albus var. albus","Symphoricarpos","Symphoricarpos albus","var.","albus","Ontario"
"10.100768","Rubus flagellaris","Rubus","Rubus flagellaris","","","Ontario"
"10.101786","Salix reticulata","Salix","Salix reticulata","","","Ontario"
"10.102835","Rubus canadensis","Rubus","Rubus canadensis","","","Ontario"
"10.102978","Salix arctophila","Salix","Salix arctophila","","","Ontario"
"10.103739","Symphoricarpos albus var. laevigatus","Symphoricarpos","Symphoricarpos albus","var.","laevigatus","Ontario"
"10.104645","Rubus pensilvanicus","Rubus","Rubus pensilvanicus","","","Ontario"
"10.104836","Salix arctica","Salix","Salix arctica","","","Ontario"
"10.105946","Schoenoplectus acutus var. acutus","Schoenoplectus","Schoenoplectus acutus","var.","acutus","Ontario"
"10.107262","Rumex occidentalis","Rumex","Rumex occidentalis","","","Ontario"
"10.114060","Rubus nutkanus","Rubus","Rubus nutkanus","","","Ontario"
"10.119313","Taxus brevifolia","Taxus","Taxus brevifolia","","","Ontario"
"10.119326","Vitis riparia","Vitis","Vitis riparia","","","Ontario"
"10.119327","Viburnum opulus","Viburnum","Viburnum opulus","","","Ontario"
"10.119329","Viburnum acerifolium","Viburnum","Viburnum acerifolium","","","Ontario"
"10.119330","Vaccinium ovalifolium","Vaccinium","Vaccinium ovalifolium","","","Ontario"
"10.119331","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","Ontario"
"10.119332","Viburnum lantana","Viburnum","Viburnum lantana","","","Ontario"
"10.119336","Viburnum lentago","Viburnum","Viburnum lentago","","","Ontario"
"10.119337","Vaccinium myrtilloides","Vaccinium","Vaccinium myrtilloides","","","Ontario"
"10.119355","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","Ontario"
"10.119360","Viburnum rafinesqueanum","Viburnum","Viburnum rafinesqueanum","","","Ontario"
"10.119443","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum","","","Ontario"
"10.119488","Viburnum opulus var. americanum","Viburnum","Viburnum opulus","var.","americanum","Ontario"
"10.119520","Viburnum opulus var. opulus","Viburnum","Viburnum opulus","var.","opulus","Ontario"
"10.119533","Zizania palustris","Zizania","Zizania palustris","","","Ontario"
"10.119584","Vicia americana","Vicia","Vicia americana","","","Ontario"
"10.119588","Zizania aquatica","Zizania","Zizania aquatica","","","Ontario"
"10.119590","Vitis aestivalis","Vitis","Vitis aestivalis","","","Ontario"
"10.119700","Vaccinium cespitosum","Vaccinium","Vaccinium cespitosum","","","Ontario"
"10.119747","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","Ontario"
"10.119855","Viburnum edule","Viburnum","Viburnum edule","","","Ontario"
"10.119860","Vaccinium pallidum","Vaccinium","Vaccinium pallidum","","","Ontario"
"10.119945","Glycyrrhiza lepidota","Glycyrrhiza","Glycyrrhiza lepidota","","","Ontario"
"10.121929","Vaccinium stamineum","Vaccinium","Vaccinium stamineum","","","Ontario"
"10.123831","Viburnum dentatum","Viburnum","Viburnum dentatum","","","Ontario"
"10.125015","Zizania palustris var. palustris","Zizania","Zizania palustris","var.","palustris","Ontario"
"10.126138","Vaccinium microcarpum","Vaccinium","Vaccinium microcarpum","","","Ontario"
"10.126401","Zizania aquatica var. aquatica","Zizania","Zizania aquatica","var.","aquatica","Ontario"
"11","Abies balsamea","Abies","Abies balsamea","","","New Brunswick"
"11.2","Acer pensylvanicum","Acer","Acer pensylvanicum","","","New Brunswick"
"11.3","Acer rubrum","Acer","Acer rubrum","","","New Brunswick"
"11.4","Acer saccharum","Acer","Acer saccharum","","","New Brunswick"
"11.10","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","New Brunswick"
"11.12","Acer spicatum","Acer","Acer spicatum","","","New Brunswick"
"11.29","Achillea millefolium","Achillea","Achillea millefolium","","","New Brunswick"
"11.33","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","New Brunswick"
"11.42","Acer saccharinum","Acer","Acer saccharinum","","","New Brunswick"
"11.64","Alnus incana","Alnus","Alnus incana","","","New Brunswick"
"11.66","Acer negundo","Acer","Acer negundo","","","New Brunswick"
"11.74","Apios americana","Apios","Apios americana","","","New Brunswick"
"11.112","Allium schoenoprasum","Allium","Allium schoenoprasum","","","New Brunswick"
"11.153","Alnus incana subsp. rugosa","Alnus","Alnus incana","subsp.","rugosa","New Brunswick"
"11.163","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","New Brunswick"
"11.168","Amphicarpaea bracteata","Amphicarpaea","Amphicarpaea bracteata","","","New Brunswick"
"11.208","Alnus alnobetula","Alnus","Alnus alnobetula","","","New Brunswick"
"11.260","Amelanchier bartramiana","Amelanchier","Amelanchier bartramiana","","","New Brunswick"
"11.485","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","New Brunswick"
"11.510","Asarum canadense","Asarum","Asarum canadense","","","New Brunswick"
"11.736","Aruncus dioicus","Aruncus","Aruncus dioicus","","","New Brunswick"
"11.932","Amelanchier intermedia","Amelanchier","Amelanchier intermedia","","","New Brunswick"
"11.951","Amelanchier arborea","Amelanchier","Amelanchier arborea","","","New Brunswick"
"11.1053","Allium tricoccum","Allium","Allium tricoccum","","","New Brunswick"
"11.1068","Amelanchier laevis","Amelanchier","Amelanchier laevis","","","New Brunswick"
"11.1341","Agrostis mertensii","Agrostis","Agrostis mertensii","","","New Brunswick"
"11.1464","Agastache foeniculum","Agastache","Agastache foeniculum","","","New Brunswick"
"11.1479","Acer rubrum var. rubrum","Acer","Acer rubrum","var.","rubrum","New Brunswick"
"11.1480","Amaranthus albus","Amaranthus","Amaranthus albus","","","New Brunswick"
"11.1493","Agrostis perennans","Agrostis","Agrostis perennans","","","New Brunswick"
"11.1498","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","New Brunswick"
"11.1516","Amelanchier sanguinea","Amelanchier","Amelanchier sanguinea","","","New Brunswick"
"11.1583","Amelanchier canadensis","Amelanchier","Amelanchier canadensis","","","New Brunswick"
"11.1826","Amelanchier humilis","Amelanchier","Amelanchier humilis","","","New Brunswick"
"11.1851","Allium canadense","Allium","Allium canadense","","","New Brunswick"
"11.1857","Betula alleghaniensis","Betula","Betula alleghaniensis","","","New Brunswick"
"11.1860","Betula populifolia","Betula","Betula populifolia","","","New Brunswick"
"11.1872","Betula papyrifera","Betula","Betula papyrifera","","","New Brunswick"
"11.1891","Bromus inermis","Bromus","Bromus inermis","","","New Brunswick"
"11.1968","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","New Brunswick"
"11.2040","Bromus ciliatus","Bromus","Bromus ciliatus","","","New Brunswick"
"11.2339","Calamagrostis canadensis var. macouniana","Calamagrostis","Calamagrostis canadensis","var.","macouniana","New Brunswick"
"11.2340","Calypso bulbosa","Calypso","Calypso bulbosa","","","New Brunswick"
"11.2403","Astragalus alpinus","Astragalus","Astragalus alpinus","","","New Brunswick"
"11.2436","Bromus kalmii","Bromus","Bromus kalmii","","","New Brunswick"
"11.2437","Cornus sericea","Cornus","Cornus sericea","","","New Brunswick"
"11.2438","Cornus canadensis","Cornus","Cornus canadensis","","","New Brunswick"
"11.2444","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","New Brunswick"
"11.2446","Elymus virginicus","Elymus","Elymus virginicus","","","New Brunswick"
"11.2448","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","New Brunswick"
"11.2450","Corylus cornuta","Corylus","Corylus cornuta","","","New Brunswick"
"11.2459","Celtis occidentalis","Celtis","Celtis occidentalis","","","New Brunswick"
"11.2474","Empetrum nigrum","Empetrum","Empetrum nigrum","","","New Brunswick"
"11.2606","Claytonia caroliniana","Claytonia","Claytonia caroliniana","","","New Brunswick"
"11.2615","Comarum palustre","Comarum","Comarum palustre","","","New Brunswick"
"11.2804","Elymus canadensis","Elymus","Elymus canadensis","","","New Brunswick"
"11.3212","Elymus hystrix","Elymus","Elymus hystrix","","","New Brunswick"
"11.3294","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","New Brunswick"
"11.3451","Elymus violaceus","Elymus","Elymus violaceus","","","New Brunswick"
"11.3494","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","New Brunswick"
"11.3512","Fagus grandifolia","Fagus","Fagus grandifolia","","","New Brunswick"
"11.3514","Fraxinus nigra","Fraxinus","Fraxinus nigra","","","New Brunswick"
"11.3518","Gaultheria procumbens","Gaultheria","Gaultheria procumbens","","","New Brunswick"
"11.3519","Fraxinus americana","Fraxinus","Fraxinus americana","","","New Brunswick"
"11.3520","Helianthus annuus","Helianthus","Helianthus annuus","","","New Brunswick"
"11.3528","Gaultheria hispidula","Gaultheria","Gaultheria hispidula","","","New Brunswick"
"11.3542","Gaylussacia baccata","Gaylussacia","Gaylussacia baccata","","","New Brunswick"
"11.3545","Honckenya peploides","Honckenya","Honckenya peploides","","","New Brunswick"
"11.3560","Hamamelis virginiana","Hamamelis","Hamamelis virginiana","","","New Brunswick"
"11.3563","Hordeum jubatum","Hordeum","Hordeum jubatum","","","New Brunswick"
"11.3579","Juglans cinerea","Juglans","Juglans cinerea","","","New Brunswick"
"11.3591","Fragaria virginiana","Fragaria","Fragaria virginiana","","","New Brunswick"
"11.3596","Fragaria vesca","Fragaria","Fragaria vesca","","","New Brunswick"
"11.3617","Gaylussacia bigeloviana","Gaylussacia","Gaylussacia bigeloviana","","","New Brunswick"
"11.3621","Erythronium americanum","Erythronium","Erythronium americanum","","","New Brunswick"
"11.3649","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica","","","New Brunswick"
"11.3768","Humulus lupulus","Humulus","Humulus lupulus","","","New Brunswick"
"11.3812","Fragaria vesca subsp. americana","Fragaria","Fragaria vesca","subsp.","americana","New Brunswick"
"11.3881","Helianthus tuberosus","Helianthus","Helianthus tuberosus","","","New Brunswick"
"11.3942","Fragaria vesca subsp. vesca","Fragaria","Fragaria vesca","subsp.","vesca","New Brunswick"
"11.4009","Festuca rubra","Festuca","Festuca rubra","","","New Brunswick"
"11.4167","Fragaria virginiana subsp. virginiana","Fragaria","Fragaria virginiana","subsp.","virginiana","New Brunswick"
"11.4204","Helianthus decapetalus","Helianthus","Helianthus decapetalus","","","New Brunswick"
"11.4399","Festuca subverticillata","Festuca","Festuca subverticillata","","","New Brunswick"
"11.4524","Hedysarum americanum","Hedysarum","Hedysarum americanum","","","New Brunswick"
"11.4669","Erythronium americanum subsp. americanum","Erythronium","Erythronium americanum","subsp.","americanum","New Brunswick"
"11.4762","Fragaria virginiana subsp. glauca","Fragaria","Fragaria virginiana","subsp.","glauca","New Brunswick"
"11.4769","Mitchella repens","Mitchella","Mitchella repens","","","New Brunswick"
"11.4770","Mentha canadensis","Mentha","Mentha canadensis","","","New Brunswick"
"11.4771","Monotropa uniflora","Monotropa","Monotropa uniflora","","","New Brunswick"
"11.4772","Lathyrus japonicus","Lathyrus","Lathyrus japonicus","","","New Brunswick"
"11.4775","Maianthemum racemosum","Maianthemum","Maianthemum racemosum","","","New Brunswick"
"11.4777","Larix laricina","Larix","Larix laricina","","","New Brunswick"
"11.4781","Myrica gale","Myrica","Myrica gale","","","New Brunswick"
"11.4788","Lupinus polyphyllus","Lupinus","Lupinus polyphyllus","","","New Brunswick"
"11.4789","Monarda fistulosa","Monarda","Monarda fistulosa","","","New Brunswick"
"11.4793","Morella pensylvanica","Morella","Morella pensylvanica","","","New Brunswick"
"11.4796","Maianthemum stellatum","Maianthemum","Maianthemum stellatum","","","New Brunswick"
"11.4798","Leymus mollis","Leymus","Leymus mollis","","","New Brunswick"
"11.4809","Juglans nigra","Juglans","Juglans nigra","","","New Brunswick"
"11.4845","Juniperus communis","Juniperus","Juniperus communis","","","New Brunswick"
"11.5130","Lathyrus palustris","Lathyrus","Lathyrus palustris","","","New Brunswick"
"11.5671","Juniperus communis var. depressa","Juniperus","Juniperus communis","var.","depressa","New Brunswick"
"11.5672","Pinus strobus","Pinus","Pinus strobus","","","New Brunswick"
"11.5673","Pinus banksiana","Pinus","Pinus banksiana","","","New Brunswick"
"11.5674","Picea mariana","Picea","Picea mariana","","","New Brunswick"
"11.5679","Populus deltoides","Populus","Populus deltoides","","","New Brunswick"
"11.5680","Pinus resinosa","Pinus","Pinus resinosa","","","New Brunswick"
"11.5684","Populus grandidentata","Populus","Populus grandidentata","","","New Brunswick"
"11.5689","Picea glauca","Picea","Picea glauca","","","New Brunswick"
"11.5691","Populus tremuloides","Populus","Populus tremuloides","","","New Brunswick"
"11.5711","Plantago maritima","Plantago","Plantago maritima","","","New Brunswick"
"11.5719","Picea rubens","Picea","Picea rubens","","","New Brunswick"
"11.5754","Phalaris arundinacea","Phalaris","Phalaris arundinacea","","","New Brunswick"
"11.5765","Populus balsamifera","Populus","Populus balsamifera","","","New Brunswick"
"11.5818","Panicum capillare","Panicum","Panicum capillare","","","New Brunswick"
"11.5871","Poa pratensis","Poa","Poa pratensis","","","New Brunswick"
"11.5876","Panicum philadelphicum","Panicum","Panicum philadelphicum","","","New Brunswick"
"11.6088","Poa saltuensis","Poa","Poa saltuensis","","","New Brunswick"
"11.6347","Panicum dichotomiflorum","Panicum","Panicum dichotomiflorum","","","New Brunswick"
"11.6489","Pinus rigida","Pinus","Pinus rigida","","","New Brunswick"
"11.6513","Panicum dichotomiflorum subsp. dichotomiflorum","Panicum","Panicum dichotomiflorum","subsp.","dichotomiflorum","New Brunswick"
"11.6515","Panax trifolius","Panax","Panax trifolius","","","New Brunswick"
"11.6576","Poa palustris","Poa","Poa palustris","","","New Brunswick"
"11.6594","Poa trivialis","Poa","Poa trivialis","","","New Brunswick"
"11.6700","Poa alsodes","Poa","Poa alsodes","","","New Brunswick"
"11.6749","Poa nemoralis","Poa","Poa nemoralis","","","New Brunswick"
"11.6809","Quercus rubra","Quercus","Quercus rubra","","","New Brunswick"
"11.6810","Prunus serotina","Prunus","Prunus serotina","","","New Brunswick"
"11.6811","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","New Brunswick"
"11.6813","Prunus pensylvanica","Prunus","Prunus pensylvanica","","","New Brunswick"
"11.6815","Prunella vulgaris","Prunella","Prunella vulgaris","","","New Brunswick"
"11.6816","Prunus virginiana","Prunus","Prunus virginiana","","","New Brunswick"
"11.6836","Ribes lacustre","Ribes","Ribes lacustre","","","New Brunswick"
"11.6844","Rosa virginiana","Rosa","Rosa virginiana","","","New Brunswick"
"11.6849","Ribes americanum","Ribes","Ribes americanum","","","New Brunswick"
"11.6852","Ribes hirtellum","Ribes","Ribes hirtellum","","","New Brunswick"
"11.6866","Quercus macrocarpa","Quercus","Quercus macrocarpa","","","New Brunswick"
"11.6889","Ribes triste","Ribes","Ribes triste","","","New Brunswick"
"11.6953","Rosa carolina","Rosa","Rosa carolina","","","New Brunswick"
"11.6970","Rhodiola rosea","Rhodiola","Rhodiola rosea","","","New Brunswick"
"11.7025","Prunus pumila","Prunus","Prunus pumila","","","New Brunswick"
"11.7029","Prunus nigra","Prunus","Prunus nigra","","","New Brunswick"
"11.7054","Rubus allegheniensis","Rubus","Rubus allegheniensis","","","New Brunswick"
"11.7063","Rosa blanda","Rosa","Rosa blanda","","","New Brunswick"
"11.7207","Rosa nitida","Rosa","Rosa nitida","","","New Brunswick"
"11.7232","Prunella vulgaris subsp. vulgaris","Prunella","Prunella vulgaris","subsp.","vulgaris","New Brunswick"
"11.7235","Rosa palustris","Rosa","Rosa palustris","","","New Brunswick"
"11.7249","Ribes aureum","Ribes","Ribes aureum","","","New Brunswick"
"11.7545","Prunella vulgaris subsp. lanceolata","Prunella","Prunella vulgaris","subsp.","lanceolata","New Brunswick"
"11.7768","Prunus virginiana var. virginiana","Prunus","Prunus virginiana","var.","virginiana","New Brunswick"
"11.7772","Prunus serotina var. serotina","Prunus","Prunus serotina","var.","serotina","New Brunswick"
"11.7851","Tilia americana","Tilia","Tilia americana","","","New Brunswick"
"11.7852","Rubus idaeus","Rubus","Rubus idaeus","","","New Brunswick"
"11.7853","Tsuga canadensis","Tsuga","Tsuga canadensis","","","New Brunswick"
"11.7854","Sambucus racemosa","Sambucus","Sambucus racemosa","","","New Brunswick"
"11.7856","Thuja occidentalis","Thuja","Thuja occidentalis","","","New Brunswick"
"11.7857","Taxus canadensis","Taxus","Taxus canadensis","","","New Brunswick"
"11.7858","Vaccinium angustifolium","Vaccinium","Vaccinium angustifolium","","","New Brunswick"
"11.7859","Ulmus americana","Ulmus","Ulmus americana","","","New Brunswick"
"11.7866","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","New Brunswick"
"11.7870","Typha latifolia","Typha","Typha latifolia","","","New Brunswick"
"11.7872","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","New Brunswick"
"11.7878","Sorbus americana","Sorbus","Sorbus americana","","","New Brunswick"
"11.7886","Sorbus decora","Sorbus","Sorbus decora","","","New Brunswick"
"11.7917","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","New Brunswick"
"11.7919","Sambucus canadensis","Sambucus","Sambucus canadensis","","","New Brunswick"
"11.7926","Sium suave","Sium","Sium suave","","","New Brunswick"
"11.7961","Rubus odoratus","Rubus","Rubus odoratus","","","New Brunswick"
"11.7979","Urtica dioica","Urtica","Urtica dioica","","","New Brunswick"
"11.8047","Rubus pensilvanicus","Rubus","Rubus pensilvanicus","","","New Brunswick"
"11.8190","Sanicula marilandica","Sanicula","Sanicula marilandica","","","New Brunswick"
"11.8227","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","New Brunswick"
"11.8228","Rubus canadensis","Rubus","Rubus canadensis","","","New Brunswick"
"11.8248","Schoenoplectus acutus var. acutus","Schoenoplectus","Schoenoplectus acutus","var.","acutus","New Brunswick"
"11.8252","Triglochin maritima","Triglochin","Triglochin maritima","","","New Brunswick"
"11.8473","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","New Brunswick"
"11.8506","Rubus occidentalis","Rubus","Rubus occidentalis","","","New Brunswick"
"11.8669","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","New Brunswick"
"11.8796","Salix exigua","Salix","Salix exigua","","","New Brunswick"
"11.9059","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","New Brunswick"
"11.9314","Symphoricarpos albus var. laevigatus","Symphoricarpos","Symphoricarpos albus","var.","laevigatus","New Brunswick"
"11.9362","Taxus brevifolia","Taxus","Taxus brevifolia","","","New Brunswick"
"11.9363","Vitis riparia","Vitis","Vitis riparia","","","New Brunswick"
"11.9369","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","New Brunswick"
"11.9371","Viburnum opulus","Viburnum","Viburnum opulus","","","New Brunswick"
"11.9374","Vaccinium myrtilloides","Vaccinium","Vaccinium myrtilloides","","","New Brunswick"
"11.9408","Viburnum opulus var. americanum","Viburnum","Viburnum opulus","var.","americanum","New Brunswick"
"11.9410","Viburnum lantana","Viburnum","Viburnum lantana","","","New Brunswick"
"11.9425","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","New Brunswick"
"11.9464","Viburnum opulus var. opulus","Viburnum","Viburnum opulus","var.","opulus","New Brunswick"
"11.9608","Vaccinium corymbosum","Vaccinium","Vaccinium corymbosum","","","New Brunswick"
"11.9639","Vaccinium cespitosum","Vaccinium","Vaccinium cespitosum","","","New Brunswick"
"11.9692","Viburnum edule","Viburnum","Viburnum edule","","","New Brunswick"
"11.9933","Viburnum lentago","Viburnum","Viburnum lentago","","","New Brunswick"
"11.9941","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","New Brunswick"
"11.10068","Viburnum dentatum","Viburnum","Viburnum dentatum","","","New Brunswick"
"11.10090","Vaccinium boreale","Vaccinium","Vaccinium boreale","","","New Brunswick"
"11.10094","Zizania palustris var. palustris","Zizania","Zizania palustris","var.","palustris","New Brunswick"
"12","Acer spicatum","Acer","Acer spicatum","","","Prince Edward Island"
"12.1","Acer saccharum","Acer","Acer saccharum","","","Prince Edward Island"
"12.2","Abies balsamea","Abies","Abies balsamea","","","Prince Edward Island"
"12.4","Acer rubrum","Acer","Acer rubrum","","","Prince Edward Island"
"12.6","Acer pensylvanicum","Acer","Acer pensylvanicum","","","Prince Edward Island"
"12.7","Achillea millefolium","Achillea","Achillea millefolium","","","Prince Edward Island"
"12.19","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","Prince Edward Island"
"12.22","Acer negundo","Acer","Acer negundo","","","Prince Edward Island"
"12.49","Alnus incana","Alnus","Alnus incana","","","Prince Edward Island"
"12.83","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Prince Edward Island"
"12.87","Allium schoenoprasum","Allium","Allium schoenoprasum","","","Prince Edward Island"
"12.96","Alnus alnobetula","Alnus","Alnus alnobetula","","","Prince Edward Island"
"12.121","Alnus incana subsp. rugosa","Alnus","Alnus incana","subsp.","rugosa","Prince Edward Island"
"12.129","Alnus alnobetula subsp. crispa","Alnus","Alnus alnobetula","subsp.","crispa","Prince Edward Island"
"12.244","Amelanchier arborea","Amelanchier","Amelanchier arborea","","","Prince Edward Island"
"12.379","Acer saccharinum","Acer","Acer saccharinum","","","Prince Edward Island"
"12.386","Amelanchier bartramiana","Amelanchier","Amelanchier bartramiana","","","Prince Edward Island"
"12.395","Agrostis perennans","Agrostis","Agrostis perennans","","","Prince Edward Island"
"12.401","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","Prince Edward Island"
"12.457","Amelanchier interior","Amelanchier","Amelanchier interior","","","Prince Edward Island"
"12.463","Amelanchier laevis","Amelanchier","Amelanchier laevis","","","Prince Edward Island"
"12.464","Amelanchier intermedia","Amelanchier","Amelanchier intermedia","","","Prince Edward Island"
"12.531","Amelanchier canadensis","Amelanchier","Amelanchier canadensis","","","Prince Edward Island"
"12.533","Amelanchier humilis","Amelanchier","Amelanchier humilis","","","Prince Edward Island"
"12.539","Betula alleghaniensis","Betula","Betula alleghaniensis","","","Prince Edward Island"
