TAXON,DMS,,,,,,,,,,,,
Elymus glaucus subsp. virescens,"48.4N, 123.4W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"49.1N, 125.4W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"48.4N, 123.4W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"51.3N, 117.5W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"49.0N, 121.4W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"49.2N, 121.4W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"49.4N, 122.0W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"49.2N, 121.4W",,,,,,,,,,,,
Elymus glaucus subsp. virescens,"53.1N, 121.5W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"48.4N, 123.3W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.4N, 121.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"53.8N, 125.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.5N, 124.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.7N, 124.5W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.5N, 124.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"52.8N, 126.5W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.6N, 125.1W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.5N, 124.2W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"48.9N, 125.1W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.0N, 121.1W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.1N, 125.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.2N, 125.4W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.6N, 126.4W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.0N, 121.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.6N, 121.4W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"59.6N, 133.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.9N, 124.5W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"48.4N, 123.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.6N, 124.1W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"50.6N, 127.6W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.6N, 125.2W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.1N, 124.2W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.3N, 124.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"48.8N, 124.1W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.5N, 123.3W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.4N, 123.4W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.4N, 121.4W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.8N, 125.9W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"50.1N, 127.1W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.0N, 125.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"48.9N, 124.2W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.3N, 122.6W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"54.8N, 127.2W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.5N, 124.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"54.5N, 128.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.5N, 124.7W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.4N, 123.3W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.2N, 124.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.3N, 124.6W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"52.8N, 127.0W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"52.8N, 127.0W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.4N, 121.4W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.4N, 121.4W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"52.4N, 126.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"49.2N, 122.8W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"55.0N, 125.0W",,,,,,,,,,,,
Sedum oreganum subsp. oreganum,"55.0N, 125.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"79.4N, 90.7W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"61.1N, 94.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"67.0N, 66.4W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"63.1N, 69.7W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"62.8N, 69.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"61.5N, 72.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"71.2N, 116.4W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"70.7N, 117.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"68.7N, 110.7W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.1W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"68.7N, 110.7W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.1W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"73.1N, 80.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"76.2N, 119.4W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"76.2N, 119.3W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"68.4N, 66.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"63.8N, 68.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"68.4N, 66.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.6W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"79.4N, 90.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"73.0N, 84.6W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.6W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"79.4N, 90.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.3N, 82.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.6N, 82.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"74.5N, 82.6W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"63.8N, 68.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.8N, 76.4W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"81.4N, 76.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"73.0N, 85.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"73.0N, 85.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"72.8N, 77.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"73.0N, 85.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"72.8N, 77.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"63.8N, 68.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"81.8N, 76.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.1W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"63.8N, 68.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.1N, 105.1W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"81.4N, 76.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"81.5N, 76.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"81.5N, 76.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"79.2N, 86.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"69.3N, 109.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"66.0N, 71.3W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"66.0N, 71.3W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"66.0N, 71.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"66.0N, 71.3W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"60.8N, 78.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"75.8N, 114.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"75.8N, 115.9W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"75.6N, 116.3W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"60.8N, 78.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"75.3N, 112.6W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"75.5N, 114.2W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"75.1N, 114.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"64.0N, 96.0W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"59.7N, 137.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"63.7N, 68.5W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"70.7N, 117.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"61.8N, 72.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.7W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.8N, 76.4W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
Poa arctica subsp. caespitans Nannf.,"78.9N, 75.8W",,,,,,,,,,,,
