GARDEN_CODE,INSTITUTION,TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
1217,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1218,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,4
1219,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1220,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1221,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1222,BG,Tsuga canadensis,Tsuga,Tsuga canadensis,NA,NA,Hemlock,NA,Y,N,Y,"leaves, tea, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1223,BG,Ulmus americana,Ulmus,Ulmus americana,NA,NA,Elm,NA,Y,N,Y,bark,Y,Forest Resources,Cultural,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1224,BG,Ulmus thomasii,Ulmus,Ulmus thomasii,NA,NA,Elm,NA,Y,N,Y,seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1225,BG,Ulmus thomasii,Ulmus,Ulmus thomasii,NA,NA,Elm,NA,Y,N,Y,seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1226,BG,Urtica dioica,Urtica,Urtica dioica,NA,NA,Nettle,NA,N,N,Y,,N,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,1
1227,BG,Urtica dioica,Urtica,Urtica dioica,NA,NA,Nettle,NA,N,N,Y,,N,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
1228,BG,Urtica dioica,Urtica,Urtica dioica,NA,NA,Nettle,NA,N,N,Y,,N,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
1229,BG,Urtica dioica,Urtica,Urtica dioica,NA,NA,Nettle,NA,Y,N,Y,,N,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,1
1230,BG,Urtica dioica,Urtica,Urtica dioica,NA,NA,Nettle,NA,Y,N,Y,,N,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
1231,BG,Urtica dioica,Urtica,Urtica dioica,NA,NA,Nettle,NA,Y,N,Y,,N,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
1232,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,15
1233,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,mass
1234,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,11
1235,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,4
1236,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1237,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,7
1238,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,9
1239,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,mass
1240,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,5
1241,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,3
1242,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,15
1243,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,mass
1244,BG,Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,mass
1245,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,3
1246,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,3
1247,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1248,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,1
1249,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,1
1250,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,3
1251,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1252,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1253,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1254,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1255,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,3
1256,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,1
1257,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,6
1258,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1259,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1260,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,3
1261,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,2
1262,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,1
1263,BG,Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,NA,NA,Blueberry,NA,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,NA,Fruits,,,NA,1A,1,Primary,G,, ,,,,3
1264,BG,Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,NA,NA,Lingonberry,Blueberry,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,1A,1,Primary,G,, ,,,,1
1265,BG,Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,NA,NA,Lingonberry,Blueberry,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,1A,1,Primary,G,, ,,,,4
1266,BG,Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,NA,NA,Lingonberry,Blueberry,Y,Y,Y,"fruit, leaves and fruit as tea",Y,Food,,Food,Fruits,,,Fruits,1A,1,Primary,G,, ,,,,mass
1267,BG,Viburnum dentatum,Viburnum,Viburnum dentatum,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,6
1268,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,2
1269,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1270,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1271,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1272,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,5
1273,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1274,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,3
1275,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1276,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1277,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1278,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1279,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1280,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,7
1281,BG,Viburnum lantana,Viburnum,Viburnum lantana,NA,NA,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,3
1282,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,G,, ,,,,1
1283,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,G,, ,,,,1
1284,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,G,, ,,,,1
1285,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,G,, ,,,,1
1286,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,G,, ,,,,4
1287,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,G,, ,,,,4
1288,BG,Viburnum lentago,Viburnum,Viburnum lentago,NA,NA,Highbush cranberry,NA,Y,N,Y,"Nannyberry, fruit",Y,Cultural,Food,NA,Ornamentals,Fruits,,NA,NA,NA,NA,G,, ,,,,5
1289,BG,Viburnum nudum,Viburnum,Viburnum nudum,NA,NA,Highbush cranberry,NA,N,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,3
1290,BG,Viburnum nudum,Viburnum,Viburnum nudum,NA,NA,Highbush cranberry,NA,N,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1291,BG,Viburnum nudum,Viburnum,Viburnum nudum,NA,NA,Highbush cranberry,NA,N,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,4
1292,BG,Viburnum nudum,Viburnum,Viburnum nudum,NA,NA,Highbush cranberry,NA,N,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,mass
1293,BG,Viburnum nudum var. cassinoides,Viburnum,Viburnum nudum,var.,cassinoides,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1294,BG,Viburnum nudum var. cassinoides,Viburnum,Viburnum nudum,var.,cassinoides,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,3
1295,BG,Viburnum opulus,Viburnum,Viburnum opulus,NA,NA,Highbush cranberry,NA,N,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,3
1296,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1297,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1298,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,mass
1299,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1300,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1301,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,3
1302,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,4
1303,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1304,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1305,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,1
1306,BG,Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,Highbush cranberry,NA,Y,N,Y,fruit,Y,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,3
1307,BG,Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,opulus,Highbush cranberry,NA,Y,N,Y,fruit,N,Cultural,,NA,Ornamentals,,,NA,NA,NA,NA,G,, ,,,,2
1308,BG,Xanthocyparis nootkatensis,Xanthocyparis,Xanthocyparis nootkatensis,NA,NA,Cypress,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
1309,BG,Zizania aquatica,Zizania,Zizania aquatica,NA,NA,"Rice, Wild-rice",NA,N,Y,Y,"wild rice', grains",Y,Food,,NA,Cereals and pseudocereals,,,NA,1B,1,Secondary,G,, ,,,,10
1310,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,United States of America,\\.,,,,1
1311,BG,Thuja occidentalis,Thuja,Thuja occidentalis,NA,NA,Cedar,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,United States of America,\\.,,,,2
1312,BG,Acer rubrum,Acer,Acer rubrum,NA,NA,Maple,NA,N,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1C,1,Assume distant,U,, ,,,,1
1313,BG,Allium cernuum,Allium,Allium cernuum,NA,NA,Allium,NA,Y,Y,Y,nodding onion; bulbs and greens,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,U,, ,,,,mass
1314,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,U,, ,,,,mass
1315,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,U,, ,,,,mass
1316,BG,Allium tricoccum,Allium,Allium tricoccum,NA,NA,Allium,NA,N,Y,Y,ramps'; leaves and bulbs,Y,Food,,NA,Vegetables,,,NA,1C,1,Assume distant,U,, ,,,,mass
1317,BG,Alnus alnobetula,Alnus,Alnus alnobetula,NA,NA,Alder,NA,N,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,2
1318,BG,Alnus incana,Alnus,Alnus incana,NA,NA,Alder,NA,N,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,11
1319,BG,Alnus incana,Alnus,Alnus incana,NA,NA,Alder,NA,N,N,Y,inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,U,, ,,,,6
1320,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,, ,,,,3
1321,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,, ,,,,2
1322,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,, ,,,,7
1323,BG,Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,U,, ,,,,1
1324,BG,Amphicarpaea bracteata,Amphicarpaea,Amphicarpaea bracteata,NA,NA,Hog-peanut,NA,Y,N,Y,Hog-peanut; seeds,Y,Food,,NA,Pulses,,,NA,NA,NA,NA,U,, ,,,,1
1325,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1326,BG,Aralia nudicaulis,Aralia,Aralia nudicaulis,NA,NA,Wild-sarsaparilla,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1327,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,, ,,,,mass
1328,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,U,, ,,,,mass
1329,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,5
1330,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1331,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1332,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1333,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1334,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1335,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1336,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1337,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,U,, ,,,,mass
1338,BG,Astragalus alpinus,Astragalus,Astragalus alpinus,NA,NA,Milk-vetch,NA,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,2,NA,U,, ,,,,mass
