GARDEN_CODE,INSTITUTION,TAXON,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
NPGS,G,Agastache foeniculum,COLLECTED,United States,,45.884405,-92.611969,Wisconsin,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,Canada,,49.179486,-98.188901,Manitoba,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,46.389069,-91.689195,Wisconsin,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,44.188753,-94.166092,Minnesota,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,42.82867,-102.67642,Nebraska,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,37.084205,-104.520556,Colorado,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,46.52161,-93.782166,Minnesota,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,45.187015,-93.631364,Minnesota,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,Canada,,49.7055,-99.1508,Manitoba,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,46.631104,-97.953264,North Dakota,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,42.61804,-103.179,Nebraska,Not Available
NPGS,G,Agastache foeniculum,COLLECTED,United States,,46.828162,-94.486054,Minnesota,Add to cart
NPGS,G,Agastache foeniculum,COLLECTED,United States,,44.327067,-103.973983,South Dakota,Add to cart
NPGS,G,Agastache foeniculum,DONATED,Canada,,NA,NA,Manitoba,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,42.125,-93.97916667,Iowa,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,NA,NA,Ohio,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,42.7,-84.38333333,Michigan,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,39.173228,-89.500556,Illinois,Not Available
NPGS,G,Agastache nepetoides,COLLECTED,United States,,42.699385,-96.519337,Iowa,Not Available
NPGS,G,Agastache nepetoides,COLLECTED,Canada,,41.8,-82.65,Ontario,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,39.18347,-89.60375,Illinois,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,38.58333333,-87.68333333,Illinois,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,35.93333333,-93.2,Arkansas,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,44.61767,-95.15602,Minnesota,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,NA,NA,Missouri,Add to cart
NPGS,G,Agastache nepetoides,COLLECTED,United States,,NA,NA,Illinois,Add to cart
NPGS,G,Agastache nepetoides,DONATED,United States,,NA,NA,Iowa,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,41.9764,-111.60172,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,41.0285,-111.83802,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,44.54713889,-117.2784722,Oregon,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,42.07958333,-122.4752778,Oregon,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,42.40257,-118.414002,Oregon,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,41.40752,-111.50138,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,NA,,NA,NA,NA,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,42.1608,-122.44105,Oregon,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,42.09583,-122.9075,Oregon,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,39.0895,-120.20866,California,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,41.63995,-111.4407,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,40.6225,-111.63693,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,43.7375,-114.6569444,Idaho,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,40.45817,-112.62008,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,38.86666,-119.51388,Nevada,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,42.06386,-122.47993,Oregon,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,39.57405,-120.27832,California,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,40.65385,-111.6234,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,44.55333,-117.2,Oregon,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,40.55897,-111.68057,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,41.59969,-119.87516,Nevada,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,41.2217,-111.86087,Utah,Add to cart
NPGS,G,Agastache urticifolia,COLLECTED,United States,,NA,NA,Idaho,Not Available
NPGS,G,Agastache urticifolia,COLLECTED,United States,,42.97133,-118.52605,Oregon,Add to cart
