SPECIES,ECO_NAME,latitude,longitude,GARDEN_CODE,INSTITUTION,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,UNABLE_TO_ASSIGN_GEO_DISTR,FINEST_TAXON_RESOLUTION.y,CWR,WUS,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,total_CWRs_in_ecoregion,endemic_CWRs_in_ecoregion,total_WUS_in_ecoregion,endemic_WUS_in_ecoregion,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.162199,-81.683414,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.162199,-81.683414,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.162199,-81.683414,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,44.243743,-76.956807,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.516105,-80.233019,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.235472,-80.394209,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.235472,-80.394209,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.235472,-80.394209,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.235472,-80.394209,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.55553616,-82.53360356,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,44.2256106,-80.62438821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.55553616,-82.53360356,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.2607206,-83.0695821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.2607206,-83.0695821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.235472,-80.394209,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.235472,-80.394209,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.603165,-80.253305,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.55553616,-82.53360356,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,44.2256106,-80.62438821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,44.2256106,-80.62438821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.516105,-80.233019,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,44.2256106,-80.62438821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,44.2256106,-80.62438821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.55553616,-82.53360356,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.55553616,-82.53360356,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.55553616,-82.53360356,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.235472,-80.394209,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,44.2256106,-80.62438821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,42.2607206,-83.0695821,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,41.758235,-82.684143,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.432235,-80.097263,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.603165,-80.253305,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Great Lakes,43.541745,-80.211805,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,86,86,0
Quercus macrocarpa,Northern Appalachian / Acadian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,6,219,7,86,86,0
Quercus macrocarpa,Northern Tallgrass Prairie,50.069767,-96.679864,3,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,54,0,92,0,86,86,0
Quercus macrocarpa,Northern Tallgrass Prairie,50.069767,-96.679864,3,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,54,0,92,0,86,86,0
Quercus macrocarpa,Northern Tallgrass Prairie,50.069767,-96.679864,3,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,54,0,92,0,86,86,0
Quercus macrocarpa,Northern Tallgrass Prairie,50.069767,-96.679864,3,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,54,0,92,0,86,86,0
Quercus macrocarpa,Northern Tallgrass Prairie,50.069767,-96.679864,3,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,54,0,92,0,86,86,0
Quercus macrocarpa,St. Lawrence - Champlain Valley,44.73882437,-76.25169568,1,BG,,Y,G5,N5,,158,152,6,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,107,2,210,6,86,86,0
Quercus macrocarpa,Superior Mixed Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oak,,Y,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,64,0,128,0,86,86,0
Quercus muehlenbergii,Boreal Shield,44.50845053,-76.39898128,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,108,107,1
Quercus muehlenbergii,Boreal Shield,45.05754732,-77.33564407,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,108,107,1
Quercus muehlenbergii,Boreal Shield,45.05754732,-77.33564407,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,108,107,1
Quercus muehlenbergii,Boreal Shield,45.05754732,-77.33564407,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,108,107,1
Quercus muehlenbergii,Boreal Shield,45.05754732,-77.33564407,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,108,107,1
Quercus muehlenbergii,Great Lakes,43.229502,-81.894983,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.140012,-79.047374,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.228808,-81.897697,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.140012,-79.047374,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.229502,-81.894983,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.229502,-81.894983,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.14140827,-77.32046121,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.229502,-81.894983,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.36513222,-76.41313526,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.228808,-81.897697,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.229502,-81.894983,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.228808,-81.897697,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.36513222,-76.41313526,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.81924,-82.643486,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.02176218,-77.03255633,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.14140827,-77.32046121,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.228808,-81.897697,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.36513222,-76.41313526,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.803952,-82.641892,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.22961891,-81.89157745,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.81924,-82.643486,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.14140827,-77.32046121,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.228808,-81.897697,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.81924,-82.643486,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.085317,-81.819431,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.228808,-81.897697,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.085317,-81.819431,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.02176218,-77.03255633,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.803952,-82.641892,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.02176218,-77.03255633,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.81924,-82.643486,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.085317,-81.819431,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.803952,-82.641892,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,44.041416,-77.058938,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,41.758235,-82.684143,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.22961891,-81.89157745,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.232438,-81.894056,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
Quercus muehlenbergii,Great Lakes,43.338139,-80.151272,1,BG,,Y,G5,N4,,140,119,21,Oak,,Y,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,108,107,1
