ELEMENT_GLOBAL_ID,GLOBAL_UNIQUE_IDENTIFIER,ELEMENT_NATIONAL_ID,ELEMENT_CODE,CATEGORY,TAX_GROUP,GLOBAL_SCIENTIFIC_NAME,CLASSIFICATION_STATUS,GNAME_LEVEL,CONCEPT_REF_CODE,CONCEPT_REF_FULL,TAX_COM,GLOBAL_ENGL_NAME,GLOB_FR_NAME,GLOBAL_SYNONYMS,CA_NNAME_LEVEL,NATIONAL_SCIENTIFIC_NAME,NATIONAL_ENGL_NAME,NATIONAL_FR_NAME,NATIONAL_SYNONYMS,G_RANK,ROUNDED_G_RANK,G_RANK_CHANGE_DATE,G_RANK_REVIEW_DATE,N_RANK,ROUNDED_N_RANK,N_RANK_CHANGE_DATE,N_RANK_REVIEW_DATE,BCD_STYLE_N_RANK,SARA_STATUS,SARA_DATE,COSEWIC_ID,COSEWIC_DESC,COSEWIC_DATE,COSEWIC_SUMMARY,COSEWIC_NAME,GRANK_REASONS,CURRENT_CA_DISTRIBUTION,CURRENT_US_DISTRIBUTION
884357,2-884357,884408,PDSAL02500,Vascular Plant,Dicots,Salix exigua,Standard,Species,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.","This record is for the concept of Salix exigua in the strict sense, excluding S. interior, as treated by Kartesz (1999) and FNA (2010, vol. 7).",Narrowleaf Willow,Saule à feuilles exiguës,Salix exigua ssp. exigua,Species,Salix exigua,Coyote Willow,Saule à feuilles exiguës,Salix exigua ssp. exigua,G5,G5,12/10/2012,10/16/2015,N5,N5,8/25/2015,11/17/2017,,,,,,,,,,"AB(S3S4), BC(S5)","AZ(S5), CA(SNR), CO(SNR), ID(SNR), MT(S5), NM(SNR), NV(SNR), OK(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)"
159042,2-159042,231901,PDSAL021R2,Vascular Plant,Dicots,Salix lucida ssp. lasiandra,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","FNA (vol. 7, 2010) transfers Salix lucida ssp. lasiandra to S. lasiandra var. lasiandra.",Pacific Willow,Saule du Pacifique,"Salix lasiandra, Salix lasiandra var. lasiandra",Variety,Salix lasiandra var. lasiandra,Pacific Willow,Saule du Pacifique,Salix lucida ssp. lasiandra,G5T5,T5,2/18/1993,8/19/2015,N5,N5,8/19/2015,8/19/2015,,,,,,,,,"Widespread western United States and Canada, typical element of wet areas: river and streambanks, freshwater swamps, lakes, waterholes, wet meadows, moist alluvial bottomlands and roadside ditches (Umatilla National Forest, 2001). An early successional species (Umatilla National Forest, 2001).","AB(S5), BC(S5), NT(SNR), SK(S4), YT(SU)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR)"
145798,2-145798,246626,PDSAL021R0,Vascular Plant,Dicots,Salix lucida,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","FNA (vol. 7, 2010) includes Salix lucida ssp. lasiandra (= S. lasiandra var. lasiandra) and S. lucida ssp. caudata (= S. lasiandra var. caudata) in S. lasiandra, therefore according to FNA S. lucida ssp. lucida is equivalent to S. lucida.",Shining Willow,Saule brillant,,Species,Salix lucida,Shining Willow,Saule brillant,,G5,G5,9/6/1984,4/28/2016,N5,N5,4/28/2016,4/28/2016,NSYN,,,,,,,,"Widespread throughout North America, in swamps, shores and wet meadows.","AB(SNR), BC(SNR), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), ON(SNR), PE(SNR), QC(S5?), SK(SNR), YT(SNR)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SU), IA(S1), ID(SNR), IL(S2S3), IN(SNR), KS(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(S1), UT(SNR), VA(SNA), VT(SNR), WA(SNR), WI(SNR), WV(S1), WY(SNR)"
157829,2-157829,199325,PDSAL021R3,Vascular Plant,Dicots,Salix lucida ssp. lucida,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","FNA (vol. 7, 2010) includes Salix lucida ssp. lasiandra (= S. lasiandra var. lasiandra) and S. lucida ssp. caudata (= S. lasiandra var. caudata) in S. lasiandra, therefore according to FNA S. lucida ssp. lucida is equivalent to S. lucida.",Shining Willow,Saule brillant,"Salix lucida, Salix lucida var. lucida",Species,Salix lucida,Shining Willow,Saule brillant,Salix lucida ssp. lucida,G5T5,T5,10/22/2000,8/19/2015,N5,N5,10/22/2000,11/17/2017,,,,,,,,,"Common along streams and rivers, eastern North America.","LB(S4), MB(S5), NB(S5), NF(S5), NS(S5), ON(S5), PE(S4S5), QC(SNR), SK(S3)","CT(SNR), DE(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), ND(SNR), NH(SNR), NJ(S1), NY(S5), OH(SNR), PA(SNR), RI(SNR), SD(SNR), VA(SNA), VT(SNR), WI(SNR), WV(S1)"
129484,2-129484,232357,PDSAL022B0,Vascular Plant,Dicots,Salix planifolia,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","This is the record for the taxonomic concept including material of BC, AK, Yukon, NWT, sometimes treated as a distinct species, Salix pulchra. FNA (vol. 7, 2010) elevates Salix planifolia ssp. pulchra (= S. pulchra) and S. planifolia ssp. tyrrellii (= S. tyrrellii) to full species, therefore according to FNA, Kartesz's Salix planifolia ssp. planifolia is equivalent to S. planifolia.",Tealeaf Willow,Saule à feuilles planes,,Species,Salix planifolia,Tea-leaved Willow,Saule à feuilles planes,,G5,G5,8/25/1988,5/16/2016,N5,N5,5/14/2013,5/14/2013,NSYN,,,,,,Salix planifolia ssp. tyrrellii (recognized as Salix tyrrellii by COSEWIC) is designated Not at Risk.,,,"AB(S5), BC(SNR), LB(S5), MB(SNR), NF(S3S4), NT(SNR), NU(SNR), ON(SNR), QC(S5?), SK(S4), YT(S5)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), LA(SNR), ME(S1), MI(S1), MN(SNR), MT(S4), NH(SNR), NM(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), VT(S1), WA(SNR), WI(SNR), WY(S4)"
757523,2-757523,757524,PDSAL022A0,Vascular Plant,Dicots,Salix planifolia,Nonstandard,Species,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.","This is the record for Salix planifolia excluding material of BC, AK, YT, NWT, now treated as a distinct species, Salix pulchra.",Planeleaf Willow,,,Species,Salix planifolia,,,,GNRQ,GNR,,,NNR,NNR,,,NSYN,,,,,,,,,,
130506,2-130506,227816,PDSAL022B1,Vascular Plant,Dicots,Salix planifolia ssp. planifolia,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","FNA (vol. 7, 2010) elevates Salix planifolia ssp. pulchra (= S. pulchra) and S. planifolia ssp. tyrrellii (= S. tyrrellii) to full species, therefore according to FNA, Kartesz's Salix planifolia ssp. planifolia is equivalent to S. planifolia.",Planeleaf Willow,Saule à feuilles planes,"Salix planifolia, Salix planifolia var. planifolia",Species,Salix planifolia,Tea-leaved Willow,Saule à feuilles planes,"Salix planifolia ssp. planifolia, Salix planifolia var. planifolia",G5T5,T5,8/8/1991,10/19/2015,N5,N5,5/14/2013,11/18/2017,,,,,,,,,,"AB(SNR), BC(S5), MB(S5), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S4), YT(SNR)","AK(S1), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NH(S2), NM(SNR), NV(SNR), OR(SNR), SD(SNR), UT(S2?), VT(S1), WA(SNR), WI(S2), WY(SNR)"
142506,2-142506,212065,PDSAL022B2,Vascular Plant,Dicots,Salix planifolia ssp. pulchra,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Kartesz (1999) and FNA (vol. 7, 2010) elevate Salix planifolia ssp. pulchra to full species status as S. pulchra.",Tealeaf Willow,Saule joli,Salix pulchra,Species,Salix pulchra,Diamond-leaved Willow,Saule joli,Salix planifolia ssp. pulchra,G5T5,T5,1/30/1998,5/16/2016,N5,N5,5/14/2013,11/19/2017,,,,,,,,,,"BC(S5), NT(SNR), NU(SU), YT(S5)",AK(SNR)
139724,2-139724,219329,PDSAL022J0,Vascular Plant,Dicots,Salix reticulata,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Flora of North America (vol. 7, 2010) lumps subspecific taxa.",Net-veined Willow,Saule réticulé,,Species,Salix reticulata,Net-veined Willow,Saule réticulé,,G5,G5,8/6/1988,10/19/2015,N5,N5,9/5/2014,11/19/2017,,,,,,,,,,"AB(S2), BC(S5), LB(S2S4), MB(S3), NF(S3), NT(SNR), NU(SU), ON(S4), QC(S4), SK(S2), YT(S5)","AK(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S5), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)"
134892,2-134892,238759,PDSAL021L2,Vascular Plant,Dicots,Salix richardsonii,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Kartesz (1999) and FNA (Argus 2010, FNA vol. 7) accept Salix richardsonii as a distinct species.",Lanate Willow,Saule de Richardson,Salix lanata ssp. richardsonii,Species,Salix richardsonii,Richardson's Willow,Saule de Richardson,Salix lanata ssp. richardsonii,G5,G5,5/28/2009,10/16/2015,N5,N5,5/28/2009,11/17/2017,,,,,,,,,,"BC(S5), MB(S1), NT(SNR), NU(SU), YT(S5)",AK(SNR)
160146,2-160146,210379,PDSAL022M0,Vascular Plant,Dicots,Salix scouleriana,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Scouler's Willow,Saule de Scouler,,Species,Salix scouleriana,Scouler's Willow,Saule de Scouler,,G5,G5,12/29/1992,10/19/2015,N5,N5,9/5/2014,11/17/2017,,,,,,,,,,"AB(S5), BC(S5), MB(S4), NT(SNR), SK(S4), YT(S5)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S5), NM(SNR), NV(SNR), OR(S5), SD(SNR), UT(SNR), WA(SNR), WY(S3)"
156101,2-156101,207837,PDSAL022T0,Vascular Plant,Dicots,Salix sitchensis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Sitka Willow,Saule de Sitka,,Species,Salix sitchensis,Sitka Willow,Saule de Sitka,,G5,G5,10/1/1987,10/19/2015,N5,N5,9/5/2014,11/17/2017,,,,,,,,,,"AB(S2), BC(S5)","AK(SNR), CA(SNR), ID(SNR), MT(S4), NV(SNR), OR(S5), WA(SNR)"
133532,2-133532,198920,PDCPR04010,Vascular Plant,Dicots,Sambucus canadensis,Nonstandard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",This concept excludes Sambucus caerulea and its varieties (all=S. nigra ssp. caerulea in Kartesz (1999)) and also excludes material called Sambucus mexicana (not distinct from S. nigra ssp. canadensis in Kartesz (1999)). THIS RECORD KEPT ACTIVE FOR ECOLOGY.,Common Elderberry,,,Species,Sambucus canadensis,,,,G5,G5,9/6/1984,9/6/1984,NNR,NNR,8/9/1993,,NSYN,,,,,,,,,"NB(SNR), NS(SNR), ON(SNR), PE(SNR), QC(SNR)","AL(SNR), AR(SNR), CO(SNA), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(PNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SNA), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(SNR), WY(SNA)"
638868,2-638868,638870,PDCPR040A0,Vascular Plant,Dicots,Sambucus nigra ssp. canadensis,Standard,Subspecies,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.","Most North American material is often treated as the distinct species, S. canadensis; here treated as a ssp. of S. nigra. This record also includes material of the southwestern U.S. and tropics sometimes referred to as S. mexicana.",Common Elderberry,Sureau blanc,Sambucus canadensis,Species,Sambucus canadensis,Common Elderberry,Sureau blanc,Sambucus nigra ssp. canadensis,G5T5,T5,2/9/2006,5/2/2016,N5,N5,5/2/2016,5/2/2016,,,,,,,,,Throughout United States and eastern Canada except for Great Basin and Pacific northwest.,"NB(S5), NS(S5), ON(S5), PE(S5), QC(S3S5)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P4), HI(SNA), IA(S5), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SU), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), WY(S2)"
133114,2-133114,197851,PDCPR04020,Vascular Plant,Dicots,Sambucus nigra ssp. caerulea,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Plants formerly treated by Kartesz (1994) as Sambucus cerulea with varieties neomexicana and velutina, are here, following Kartesz (1999) all treated as S. nigra ssp. caerulea with no varietal distinctions. It is not clear why the 1994 checklist used the spelling 'cerulea' - the 1999 list uses Sambucus caerulea Raf. as a synonym of S. nigra ssp. caerulea.",Blue Elderberry,Sureau bleu,"Sambucus caerulea, Sambucus cerulea, Sambucus nigra ssp. cerulea",Species,Sambucus cerulea,Blue Elderberry,Sureau bleu,"Sambucus caerulea, Sambucus nigra ssp. caerulea, Sambucus nigra ssp. cerulea",G5T5,T5,5/2/2016,5/2/2016,N5,N5,5/2/2016,5/2/2016,,,,,,,,,"Widespread western United States, north through British Columbia. A wetland plant, it is common in moist, open places at elevations up to 10,000 feet.",BC(S5),"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4), NM(SNR), NV(SNR), OR(SNR), TX(S1), UT(SNR), WA(SNR), WY(S1)"
140704,2-140704,235948,PDCPR04060,Vascular Plant,Dicots,Sambucus racemosa,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","As treated by Kartesz (1994), Sambucus racemosa is considered a wide-ranging species of both Eurasia (ssp. racemosa) and North America (ssp. pubens). Kartesz (1999) still treats S. racemosa as a whole the same way but now considers most North American material indistinct from the Eurasian (Sambucus racemosa var. racemosa) with only some material of western North America treated as distinct at the varietal level as S. racemosa var. melanocarpa.  That treatment is followed here.  In other treatments, the North American populations have been considered distinct from the Eurasian, and various taxa have been recognized within the North American group, e.g., S. racemosa ssp. pubens var.  arborescens, S. racemosa ssp. pubens var. microbotrys (S. microbotrys of some floras), S. racemosa ssp. pubens var. arborescens (S. callicarpa of some floras).L",Red Elderberry,Sureau à grappes,,Species,Sambucus racemosa,Red Elderberry,Sureau à grappes,,G5,G5,9/6/1984,5/16/2016,N5,N5,5/29/1996,10/10/2016,,,,,,,,,"Widespread in North America along streambanks, and in moist habitats from foothills to 3200 feet.","AB(S4), BC(S5), LB(S1), MB(S4), NB(S5), NF(S4), NS(S5), ON(S5), PE(S5), QC(SNR), SK(S2), YT(S3)","AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), GA(S1), IA(S3), ID(SNR), IL(S1), IN(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S4S5), NC(S3), ND(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), UT(SNR), VA(S4S5), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S3)"
161186,2-161186,244784,PDAPI1Z0C0,Vascular Plant,Dicots,Sanicula marilandica,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Maryland Black-snakeroot,Sanicle du Maryland,,Species,Sanicula marilandica,Maryland Sanicle,Sanicle du Maryland,,G5,G5,9/6/1984,5/16/2016,N5,N5,1/31/2010,11/19/2017,,,,,,,,,,"AB(S4S5), BC(S5), MB(S5), NB(S4S5), NF(S3S4), NS(S4), ON(S5), PE(S3), QC(S5), SK(S4)","AL(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S1), FL(SNR), GA(SNR), GS(P4), IA(S4), ID(S3), IL(SNR), IN(SNR), KS(SNR), KY(S2S3), LA(SH), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), MS(SNR), MT(S4), NC(S4?), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S5), VT(SNR), WA(S3), WI(SNR), WV(S4), WY(S3)"
141861,2-141861,223460,PMPOA5D090,Vascular Plant,Monocots,Schizachyrium scoparium,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Kartesz (1994) here recognizes three subspecies in Schizachyrium scoparium (scoparium, divergens, and littorale). FNA (vol. 24,2007) recognizes three varieties (scoparium, divergens, and stoloniferum). FNA includes Kartesz's (1994) S. stoloniferum (= S. scoparium var. stoloniferum) with subspecific taxa and elevates S. scoparium ssp. littorale (= S. littorale) to full species level.",Little Bluestem,Barbon à balais,Andropogon scoparius,Species,Schizachyrium scoparium,Little Bluestem,Barbon à balais,Andropogon scoparius,G5,G5,4/9/1984,5/11/2016,N5,N5,5/11/2016,5/11/2016,NSYN,,,,,,,,,"AB(S3), BC(S4), MB(SNR), NB(SNR), NS(SNA), ON(S4), QC(SNR), SK(S4)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(PNR), HI(SNA), IA(S4), ID(SNR), IL(S4S5), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4S5), NC(S5), ND(S4), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(SNR)"
961314,2-961314,961316,PMPOA5D0K0,Vascular Plant,Monocots,Schizachyrium scoparium,Provisional,Species,B03FNA25HQUS,"Flora of North America Editorial Committee. 2003a. Flora of North America North of Mexico. Vol. 25. Magnoliophyta: Commelinidae (in part): Poaceae, part 2. Oxford Univ. Press, New York. xxv + 781 pp.","FNA (vol. 25, 2003) recognizes three varieties in Schizachyrium scoparium (scoparium, divergens, and stoloniferum). FNA includes Kartesz's (1994) S. stoloniferum (= S. scoparium var. stoloniferum) with subspecific taxa as a variety and elevates S. scoparium ssp. littorale (= S. littorale) to full species level.",Little Bluestem,Barbon à balais,,Species,Schizachyrium scoparium,Little Bluestem,Barbon à balais,,G5,G5,3/28/2016,3/28/2016,N4N5,N4,12/15/2017,12/15/2017,,,,,,,,,,"AB(SNR), MB(S3S4), NB(S2), NS(SNA), QC(SNR)",WY(S4)
768309,2-768309,768310,PMCYP0Q012,Vascular Plant,Monocots,Schoenoplectus acutus,Standard,Species,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.","Schoenoplectus acutus is made up of two varieties, S. acutus var. acutus, occurring mostly in the midwest and east, and S. acutus var. occidentalis, occurring in the west. Only a few states have both varieties.LLIn Kartesz 1999, Scirpus acutus was subsumed under Schoenoplectus acutus var. acutus minus Scirpus occidentalis which is now under Schoenoplectus acutus var. occidentalis which includes a previously recognized hybrid from 1994 - Scirpus x rubiginosus.LLThe Kartesz 1999 Schoenoplectus acutus is broader since it now includes the Scirpus rubiginosus which in 1994 Kartesz recognized as a full species.",Hardstem Bulrush,Scirpe aigu,,Species,Schoenoplectus acutus,Hard-stemmed Bulrush,Scirpe aigu,,G5,G5,9/6/1984,5/13/2016,N5,N5,1/31/2010,11/17/2017,,,,,,,,,,"AB(S5?), BC(S5), MB(S4), NB(S4S5), NF(S3), NS(S4), NT(S4S5), ON(S5), PE(S4), QC(SNR), SK(SNR), YT(S3)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(S2), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SU), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S4S5), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(S2), RI(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S3)"
721506,2-721506,721507,PMCYP0Q011,Vascular Plant,Monocots,Schoenoplectus acutus var. acutus,Standard,Variety,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.","Scirpus acutus is a synonym of Schoenoplectus acutus var. acutus (Kartesz 1999).  As treated in Kartesz 1999, Schoenoplectus acutus includes Scirpus acutus and Scirpus x rubiginosus (=Scirpus occidentalis) of Kartesz 1994.",Hardstem Bulrush,Scirpe aigu,Scirpus acutus,Variety,Schoenoplectus acutus var. acutus,Hard-stemmed Bulrush,Scirpe aigu,Scirpus acutus,G5T5,T5,9/6/1984,5/13/2016,N5,N5,1/31/2010,10/6/2016,,,,,,,,,,"AB(S5?), BC(SNR), MB(S4), NB(S4S5), NF(S3), NS(S4), NT(S4S5), ON(S5), PE(S4), QC(S4), SK(S4), YT(S3)","AL(SNR), AR(S1), CO(SNR), CT(SNR), GA(SNR), IA(S4), ID(SNR), IL(S3S4), IN(SNR), KS(SNR), KY(SNR), MA(S2S3), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(SH), ND(SNR), NE(SNR), NH(SNR), NJ(S3), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(S2)"
144208,2-144208,217626,PMCYP0Q240,Vascular Plant,Monocots,Schoenoplectus acutus var. occidentalis,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",Kartesz 1999 subsumes Scirpus rubiginosus p.p. creating a broader concept of Schoenoplectus acutus. It is unclear where the rest of the Scirpus rubiginosus went.,Hardstem Bulrush,Scirpe de l'Ouest,Scirpus x rubiginosus,Variety,Schoenoplectus acutus var. occidentalis,Common Tule,Scirpe de l'Ouest,Scirpus x rubiginosus,G5T4T5,T4,5/6/2004,5/6/2004,NNR,NNR,11/20/2003,10/31/2003,,,,,,,,,,BC(SNR),"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), NM(SNR), NV(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S3)"
131725,2-131725,242714,PDCRA0A0B0,Vascular Plant,Dicots,Sedum divergens,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Spreading Stonecrop,Orpin étalé,,Species,Sedum divergens,Spreading Stonecrop,Orpin étalé,,G5,G5,7/14/2016,7/14/2016,N5,N5,7/14/2016,7/14/2016,,,,,,,,,,"AB(S2), BC(S5)","AK(S1), CA(S2), OR(SNR), WA(SNR)"
143333,2-143333,220264,PDCRA0A0W0,Vascular Plant,Dicots,Sedum oreganum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Oregon Stonecrop,Orpin d'Orégon,,Species,Sedum oreganum,Oregon Stonecrop,Orpin d'Orégon,,G5,G5,1/16/1990,10/1/2015,N5,N5,4/14/2014,11/17/2017,,,,,,,,,"Widespread in coastal northwestern North America, with hundreds to thousands of occurrences.",BC(S5),"AK(S1S2), CA(SNR), OR(SNR), WA(SNR)"
