ELEMENT_GLOBAL_ID,GLOBAL_UNIQUE_IDENTIFIER,ELEMENT_NATIONAL_ID,ELEMENT_CODE,CATEGORY,TAX_GROUP,GLOBAL_SCIENTIFIC_NAME,CLASSIFICATION_STATUS,GNAME_LEVEL,CONCEPT_REF_CODE,CONCEPT_REF_FULL,TAX_COM,GLOBAL_ENGL_NAME,GLOB_FR_NAME,GLOBAL_SYNONYMS,CA_NNAME_LEVEL,NATIONAL_SCIENTIFIC_NAME,NATIONAL_ENGL_NAME,NATIONAL_FR_NAME,NATIONAL_SYNONYMS,G_RANK,ROUNDED_G_RANK,G_RANK_CHANGE_DATE,G_RANK_REVIEW_DATE,N_RANK,ROUNDED_N_RANK,N_RANK_CHANGE_DATE,N_RANK_REVIEW_DATE,BCD_STYLE_N_RANK,SARA_STATUS,SARA_DATE,COSEWIC_ID,COSEWIC_STATUS,COSEWIC_DESC,COSEWIC_DATE,INTERP_COSEWIC,INTERP_COSEWIC_DATE,COSEWIC_SUMMARY,COSEWIC_NAME,ENGLISH_COSEWIC_COM_NAME,FRENCH_COSEWIC_COM_NAME,GRANK_REASONS,CURRENT_CA_DISTRIBUTION,CURRENT_US_DISTRIBUTION
925794,2-925794,925795,PDROS0HA70,Vascular Plant,Dicots,Crataegus purpurella,Provisional,Species,J07BRI01NACA,"Botanical Research Institute of Texas, Inc. 2007. Journal of the Botanical Research Institute of Texas. 509 Pecan St. Fort Worth, TX. Volume 1, Number 2. Available online: <https://openlibrary.org/books/OL25471881M/Journal_of_the_Botanical_Research_Institute_of_Texas>. Accessed Aug 2014.",,Loch Lomond Hawthorn,Aubépine purpurine,,Species,Crataegus purpurella,Loch Lomond Hawthorn,Aubépine purpurine,,GNR,GNR,,,NNR,NNR,8/12/2014,,,,,,,,,,,,,,,,SK(SNR),
925796,2-925796,925797,PDROS0HA80,Vascular Plant,Dicots,Crataegus rivuloadamensis,Provisional,Species,J07BRI01NACA,"Botanical Research Institute of Texas, Inc. 2007. Journal of the Botanical Research Institute of Texas. 509 Pecan St. Fort Worth, TX. Volume 1, Number 2. Available online: <https://openlibrary.org/books/OL25471881M/Journal_of_the_Botanical_Research_Institute_of_Texas>. Accessed Aug 2014.",,Adams Creek Hawthorn,Aubépine du ruisseau adams,,Species,Crataegus rivuloadamensis,Adams Creek Hawthorn,Aubépine du ruisseau Adams,,G2,G2,11/29/2016,11/29/2016,N2,N2,11/29/2016,11/29/2016,,,,,,,,,,,,,,"National endemic, known only from Alberta and Saskatchewan. GRANK set to match Canadian NRANK.","AB(S2), SK(SNR)",
925798,2-925798,925799,PDROS0HA90,Vascular Plant,Dicots,Crataegus rivulopugnensis,Provisional,Species,J07BRI01NACA,"Botanical Research Institute of Texas, Inc. 2007. Journal of the Botanical Research Institute of Texas. 509 Pecan St. Fort Worth, TX. Volume 1, Number 2. Available online: <https://openlibrary.org/books/OL25471881M/Journal_of_the_Botanical_Research_Institute_of_Texas>. Accessed Aug 2014.",,Battle Creek Hawthorn,Aubépine de Battle Creek,,Species,Crataegus rivulopugnensis,Battle Creek Hawthorn,Aubépine de Battle Creek,,G1,G1,11/29/2016,11/29/2016,N1,N1,11/29/2016,11/29/2016,,,,,,,,,,,,,,,"AB(S1), SK(SNR)",
925800,2-925800,925801,PDROS0HB00,Vascular Plant,Dicots,Crataegus rubribracteolata,Provisional,Species,J07BRI01NACA,"Botanical Research Institute of Texas, Inc. 2007. Journal of the Botanical Research Institute of Texas. 509 Pecan St. Fort Worth, TX. Volume 1, Number 2. Available online: <https://openlibrary.org/books/OL25471881M/Journal_of_the_Botanical_Research_Institute_of_Texas>. Accessed Aug 2014.",,Red Bracteole Hawthorn,Aubépine à bractéoles rouges,,Species,Crataegus rubribracteolata,Red Bracteole Hawthorn,Aubépine à bractéoles rouges,,G2,G2,11/29/2016,11/29/2016,N2,N2,11/29/2016,11/29/2016,,,,,,,,,,,,,,"National endemic, restricted to the Cypress Hills in Alberta and Saskatchewan. Common in suitable habitat (FNA vol. 9, 2014).","AB(S2), SK(SNR)",
131804,2-131804,209963,PDROS0H4N0,Vascular Plant,Dicots,Crataegus scabrida,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Crataegus scabrida, and all varieties of it, considered taxonomically questionable by Phipps (letter to M. Oldham, 12Feb96). Accepted by Kartesz (1994, 1999); Kartesz (1999) did not recognize varieties. FNA (vol. 9, 2014) accepts the species with varieties asperifolia, cyclophylla, and egglestonii.",Rough Hawthorn,Aubépine scabre,,Species,Crataegus scabrida,Rough Hawthorn,Aubépine scabre,,G5?,G5,6/15/1999,6/15/1999,N4,N4,9/7/2017,9/7/2017,,,,,,,,,,,,,,,"NB(S2), NS(S4?), ON(S3), QC(SNR)","CT(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SH), NH(SNR), NY(S3?), OH(SNR), PA(SNR), VT(SU), WI(SNR)"
141888,2-141888,241049,PDROS0H4N1,Vascular Plant,Dicots,Crataegus scabrida var. asperifolia,Provisional,Variety,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.","Crataegus scabrida, and all varieties of it, considered taxonomically questionable by Phipps (letter to M. Oldham, 12Feb96).",Roughleaf Hawthorn,Aubépine à feuilles rudes,Crataegus asperifolia,Variety,Crataegus scabrida var. asperifolia,Rough-leaved Hawthorn,Aubépine à feuilles rudes,Crataegus asperifolia,G5?TNR,TNR,6/5/1996,,N1N2,N1,7/15/2015,7/15/2015,,,,,,,,,,,,,,,"ON(S1S2), QC(SU)","MN(SNR), VT(SH)"
949739,2-949739,949740,PDROS0H4N7,Vascular Plant,Dicots,Crataegus scabrida var. cyclophylla,Provisional,Variety,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.",,Roughleaf Hawthorn,,Crataegus cyclophylla,Variety,Crataegus scabrida var. cyclophylla,Roughleaf Hawthorn,Aubépine cyclophylle,Crataegus cyclophylla,G5?TNR,TNR,,,N1N3,N2,10/15/2019,10/15/2019,,,,,,,,,,,,,,,ON(S1S3),"CT(SNR), MA(SNR), VT(SH)"
865039,2-865039,865040,PDROS0H4N6,Vascular Plant,Dicots,Crataegus scabrida var. egglestonii,Provisional,Variety,A01SAR01HQUS,"Sargent, C. 1901a. Notes on Crataegus in the Champlain Valley. Rhodora 3 (26): 19-31.","Cratagus scabrida var. egglestonii is lumped into C. scabrida in Kartesz (1999), however, it is recognized as a distinct entity in FNA's (vol. 9, 2014) treatment of Crataegus.",Eggleston's Hawthorn,Aubépine d'Egglestone,"Crataegus egglestoni, Crataegus egglestonii, Crataegus scabrida var. egglestonei",Variety,Crataegus scabrida var. egglestonii,Egglestone's Hawthorn,Aubépine d'Egglestone,"Crataegus egglestoni, Crataegus egglestonii, Crataegus scabrida var. egglestonei",G5?TNR,TNR,,,NNR,NNR,,,,,,,,,,,,,,,,,QC(SU),VT(SU)
146734,2-146734,246072,PDROS0H4N5,Vascular Plant,Dicots,Crataegus scabrida var. scabrida,Provisional,Variety,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.","Crataegus scabrida, and all varieties of it, considered taxonomically questionable by Phipps (letter to M. Oldham, 12Feb96).",Rough Hawthorn,Aubépine scabre,,Variety,Crataegus scabrida var. scabrida,Rough Hawthorn,Aubépine scabre,,G5?TNR,TNR,6/5/1996,,N3?,N3,7/15/2015,7/15/2015,,,,,,,,,,,,,,,"NB(S2), NS(S4?), ON(S3), QC(SU)","MA(SNR), ME(SNR), MI(SNR), NY(SNR), VT(SU), WI(SNR)"
161647,2-161647,247167,PDROS0H4P0,Vascular Plant,Dicots,Crataegus schuettei,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","FNA (vol. 9, 2014) recognizes four varieties under Crataegus schuettei (cuneata, ferrissii, gigantea, and schuettei).",Schuette's Hawthorn,Aubépine de Schuette,Crataegus tortilis,Species,Crataegus schuettei,Schuette's Hawthorn,Aubépine de Schuette,Crataegus tortilis,G5?,G5,11/17/1996,2/29/1996,N4,N4,11/17/1996,10/26/2017,,,,,,,,,,,,,,"Widespread; abundant in Ontario, with no abundance data from rest of large range.","ON(S4), QC(SNR)","AR(SNR), CT(SNR), IL(SNR), IN(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SU), NC(S2?), NH(SNR), NJ(SNR), NY(S1?), OH(SNR), PA(SU), RI(SNR), TN(SNR), VA(S4), VT(SNR), WI(SNR), WV(SH)"
140803,2-140803,233049,PDROS0H4P2,Vascular Plant,Dicots,Crataegus schuettei var. schuettei,Provisional,Variety,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.","FNA (vol. 9, 2014) recognizes four varieties within Crataegus schuettei (cuneata, gigantea, schuettei and ferrissii). C. schuettei var. schuettei  here includes C. basilica (= C. schuttei var. basilica).",Schuette's Hawthorn,Aubépine de Schuette,,Variety,Crataegus schuettei var. schuettei,Schuette's Hawthorn,Aubépine de Schuette,,G5?T5?,T5,2/1/1998,2/1/1998,N4,N4,8/3/2015,10/26/2017,,,,,,,,,,,,,,,"ON(S4), QC(S1)","AR(SNR), CT(SNR), IL(SNR), IN(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), PA(SNR), TN(SNR), VA(SNR), VT(SNR), WI(SNR), WV(SNR)"
925802,2-925802,925803,PDROS0HB10,Vascular Plant,Dicots,Crataegus sheila-phippsiae,Provisional,Species,J07BRI01NACA,"Botanical Research Institute of Texas, Inc. 2007. Journal of the Botanical Research Institute of Texas. 509 Pecan St. Fort Worth, TX. Volume 1, Number 2. Available online: <https://openlibrary.org/books/OL25471881M/Journal_of_the_Botanical_Research_Institute_of_Texas>. Accessed Aug 2014.",,Sheila Phipps' Hawthorn,Aubépine de Sheila Phipps,,Species,Crataegus sheila-phippsiae,Sheila Phipps' Hawthorn,Aubépine de Sheila Phipps,,G3,G3,10/16/2019,10/16/2019,N3,N3,10/16/2019,10/16/2019,,,,,,,,,,,,,,Canadian endemic. <i>Crataegus sheila-phippsiae </i>var. <i>saskatchewanensis</i> is endemic to Saskatchewan and <i>C. sheila-phippsiae</i> var. <i>sheila-phippsiae</i> is endemic to British Columbia.,"BC(S3), SK(SNR)",
951325,2-951325,951326,PDROS0HB12,Vascular Plant,Dicots,Crataegus sheila-phippsiae var. saskatchewanensis,Provisional,Variety,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.",,Saskatchewan Hawthorn,Aubépine de Saskatchewan,,Variety,Crataegus sheila-phippsiae var. saskatchewanensis,Saskatchewan Hawthorn,Aubépine de Saskatchewan,,G3TNR,TNR,8/24/2015,,NNR,NNR,8/24/2015,,,,,,,,,,,,,,,Endemic to Saskatchewan.,SK(SNR),
938654,2-938654,938655,PDROS0HB11,Vascular Plant,Dicots,Crataegus sheila-phippsiae var. sheila-phippsiae,Provisional,Variety,A04PHI01NACA,"Phipps, J.B. and R.J. O’Kennon. 2004. A review of Crataegus ser. Rotundifoliae in western Canada. Sida 21:65–77.1:1031–1090.",,Sheila Phipps' Hawthorn,Aubépine de Sheila Phipps,,Variety,Crataegus sheila-phippsiae var. sheila-phippsiae,Sheila Phipps' Hawthorn,Aubépine de Sheila Phipps,,G3T3,T3,10/16/2019,10/16/2019,N3,N3,10/16/2019,10/16/2019,,,,,,,,,,,,,,"Sheila Phipps' Hawthorn (<i>Crataegus sheila-phippsiae</i> var. <i>sheila-phippsiae</i>) is endemic to British Columbia, where it is scarcely distributed and restricted to dry, open sites near Armstrong and Enderby of the upper Okanagan Valley.",BC(S3),
925804,2-925804,925805,PDROS0HB20,Vascular Plant,Dicots,Crataegus sheridana,Provisional,Species,J07BRI01NACA,"Botanical Research Institute of Texas, Inc. 2007. Journal of the Botanical Research Institute of Texas. 509 Pecan St. Fort Worth, TX. Volume 1, Number 2. Available online: <https://openlibrary.org/books/OL25471881M/Journal_of_the_Botanical_Research_Institute_of_Texas>. Accessed Aug 2014.","FNA (vol. 9, 2014) says that in all likelihood, Crataegus sheridana represents a series of hybrid descendants between C. chrysocarpa and C. macracantha. The reasons for ignoring its existence over a long period were discussed by J. B. Phipps et al. (2007).",Great Plains Hawthorn,Aubépine de Sheridan,,Species,Crataegus sheridana,Great Plains Hawthorn,Aubépine de Sheridan,,GNR,GNR,,,N2,N2,10/6/2016,10/6/2016,,,,,,,,,,,,,,,"AB(S2), SK(SNR)","MT(SNR), ND(SNR), SD(SNR), WY(SNR)"
938663,2-938663,938664,PDROS0HB80,Vascular Plant,Dicots,Crataegus shuswapensis,Provisional,Species,A02PHI01HQUS,"Phipps, J. B. and R. J. O'Kennon.  2002.  New taxa of Crataegus (Rosaceae) from the northern Okanagan-southwestern Shuswap diversity center.  SIDA 20(1): 115-144.",,Shuswap Hawthorn,Aubépine des Shuswap,,Species,Crataegus shuswapensis,Shuswap Hawthorn,Aubépine des Shuswap,,G3G4,G3,11/9/2019,11/9/2019,N3N4,N3,11/9/2019,11/9/2019,,,,,,,,,,,,,,Endemic to the Enderby in the upper Okanagan Valley of British Columbia. GRANK set to match BC SRANK.,BC(S3S4),
949276,2-949276,949277,PDROS0HC30,Vascular Plant,Dicots,Crataegus stolonifera,Provisional,Species,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.",,Stoloniferous Hawthorn,Aubépine stolonifère,,Species,Crataegus stolonifera,Stoloniferous Hawthorn,Aubépine stolonifère,,GNR,GNR,,,NU,NU,9/7/2017,9/7/2017,,,,,,,,,,,,,,,ON(SU),
951333,2-951333,951334,PDROS0HC40,Vascular Plant,Dicots,Crataegus submollis,Provisional,Species,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.","FNA (vol. 9, 2014) as presented here includes Crataegus canadensis in C. submollis, while Kartesz (1994) treats them as distinct.",Quebec Hawthorn,Aubépine subsoyeuse,,Species,Crataegus submollis,Quebec Hawthorn,Aubépine subsoyeuse,,G5,G5,8/24/2015,8/24/2015,N5,N5,8/24/2015,9/5/2017,NSYN,,,,,,,,,,,,,,"NB(S3?), NS(S2?), ON(S5), QC(SNR)","MA(SNR), ME(SNR), MI(SNR), NH(SNR), NY(SNR), OH(SNR), PA(SNR), VT(SNR), WI(SNR)"
160193,2-160193,244676,PDROS0H4W0,Vascular Plant,Dicots,Crataegus suborbiculata,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Ranks 'G1G2Q' and 'G2G3' separately given by Phipps, letter 12Feb96 to M.J. Oldham (Ontario CDC); Kartesz reports for 3 provinces and 5 US states, so unclear whether taxonomic views are the same. Muniyamma and Phipps (1985) state that the species is distinct, and Argus and Pryer (1982) say ""taxonomically a good species.""",Caughuawaga Hawthorn,Aubépine suborbiculaire,,Species,Crataegus suborbiculata,Caughuawaga Hawthorn,Aubépine suborbiculaire,,G3?,G3,1/29/1997,7/1/1996,N2N3,N2,12/5/2017,12/5/2017,,,,,,,,,,,,,,"Reported from 5 states in the U.S. and from 3 Canadian provinces. Rare in Ontario and Quebec, and described as rare in western New York by Dean and Trozzo (1990), and known from only one county of Ohio. Status in New Brunswick and in the rest of the United States is poorly known.","ON(S2), QC(S2)","CT(SNR), MI(SNR), NY(S1?), OH(SNR)"
794061,2-794061,828371,PDROS0H9D0,Vascular Plant,Dicots,Crataegus succulenta,Provisional,Species,A80PHI01HQUS,"Phipps, J.B. and M. Muniyamma. 1980. A taxonomic revision of Crataegus (Rosaceae) in Ontario. Canadian Journal of Botany 58:1621-1699.","FNA (vol. 9, 2014) and Phipps (1980) treat C. succulenta in the narrow sense which excludes C. macracantha material. Kartesz (1994 and 1999) includes C. macracantha within C. succulenta.",Fleshy Hawthorn,Aubépine succulente,,Species,Crataegus succulenta,Fleshy Hawthorn,Aubépine succulente,,G5,G5,8/26/2015,8/26/2015,N5,N5,8/26/2015,10/26/2017,,,,,,,,,,,,,,,"MB(S3S4), NB(S2), NS(S3S4), ON(S5), PE(S3S4), QC(SNR)","MA(SNR), MI(SNR), MN(SNR), VT(S1)"
951448,2-951448,951449,PDROS0H9D4,Vascular Plant,Dicots,Crataegus succulenta var. michiganensis,Provisional,Variety,B14FNA09HQUS,"Flora of North America Editorial Committee. 2014b. Flora of North America North of Mexico. Vol. 9. Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York. xxiv + 713 pp.",,Michigan Hawthorn,Aubépine du Michigan,Crataegus michiganensis,Variety,Crataegus succulenta var. michiganensis,Michigan Hawthorn,Aubépine du Michigan,Crataegus michiganensis,G5TNR,TNR,,,NNR,NNR,,,,,,,,,,,,,,,,,ON(SU),MI(SNR)
889475,2-889475,946504,PDROS0H9D1,Vascular Plant,Dicots,Crataegus succulenta var. succulenta,Provisional,Variety,B12WEA01HQUS,"Weakley, A. S., J. C. Ludwig, and J. F. Townsend. 2012a. Flora of Virginia. Bland Crowder, ed. Foundation of the Flora of Virginia Project Inc., Richmond. Fort Worth: Botanical Research Institute of Texas Press.",,Fleshy Hawthorn,Aubépine succulente,,Variety,Crataegus succulenta var. succulenta,Fleshy Hawthorn,Aubépine succulente,,G5T5,T5,5/2/2016,5/2/2016,N5,N5,5/2/2016,5/2/2016,,,,,,,,,,,,,,,"MB(S3S4), NB(S2), NS(S3S4), ON(S5), PE(S3S4), QC(SU)","IN(S3), KY(SNR), MO(SU), NC(S1S2), NJ(S1), VA(S1), VT(S1)"
925806,2-925806,925807,PDROS0HB30,Vascular Plant,Dicots,Crataegus ursopedensis,Provisional,Species,J07BRI01NACA,"Botanical Research Institute of Texas, Inc. 2007. Journal of the Botanical Research Institute of Texas. 509 Pecan St. Fort Worth, TX. Volume 1, Number 2. Available online: <https://openlibrary.org/books/OL25471881M/Journal_of_the_Botanical_Research_Institute_of_Texas>. Accessed Aug 2014.",,Bear's Paw Hawthorn,Aubépine patte-d'ours,,Species,Crataegus ursopedensis,Bear's Paw Hawthorn,Aubépine patte-d'ours,,GNR,GNR,,,N1,N1,9/5/2017,9/5/2017,,,,,,,,,,,,,,,"AB(S1), SK(SNR)",MT(SNR)
797007,2-797007,959345,PMPOA24211,Vascular Plant,Monocots,Dichanthelium dichotomum var. dichotomum,Provisional,Variety,A01LEB01HQUS,"LeBlond, R. J. 2001. Taxonomy of the Dichotoma group of Dichanthelium (Poaceae). Sida 19(4):821-837.","LeBlond (2001) and FNA (vol. 25, 2003) here treat Dichanthelium dichotomum var. nitidum (= D. dichotomum ssp. nitidum) as distinct from D. dichotomum var. dichotomum (= D. dichotomum ssp. dichotomum).",Forked Panicgrass,Panic brillant,"Dichanthelium dichotomum ssp. dichotomum, Panicum dichotomum var. dichotomum",Subspecies,Dichanthelium dichotomum ssp. dichotomum,Forked Panicgrass,Panic brillant,"Dichanthelium dichotomum var. dichotomum, Panicum dichotomum var. dichotomum",G5T5,T5,8/1/2016,8/1/2016,N2,N2,1/14/2016,1/14/2016,,,,,,,,,,,,,,,"NB(S1), ON(S2)","DE(S5), FL(SNR), MS(SNR), NC(S5), NJ(S5), VA(S5), VT(S3)"
134751,2-134751,224472,PDCPR01010,Vascular Plant,Dicots,Diervilla lonicera,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Northern Bush-honeysuckle,Dièreville chèvrefeuille,,Species,Diervilla lonicera,Northern Bush-honeysuckle,Dièreville chèvrefeuille,,G5,G5,3/16/1984,5/13/2016,N5,N5,3/11/2014,11/19/2017,,,,,,,,,,,,,,,"LB(S1S2), MB(S5), NB(S5), NF(S3S4), NS(S5), ON(S5), PE(S5), QC(S5?), SK(S3)","AL(SNR), CT(SNR), DC(SNR), DE(S1), GS(SNR), IA(S4), IL(SNR), IN(S3), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S2), ND(S3), NH(SNR), NJ(S3S4), NY(S5), OH(SNR), PA(SNR), RI(SNR), TN(S2), TV(SNR), VA(S4), VT(SNR), WI(SNR), WV(S4)"
156120,2-156120,203820,PDELG01020,Vascular Plant,Dicots,Elaeagnus commutata,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,American Silverberry,Chalef argenté,,Species,Elaeagnus commutata,Silverberry,Chalef argenté,,G5,G5,9/6/1985,5/16/2016,N5,N5,3/7/2012,11/2/2017,,,,,,,,,,,,,,,"AB(S5), BC(S5), MB(S4S5), NT(SNR), NU(S2), ON(S4), ON(S4), QC(S3), SK(S4), YT(S4S5)","AK(SNR), CO(SNR), ID(S3), KY(SNA), MD(SNR), MN(SNR), MT(S4), ND(SNR), NE(SNR), PA(SNA), RI(SNA), SD(S1), TX(SNR), UT(S1), WA(SNR), WY(S3)"
145448,2-145448,195899,PDFAB1T020,Vascular Plant,Dicots,Gleditsia triacanthos,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",Native in eastern North America; planted and occasionally escaped elsewhere.,Honey-locust,Févier épineux,,Species,Gleditsia triacanthos,Honey-locust,Févier épineux,,G5,G5,9/6/1983,7/28/2016,N2?,N2,9/7/2017,9/7/2017,,,,,,,,,,,,,,,"ON(S2?), PE(SNA)","AL(SNR), AR(SNR), CO(SNA), CT(SNR), DC(SNR), DE(SNA), FL(SNR), GA(SNR), GS(P2), IA(S5), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(S3S4), ME(SNA), MI(SNR), MN(S3?), MO(SNR), MS(SNR), NC(S4), ND(SNR), NE(SNR), NH(SNR), NJ(SNA), NM(SNR), NV(SNA), NY(SNR), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNA), VA(S5), VT(SNR), WI(SNR), WV(S5), WY(SNA)"
152314,2-152314,202646,PMPOA38022,Vascular Plant,Monocots,Hordeum brachyantherum ssp. brachyantherum,Standard,Subspecies,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.",,Meadow Barley,Orge des prés,Hordeum jubatum ssp. breviaristatum,Subspecies,Hordeum brachyantherum ssp. brachyantherum,Meadow Barley,Orge des prés,Hordeum jubatum ssp. breviaristatum,G5T5,T5,6/9/2004,4/13/2016,N5,N5,6/1/2011,4/13/2016,,,,,,,,,,,,,,"Common and widespread in western U.S. and Canada; found in meadows, pastures and streambanks, coastal areas and wet to mesic meadows.","AB(S3), BC(S5), LB(S1S2), NF(S2), NS(S1), QC(S1), SK(S1), YT(SNA)","AK(SNR), AZ(SNR), CA(SNR), CO(SNA), DE(SNA), HI(SNR), ID(SNR), IL(SNR), IN(SNR), ME(SNR), MO(SNR), MS(SNR), MT(SNR), NH(SNR), NJ(SNA), NM(SNR), NV(SNR), NY(SNR), OR(SNR), PA(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S4)"
128154,2-128154,193339,PMPOA38073,Vascular Plant,Monocots,Hordeum jubatum ssp. intermedium,Standard,Subspecies,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.",,Foxtail Barley,Orge intermédiaire,Hordeum jubatum ssp. x intermedium,Subspecies,Hordeum jubatum ssp. intermedium,Intermediate Barley,Orge intermédiaire,Hordeum jubatum ssp. x intermedium,G5T5,T5,9/8/2002,4/13/2016,N5,N5,9/8/2002,4/13/2016,,,,,,,,,,,,,,,"AB(SNR), BC(SU), MB(SNR), ON(SNA), QC(SNR), SK(S5), YT(SU)","CO(SNR), IL(SNR), MT(SNR), ND(SNR), NM(SNR), SD(SNR), UT(SNR), WY(SNR)"
149520,2-149520,201317,PMPOA38072,Vascular Plant,Monocots,Hordeum jubatum ssp. jubatum,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Foxtail Barley,Orge queue-d'écureuil,Critesion jubatum,Subspecies,Hordeum jubatum ssp. jubatum,Foxtail Barley,Orge queue-d'écureuil,Critesion jubatum,G5T5,T5,10/22/2000,4/13/2016,N5,N5,10/22/2000,3/8/2016,,,,,,,,,,,,,,,"AB(SNR), BC(S5), LB(S2S3), MB(S5), NB(S5), NF(S2S3), NS(S5), NT(S4), NU(S4), ON(S5?), ON(S5?), PE(S4), QC(S5?), SK(S5), YT(S5)","AK(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S4S5), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(SNA), WY(SNR)"
155240,2-155240,216799,PDAQU02010,Vascular Plant,Dicots,Nemopanthus mucronatus,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","These plants are traditionally treated in the segregate, monotypic genus Nemopanthus (as done here, following Kartesz, 1994 and 1999), but by some this species has recently been considered to be a member of the large genus Ilex instead, under the name Ilex mucronata.",Mountain Holly,Némopanthe mucroné,Ilex mucronata,Species,Ilex mucronata,Mountain Holly,Némopanthe mucroné,Nemopanthus mucronatus,G5,G5,11/20/1983,5/13/2016,N5,N5,1/31/2010,10/7/2016,,,,,,,,,,,,,,,"NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5)","CT(SNR), IL(SNR), IN(S3), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NJ(S3S4), NY(S5), OH(S3), PA(S5), RI(S2), VT(SNR), WI(SNR), WV(S3)"
