ELEMENT_GLOBAL_ID,GLOBAL_UNIQUE_IDENTIFIER,ELEMENT_NATIONAL_ID,ELEMENT_CODE,CATEGORY,TAX_GROUP,GLOBAL_SCIENTIFIC_NAME,CLASSIFICATION_STATUS,GNAME_LEVEL,CONCEPT_REF_CODE,CONCEPT_REF_FULL,TAX_COM,GLOBAL_ENGL_NAME,GLOB_FR_NAME,GLOBAL_SYNONYMS,CA_NNAME_LEVEL,NATIONAL_SCIENTIFIC_NAME,NATIONAL_ENGL_NAME,NATIONAL_FR_NAME,NATIONAL_SYNONYMS,G_RANK,ROUNDED_G_RANK,G_RANK_CHANGE_DATE,G_RANK_REVIEW_DATE,N_RANK,ROUNDED_N_RANK,N_RANK_CHANGE_DATE,N_RANK_REVIEW_DATE,BCD_STYLE_N_RANK,SARA_STATUS,SARA_DATE,COSEWIC_ID,COSEWIC_STATUS,COSEWIC_DESC,COSEWIC_DATE,INTERP_COSEWIC,INTERP_COSEWIC_DATE,COSEWIC_SUMMARY,COSEWIC_NAME,ENGLISH_COSEWIC_COM_NAME,FRENCH_COSEWIC_COM_NAME,GRANK_REASONS,CURRENT_CA_DISTRIBUTION,CURRENT_US_DISTRIBUTION
129494,2-129494,249124,PDHDR090H6,Vascular Plant,Dicots,Philadelphus lewisii var. lewisii,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Lewis' Mock Orange,,,Variety,Philadelphus lewisii var. lewisii,,,,G5TNR,TNR,3/16/1993,,NNR,NNR,8/9/1993,,NSYN,,,,,,,,,,,,,,"AB(SNR), BC(SNR)","CA(SNR), ID(SNR), MT(SNR), OR(SNR), WA(SNR)"
153744,2-153744,192681,PDSOL0S100,Vascular Plant,Dicots,Physalis longifolia,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Longleaf Ground-cherry,Coqueret à feuilles longues,,Species,Physalis longifolia,Long-leaved Ground-cherry,Coqueret à feuilles longues,,G5,G5,12/28/1992,8/16/2016,N4,N4,10/6/2016,10/6/2016,,,,,,,,,,,,,,,ON(S4),"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(PNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SU), NC(S3), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SH), WA(SNR), WI(SNR), WV(S4), WY(S2)"
135264,2-135264,194774,PDSOL0S102,Vascular Plant,Dicots,Physalis longifolia var. subglabrata,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Longleaf Ground-cherry,Coqueret glabre,Physalis subglabrata,Variety,Physalis longifolia var. subglabrata,Smooth Ground-cherry,Coqueret glabre,Physalis subglabrata,G5T4T5,T4,10/22/2000,10/22/2000,N4,N4,1/11/2018,1/11/2018,,,,,,,,,,,,,,,ON(S4),"AR(SNR), CA(SNR), CO(SNR), CT(SH), DC(SNR), DE(S4), FL(SNR), GA(SNR), GS(PNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S3), NE(SNR), NH(SNR), NJ(S3S4), NM(SNR), NY(S4), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SH), WA(SNR), WI(SNR), WV(S4)"
960152,2-960152,960153,PGPIN03031,Vascular Plant,Conifers,Picea engelmannii var. engelmannii,Provisional,Variety,B93FNA02HQUS,"Flora of North America Editorial Committee. 1993a. Flora of North America north of Mexico. Vol. 2. Pteridophytes and gymnosperms. Oxford Univ. Press, New York. xvi + 475 pp.",,Engelmann Spruce,Épinette d'Engelmann,,Variety,Picea engelmannii var. engelmannii,Engelmann Spruce,Épinette d'Engelmann,,G5T5,T5,2/4/2016,2/4/2016,N5,N5,2/4/2016,2/4/2016,,,,,,,,,,,,,,,"AB(S5), BC(SNR)","AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S5)"
138935,2-138935,224129,PDPLT01020,Vascular Plant,Dicots,Platanus occidentalis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Sycamore,Platane occidental,,Species,Platanus occidentalis,Sycamore,Platane occidental,,G5,G5,1/25/1984,6/23/2016,N4,N4,5/21/2014,11/17/2017,,,,,,,,,,,,,,,"ON(S4), QC(S1)","AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P4), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SX), MI(SNR), MO(SNR), MS(SNR), NC(S5), NE(S3S5), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(S2), WV(S5)"
159313,2-159313,239047,PDRUT0F020,Vascular Plant,Dicots,Ptelea trifoliata,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","As treated by Kartesz (1999), includes four subspecies, of which three include recognized varieties: ssp. angustifolia (vars. angustifolia and persicifolia), ssp. pallida (vars. cognata, confinis, lutescens, and pallida), ssp. polyadenia (no varieties), and ssp. trifoliata (vars. mollis and trifoliata). LEM 23Jul01.",Common Hoptree,Ptéléa trifolié,Ptelea pallida,Species,Ptelea trifoliata,Common Hoptree,Ptéléa trifolié,Ptelea pallida,G5,G5,4/10/1985,4/10/1985,N3,N3,12/12/2002,10/11/2016,,Special Concern/Préoccupante,1/12/2005,255,SC,SC - Special Concern (SC) / Préoccupante (P),11/26/2015,,,"Reason for designation: In Canada, this small, short-lived tree occurs in southwestern Ontario, colonizing sandy shoreline habitats. A long-term decline in habitat quality and extent is predicted due to the effects of shoreline hardening, and historical sand mining in Lake Erie. One subpopulation depends on continuing management efforts. Improved survey effort has significantly increased the number of mature individuals, which reduces the overall risk to this species.

Status history: Designated Special Concern in April 1984. Status re-examined and designated Threatened in November 2002. Status re-examined and designated Special Concern in November 2015.

The only infraspecific taxon within the P. trifoliata complex occurring in Canada is P. trifoliata ssp. trifoliata var. trifoliata, so the Interpreted COSEWIC status has been applied in the record for that taxon as well.",,Common Hoptree,Ptéléa trifolié,,"ON(S3), QC(SNA)","AL(SNR), AR(SNR), AZ(SNR), CO(S4), CT(SNR), DC(SNR), DE(SNA), FL(SNR), GA(S5), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNA), MO(SNR), MS(S3S4), NC(S3), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(S2), OH(SNR), OK(SNR), PA(S2), RI(SNA), SC(SNR), TN(SNR), TX(SNR), UT(SH), VA(S4), VT(SNR), WI(SNR), WV(S4)"
148509,2-148509,220773,PDRUT0F02A,Vascular Plant,Dicots,Ptelea trifoliata ssp. trifoliata,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Common Hoptree,,,Subspecies,Ptelea trifoliata ssp. trifoliata,,,,G5T5,T5,7/13/1989,7/13/1989,NNR,NNR,1/11/2018,1/11/2018,NSYN,,,,,,,SC,11/26/2015,"The November 2015 COSEWIC assessment designated Special Concern status to Ptelea trifoliata. The only infraspecific taxon within the P. trifoliata complex occurring in Canada is P. trifoliata ssp. trifoliata var. trifoliata, so the COSEWIC status has been applied in the record for that taxon and the subspecies record as well.",,,,,"ON(S3), QC(SNR)","AL(SNR), AR(SNR), AZ(SNR), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NY(S1S2), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S4)"
136920,2-136920,232657,PDERI0M010,Vascular Plant,Dicots,Ledum glandulosum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Glandular Labrador-tea,Rhododendron glanduleux,"Rhododendron columbianum, Rhododendron neoglandulosum",Species,Rhododendron neoglandulosum,Western Labrador Tea,Rhododendron glanduleux,"Ledum glandulosum, Rhododendron columbianum",G5,G5,1/16/1990,8/27/2016,N5,N5,10/18/2019,10/18/2019,,,,,,,,,,,,,,,"AB(S3), BC(S5)","CA(SNR), ID(SNR), MT(S4), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)"
146377,2-146377,246952,PDANA08010,Vascular Plant,Dicots,Rhus aromatica,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Fragrant Sumac,Sumac aromatique,,Species,Rhus aromatica,Fragrant Sumac,Sumac aromatique,,G5,G5,9/19/1983,5/16/2016,N5,N5,1/31/2010,11/18/2017,,,,,,,,,,,,,,,"AB(SNR), ON(S4), QC(SNR), SK(S5)","AL(SNR), AR(S3), CT(SH), DC(SNR), FL(S1), GA(SNR), GS(P1), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MN(SNA), MO(SNR), MS(SNR), NC(S3), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S4S5), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(S3), VT(S3), WI(S1), WV(S4)"
130738,2-130738,198983,PDANA08012,Vascular Plant,Dicots,Rhus aromatica var. aromatica,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Fragrant Sumac,Sumac aromatique,,Variety,Rhus aromatica var. aromatica,Fragrant Sumac,Sumac aromatique,,G5T5,T5,8/6/1988,5/13/2016,N5,N5,3/13/2012,11/18/2017,,,,,,,,,,,,,,,"AB(SNR), ON(S4), QC(S3), SK(S5)","AL(SNR), AR(SNR), CT(SNR), DC(SNR), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(S1), KY(S5), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S3), NH(SNR), NJ(SNA), NY(SNR), OH(SNR), OK(SNR), PA(S4S5), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(S3), VT(S3), WI(SNR), WV(S4)"
139641,2-139641,241092,PDANA08020,Vascular Plant,Dicots,Rhus copallinum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Epithet spelled ""copallina"" in many floras; Kartesz (1994 Checklist) spells ""copallinum"" following Linnaeus (1753).",Winged Sumac,Sumac brillant,Rhus copallina,Species,Rhus copallinum,Winged Sumac,Sumac brillant,Rhus copallina,G5,G5,8/29/1984,5/13/2016,N4,N4,1/16/2013,10/4/2017,,,,,,,,,,,,,,,"ON(S4), QC(SNA)","AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P4), IA(SH), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
131396,2-131396,946514,PDANA08021,Vascular Plant,Dicots,Rhus copallinum var. copallinum,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.","Epithet spelled ""copallina"" in many floras; Kartesz (1994 Checklist) spells ""copallinum"" following Linnaeus (1753).",Winged Sumac,Sumac brillant,Rhus copallina var. copallina,Variety,Rhus copallinum var. copallinum,Winged Sumac,Sumac brillant,Rhus copallina var. copallina,G5T5,T5,12/30/1999,7/22/2016,N4,N4,5/13/2016,5/13/2016,,,,,,,,,,,,,,,"ON(S4), QC(SNA)","AL(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(PNR), KY(SNR), MD(SNR), NC(SNR), NJ(S5), NY(SNR), PA(SNR), SC(SNR), VA(S5?), WV(SNR)"
142191,2-142191,249070,PDANA08030,Vascular Plant,Dicots,Rhus glabra,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Smooth Sumac,Sumac glabre,,Species,Rhus glabra,Smooth Sumac,Sumac glabre,,G5,G5,8/29/1984,5/13/2016,N5,N5,1/31/2010,10/10/2016,,,,,,,,,,,,,,,"BC(S5), MB(S3S4), ON(S5), QC(SH), SK(SH)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S4), FL(SNR), GA(SNR), GS(P4?), IA(S5), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SU), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(S5), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S2)"
135152,2-135152,226728,PDANA080F0,Vascular Plant,Dicots,Rhus typhina,Standard,Species,B99KAR01HQUS,"Kartesz, J.T. 1999. A synonymized checklist and atlas with biological attributes for the vascular flora of the United States, Canada, and Greenland. First edition. In: Kartesz, J.T., and C.A. Meacham. Synthesis of the North American Flora, Version 1.0. North Carolina Botanical Garden, Chapel Hill, N.C.","Known as Rhus typhina in virtually all floras, and so treated by Kartesz (1980 and 1999 but not 1994, where called Rhus hirta). The older Linnaean name 'Datisca hirta' has as its type not a member of the Datiscaceae, but an aberrant (""monstrous"") specimen of the sumac species otherwise known as Rhus typhina. Without special action by an International Botanical Congress, the principle of nomenclatural priority would require the displacement of the familiar name Rhus typhina with the obscure name Rhus hirta, based on Datisca hirta, as done in the published 1994 Kartesz checklist (ed. 2). In 1998, the Committee for Spermatophyta published its decision (Taxon 47: 442) that the species name Datisca hirta should be nomenclaturally rejected (as now allowed under the International Code of Botanical Nomenclature), allowing Datisca hirta to be ignored for purposes of priority, therefore permitting a return to the use of the familiar name Rhus typhina for this species. The formal designation of Datisca hirta (and hence Rhus hirta) as a nomenclaturally rejected name is in the International Code of Botanical Nomenclature, St. Louis ed. (2000), p. 398. LEM 3Jun98, rev. 17Oct01",Staghorn Sumac,Sumac vinaigrier,Rhus hirta,Species,Rhus typhina,Staghorn Sumac,Sumac vinaigrier,Rhus hirta,G5,G5,2/28/1984,5/13/2016,N5,N5,1/31/2010,10/10/2016,,,,,,,,,,,,,,,"BC(SNA), NB(S5), NS(S4), ON(S5), PE(S1S2), QC(S5)","AL(SNR), CT(SNR), DC(SNR), DE(S4), GA(S1), GS(P5), IA(S4), IL(SNR), IN(SNR), KS(SNA), KY(S4?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NH(SNR), NJ(S5), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), SD(SNA), TN(SNR), TV(SNR), UT(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
129902,2-129902,249261,PDGRO021X0,Vascular Plant,Dicots,Ribes acerifolium,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Howell's Gooseberry,Gadellier de Howell,Ribes howellii,Species,Ribes acerifolium,Maple-leaved Currant,Gadellier de Howell,Ribes howellii,G4,G4,9/9/1985,7/28/2016,N5,N5,11/14/2019,11/14/2019,,,,,,,,,,,,,,,BC(S5),"ID(S2), OR(SNR), WA(SNR)"
144049,2-144049,227518,PDSAL020V0,Vascular Plant,Dicots,Salix discolor,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Pussy Willow,Saule discolore,,Species,Salix discolor,Pussy Willow,Saule discolore,,G5,G5,9/6/1984,10/15/2015,N5,N5,10/15/2015,11/18/2017,,,,,,,,,,,,,,,"AB(S5), BC(S5), LB(S3S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), ON(S5), PE(S5), QC(S5), SK(S4)","CO(S1), CT(SNR), DE(SU), GS(SNR), IA(S4), ID(SNR), IL(S3S4), IN(SNR), KY(SH), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MO(S1), MT(S3S4), NC(SNA), ND(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), PA(S5), RI(SNR), SD(SNR), TN(SNR), TV(SNR), VA(S1), VT(SNR), WI(SNR), WV(S2), WY(S2)"
153412,2-153412,195444,PDSAL02200,Vascular Plant,Dicots,Salix nigra,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Black Willow,Saule noir,,Species,Salix nigra,Black Willow,Saule noir,,G5,G5,9/6/1984,10/16/2015,N4N5,N4,12/15/2017,12/15/2017,,,,,,,,,,,,,,,"NB(S3), ON(S4), QC(S4)","AL(S5), AR(SNR), CO(S1), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P3?), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S4S5), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)"
154751,2-154751,238906,PDSAL02260,Vascular Plant,Dicots,Salix pellita,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Satiny Willow,Saule satiné,,Species,Salix pellita,Satiny Willow,Saule satiné,,G5,G5,9/6/1984,10/16/2015,N5,N5,10/16/2015,11/18/2017,,,,,,,,,,,,,,,"LB(S4), MB(S3S4), NB(S4S5), NF(S4), NS(S2S3), NU(SU), ON(S5), QC(S5?), SK(S4)","ME(SNR), MI(S2), MN(S2), NH(S1), VT(S1), WI(S1)"
140815,2-140815,197534,PMPOA5D096,Vascular Plant,Monocots,Schizachyrium scoparium ssp. scoparium,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Little Bluestem,Barbon à balais,Schizachyrium scoparium var. scoparium,Variety,Schizachyrium scoparium var. scoparium,Little Bluestem,Barbon à balais,Schizachyrium scoparium ssp. scoparium,G5T5,T5,10/22/2000,3/28/2016,N5,N5,10/13/2015,12/15/2017,,,,,,,,,,,,,,,"AB(S3), BC(S4), MB(S3S4), NB(S2), NS(SNA), ON(S4), QC(S3), SK(S4)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), HI(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SNR), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WA(S1), WI(SNR), WV(S5), WY(S4)"
140815,2-140815,197534,PMPOA5D096,Vascular Plant,Monocots,Schizachyrium scoparium ssp. scoparium,Standard,Subspecies,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Little Bluestem,Barbon à balais,Schizachyrium scoparium var. scoparium,Variety,Schizachyrium scoparium var. scoparium,Little Bluestem,Barbon à balais,Schizachyrium scoparium ssp. scoparium,G5T5,T5,10/22/2000,3/28/2016,N5,N5,10/13/2015,12/15/2017,,,,,,,,,,,,,,,"AB(S3), BC(S4), MB(S3S4), NB(S2), NS(SNA), ON(S4), QC(S3), SK(S4)","AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), HI(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SNR), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WA(S1), WI(SNR), WV(S5), WY(S4)"
139914,2-139914,249837,PMCOM0B0F0,Vascular Plant,Monocots,Tradescantia occidentalis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Prairie Spiderwort,Tradescantie de l'Ouest,,Species,Tradescantia occidentalis,Western Spiderwort,Tradescantie de l'Ouest,,G5,G5,8/31/1988,8/31/1988,N1N2,N1,12/13/2017,12/13/2017,,Threatened/Menacée,1/12/2005,236,T,T - Threatened (T) / Menacée (M),11/1/2002,,,"Reason for designation: A perennial restricted to four disjunct sand dune habitats where the species is at risk from invading leafy spurge, cattle grazing and dune stabilization.

Status history: Designated Threatened in April 1992. Status re-examined and confirmed in November 2002. The only variety of Tradescantia occidentalis occurring in Canada is var. occidentalis, therefore the COSEWIC status of Threatened (as of November 2002 internet status report) applies to that variety.",,Western Spiderwort,Tradescantie de l'Ouest,,"AB(S1), MB(S1), SK(S1S2)","AR(SNR), AZ(SNR), CO(SNR), IA(SU), KS(SNR), LA(SNR), MN(SNR), MT(S4), ND(SNR), NE(SNR), NJ(SNA), NM(SNR), NY(SNR), OK(SNR), SD(SNR), TX(SNR), UT(SNR), WI(SNR), WY(S3S4)"
139012,2-139012,224683,PMCOM0B0F2,Vascular Plant,Monocots,Tradescantia occidentalis var. occidentalis,Standard,Variety,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Prairie Spiderwort,Tradescantie de l'Ouest,,Variety,Tradescantia occidentalis var. occidentalis,Western Spiderwort,Tradescantie de l'Ouest,,G5T5,T5,6/10/1999,6/10/1999,N1N2,N1,12/13/2017,12/13/2017,,,,,,,,T,12/12/2002,"The only variety of Tradescantia occidentalis occurring in Canada is var. occidentalis, therefore the COSEWIC status of Threatened (as of November 2002 internet status report) applies to this variety.",,,,,"AB(S1), MB(S1), SK(S1S2)","AR(SNR), AZ(SNR), KS(SNR), LA(SNR), MN(SNR), MT(SNR), ND(SNR), NE(SNR), NJ(SNR), NM(SNR), NY(SNR), OK(SNR), SD(SNR), UT(SNR), WI(SNR), WY(S3S4)"
143536,2-143536,221618,PMCOM0B0G0,Vascular Plant,Monocots,Tradescantia ohiensis,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Ohio Spiderwort,Tradescantie d'Ohio,,Species,Tradescantia ohiensis,Ohio Spiderwort,Tradescantie d'Ohio,,G5,G5,12/10/1984,12/10/1984,N2,N2,9/17/2010,10/8/2017,,,,,,,,,,,,,,,ON(S2),"AL(SNR), AR(SNR), CT(SNR), DE(SNA), FL(SNR), GA(SNR), GS(P1), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(S4S5), MO(SNR), MS(SNR), NC(S4), NE(SNR), NH(SNR), NJ(S2), NY(SNA), OH(SNR), OK(SNR), PA(S4), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S4), WI(SNR), WV(S4)"
136539,2-136539,214216,PDFAB400S0,Vascular Plant,Dicots,Trifolium dichotomum,Standard,Species,B94KAR01HQUS,"Kartesz, J.T. 1994. A synonymized checklist of the vascular flora of the United States, Canada, and Greenland. 2nd edition. 2 vols. Timber Press, Portland, OR.",,Branched Indian Clover,Trèfle fourchu,Trifolium macraei var. dichotomum,Species,Trifolium dichotomum,Branched Indian Clover,Trèfle fourchu,Trifolium macraei var. dichotomum,G4?,G4,10/14/2002,10/14/2002,N2N3,N2,10/31/2019,10/31/2019,,,,,,,,,,,,,,"Ranging from central California north to British Columbia on dry, rocky or sandy soils in coastal prairie or mixed evergreen forest communities below 3500 feet. No abundance data is available.",BC(S2),"CA(SNR), IA(SNR), MA(SNA), OR(SNR), WA(SNR)"
