PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
Lathyrus,Lathyrus japonicus,Lathyrus,Lathyrus japonicus,NA,NA,G5,N5,"AK(SNR), CA(S2), CT(SNR), IL(SNR), IN(S1), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(S2), OR(SNR), PA(S2), RI(SNR), VT(S2), WA(SNR), WI(SNR)","BC(S5), LB(S5), MB(S4), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SU), ON(S4), PE(S5), QC(S5?), YT(S2)",,Y,Y,Y,beach pea; seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Lathyrus,Lathyrus lanszwertii,Lathyrus,Lathyrus lanszwertii,NA,NA,G4,N2,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), NM(SNR), NV(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S2),,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Lathyrus,Lathyrus lanszwertii var. bijugatus,Lathyrus,Lathyrus lanszwertii,var.,bijugatus,G4,N1,"CA(SNR), ID(SNR), MT(S2S3), OR(SNR), WA(SNR)",BC(S2),,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Lathyrus,Lathyrus littoralis,Lathyrus,Lathyrus littoralis,NA,NA,G3,N2,"CA(SNR), OR(SNR), WA(SNR)",BC(S2),T - Threatened (T) / Mecée (M),Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Lathyrus,Lathyrus nevadensis,Lathyrus,Lathyrus nevadensis,NA,NA,G5,N5,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S5),,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Lathyrus,Lathyrus nevadensis var. nevadensis,Lathyrus,Lathyrus nevadensis,var.,nevadensis,T5,N5,BC(S5),"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Lathyrus,Lathyrus palustris,Lathyrus,Lathyrus palustris,NA,NA,G5,N5,"AK(SNR), AL(S1), CA(S2), CT(SNR), DC(SH), DE(SH), GA(S1?), IA(S4), ID(SNR), IL(SNR), IN(SNR), KY(S2), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S1), ND(SNR), NE(S1S3), NH(SNR), NJ(S2), NY(S4), OH(SNR), OR(SNR), PA(S1), RI(SNR), SD(SNR), TN(S1), TV(SNR), VA(S1), VT(S2), WA(SNR), WI(SNR), WV(S1)","AB(S1), BC(S4S5), LB(S2S4), MB(S5), NB(S5), NF(S4), NS(S5), NU(SU), ON(S5), PE(S5), QC(S5), SK(S5?)",,Y,Y,Y,marsh vetchling; seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Lathyrus,Lathyrus venosus,Lathyrus,Lathyrus venosus,NA,NA,G5,N5,"AK(SNR), AL(S1), AR(SNR), DC(S1), GA(S3?), GS(PNR), IA(S4), IL(SNR), IN(S1), KY(S2S3), LA(S4), MD(S4), MI(SNR), MN(SNR), MO(SU), NC(S3), ND(SNR), NJ(SX), NM(SNR), NY(S1), OH(S1), OK(SNR), PA(S2), SD(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S4), WI(SNR), WV(S4)","AB(S4), MB(S5), ON(S4), QC(SH), SK(S4)",,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Lathyrus,Lathyrus venosus var. intonsus,Lathyrus,Lathyrus venosus,var.,intonsus,T5,N5,"AK(S1), GS(P3), IL(SNR), MN(SNR)","ON(S4), QC(SNR)",,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Wheat,Leymus cinereus,Leymus,Leymus cinereus,NA,NA,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MN(SNR), MT(S4), NE(SH), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S4S5)","AB(S3), BC(S5), SK(S2)",,Y,Y,Y,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus innovatus,Leymus,Leymus innovatus,NA,NA,G5,N5,"AK(SNR), MT(S2), SD(SNR), WY(S2)","AB(S5), BC(S5), MB(S5), NT(S5), ON(S4), SK(S4), YT(S5)",,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Leymus innovatus subsp. innovatus,Leymus,Leymus innovatus,subsp.,innovatus,T5,N5,"BC(S5), MB(S5), NT(SU), ON(S4), SK(S4), YT(SNR)",,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Leymus innovatus subsp. velutinus,Leymus,Leymus innovatus,subsp.,velutinus,TNR,NNR,"NT(SU), YT(SNR)",,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Leymus mollis,Leymus,Leymus mollis,NA,NA,G5,N5,"AK(SNR), CA(SNR), MA(S1), ME(SNR), MI(S3), NH(SNR), OR(SNR), PA(SNR), WA(SNR)","AB(S1), BC(S5), LB(S5), MB(S2S3), NB(S5), NF(S5), NS(S5), NT(S4), NU(S4), ON(S4), PE(S4), QC(SNR), SK(S2), YT(S3)",,N,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,Heat Tolerance (AB),Salt Tolerance (AB),Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,T5,N5,"AB(S1), BC(S5), LB(S5), MB(S2S3), NB(S5), NF(S5), NS(S5), NT(SU), NU(SNR), ON(S4), PE(S4), QC(S5), SK(S2), YT(SNA)","AK(SNR), CA(SNR), IL(S1), MA(SNR), ME(SNR), MI(SNR), NH(S1), OR(SNR), PA(SNR), WA(SNR)",,Y,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus mollis subsp. villosissimus,Leymus,Leymus mollis,subsp.,villosissimus,TNR,N4,"NT(SU), NU(SNR), YT(S3)",AK(SNR),,Y,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Leymus triticoides,Leymus,Leymus triticoides,NA,NA,G4,NNA,"AZ(SNR), CA(SNR), CO(SNR), HI(SNA), ID(SNR), MT(S3), NM(SNR), NV(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(SH)",,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Lily,Lilium columbianum,Lilium,Lilium columbianum,NA,NA,G5,N5,"CA(SNR), ID(SNR), MT(S2), OR(SNR), WA(SNR)",BC(S5),,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Spicebush,Lindera benzoin,Lindera,Lindera benzion,NA,NA,NA,NA,NA,NA,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Flax,Linum compactum,Linum,Linum compactum,NA,NA,NA,NA,NA,NA,,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum lewisii,Linum,Linum lewisii,NA,NA,G5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), IL(SNR), KS(SNR), LA(SNA), MN(SNA), MT(S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OH(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WV(S2), WY(S5)","AB(S5), BC(S5), MB(S4), NT(SNR), NU(SU), ON(S2S3), ON(S2S3), SK(S5), YT(S4)",,N,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Flax,Linum lewisii var. lepagei,Linum,Linum lewisii,var.,lepagei,T3,N3,,"MB(S1), NU(SNR), ON(S2S3)",,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Flax,Linum lewisii var. lewisii,Linum,Linum lewisii,var.,lewisii,T5,N5,"AB(SNR), BC(S5), MB(S4), NT(SNR), NU(SNR), SK(S5), YT(S4)","AK(SNR), AR(SNA), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), IL(SNA), KS(S1), MN(SNR), MT(SNR), ND(SNR), NE(S1), NM(SNR), NV(SNR), OH(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), WA(SNR), WI(SNR), WV(S2), WY(S5)",,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Flax,Linum medium,Linum,Linum medium,NA,NA,G5,N3,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), IA(SH), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(S1), WI(SNR), WV(S4)",ON(S3),,N,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum medium var. medium,Linum,Linum medium,var.,medium,T3,N3,PA(SH),ON(S3?),,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum medium var. texanum,Linum,Linum medium,var.,texanum,T5,N1,"AL(SNR), AR(SNR), CT(SU), DC(SNR), DE(S4), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(S1), KY(S4?), LA(SNR), MA(S1), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NJ(S4), NY(S2), OH(SNR), OK(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S4)",ON(S1),,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum perenne,Linum,Linum perenne,NA,NA,GNR,NNA,"IA(SNA), IL(SNA), KS(SNA), ME(SNA), MI(SNA), NE(SNA), NY(SNA), OH(SNA), PA(SNA), WI(SNA), WV(SNA), WY(SNA)","BC(SNA), ON(SNA)",,Y,Y,Y,seeds,N,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Flax,Linum rigidum,Linum,Linum rigidum,NA,NA,G5,N5,"AR(SNR), CO(SNR), IA(S3), IL(SNR), KS(SNR), MN(SNR), MT(S4), ND(SNR), NE(SNR), NM(SNR), OK(SNR), SD(SNR), TX(SNR), WI(SNR), WY(S3)","AB(S4), MB(S3S4), SK(S5)",,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum striatum,Linum,Linum striatum,NA,NA,NA,NA,NA,NA,,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum sulcatum,Linum,Linum sulcatum,NA,NA,G5,N3,"AL(S3S4), AR(SNR), CT(S1), FL(SH), GA(SH), IA(S4), IL(SNR), IN(S3), KS(SNR), KY(S3S4), LA(S1), MA(SNR), MD(S1), MI(S2S3), MN(SNR), MO(SNR), MS(S3), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(S2), OH(S3), OK(SNR), PA(S1), RI(SH), SD(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S3), VT(SH), WI(SNR), WV(S1)","MB(S3), ON(S2S3), QC(SNA)",,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum usitatissimum,Linum,Linum usitatissimum,NA,NA,NA,NA,NA,NA,,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Progenitor,1A,,,,,,,,,,,Davidson 1995,,
Flax,Linum virginianum,Linum,Linum virginianum,NA,NA,G4,N2,"AL(SNR), CT(SNR), DC(SNR), DE(S4), FL(SNR), GA(SNR), GS(P2P3), IA(SNR), IL(SNR), IN(SNR), KY(S4S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(S2), MO(SNR), MS(SNR), NC(S3?), NJ(S3), NY(S5), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S4S5), WI(SNR), WV(S4)",ON(S2),,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Biscuitroot,Lomatium ambiguum,Lomatium,Lomatium ambiguum,NA,NA,G4,N5,"ID(SNR), MT(S4), OR(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S5),,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium cous,Lomatium,Lomatium cous,NA,NA,G5,N1,"ID(SNR), MT(S5), ND(SNR), NV(SNR), OR(SNR), SD(SNR), UT(S1), WA(SNR), WY(S4)","AB(S1), SK(S1)",,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium dissectum,Lomatium,Lomatium dissectum,NA,NA,G4,NNR,"AZ(SNR), CA(SNR), CO(SNR), ID(S4), MT(S3S4), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3S4)","BC(SNR), SK(S1)",,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium foeniculaceum,Lomatium,Lomatium foeniculaceum,NA,NA,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), IA(S1), ID(SNR), KS(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NV(S4), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WY(S4)","AB(S3), BC(S3), MB(S3), SK(S5)",,N,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium foeniculaceum subsp. foeniculaceum,Lomatium,Lomatium foeniculaceum,subsp.,foeniculaceum,G5,N5,"AB(S3), BC(S3), MB(S3), SK(S5)","AZ(SNR), CA(SNR), CO(SNR), IA(S1), ID(SNR), KS(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NV(S4), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WY(S4)",,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium geyeri,Lomatium,Lomatium geyeri,NA,NA,G4,N5,"ID(SNR), MT(S2), WA(SNR)",BC(S5),,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium macrocarpum,Lomatium,Lomatium macrocarpum,NA,NA,G5,N5,"CA(SNR), CO(SNR), ID(SNR), MT(S4S5), ND(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S2)","AB(S3), BC(S5), MB(S2S3), SK(S5?)",,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium nudicaule,Lomatium,Lomatium nudicaule,NA,NA,G5,N4,"CA(SNR), ID(SNR), NV(SNR), OR(SNR), UT(S1), WA(SNR)",BC(S4S5),,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium triternatum,Lomatium,Lomatium triternatum,NA,NA,G5,N4,"CA(SNR), ID(SNR), MT(S5), NV(SNR), OR(SNR), UT(S3), WA(SNR), WY(S5?)","AB(S3), BC(SU)",,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Biscuitroot,Lomatium utriculatum,Lomatium,Lomatium utriculatum,NA,NA,G5,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Honeysuckle,Lonicera canadensis,Lonicera,Lonicera canadensis,NA,NA,NA,NA,NA,NA,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,
Honeysuckle,Lonicera ciliosa,Lonicera,Lonicera ciliosa,NA,NA,G5,N5,"AZ(SNR), CA(SNR), ID(SNR), MT(S4), OR(SNR), UT(SNR), WA(SNR)",BC(S5),,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Honeysuckle,Lonicera involucrata,Lonicera,Lonicera involucrata,NA,NA,G5,N5,"AK(S3), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MI(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WI(S1), WY(S3S4)","AB(S5), BC(S5), MB(S3S4), NU(SU), ON(S5), QC(S4), SK(S5?)",,N,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Honeysuckle,Lonicera involucrata var. involucrata,Lonicera,Lonicera involucrata,var.,involucrata,T4,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MI(S2), MT(S4), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S3S4)","AB(S5), BC(S5), MB(S3S4), NU(SU), ON(S5), QC(S4), SK(SNR)",,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Honeysuckle,Lonicera utahensis,Lonicera,Lonicera utahensis,NA,NA,G5,N5,"AZ(SNR), ID(SNR), MT(S4), NM(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2S3)","AB(S3), BC(S5)",,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Lupin,Lupinus arbustus,Lupinus,Lupinus arbustus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2021,,
Lupin,Lupinus arcticus,Lupinus,Lupinus arcticus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2022,,
Lupin,Lupinus argenteus,Lupinus,Lupinus argenteus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2023,,
Lupin,Lupinus bicolor,Lupinus,Lupinus bicolor,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2024,,
Lupin,Lupinus depressus,Lupinus,Lupinus depressus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2025,,
Lupin,Lupinus kuschei,Lupinus,Lupinus kuschei,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2026,,
Lupin,Lupinus latifolius,Lupinus,Lupinus latifolius,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2027,,
Lupin,Lupinus lepidus,Lupinus,Lupinus lepidus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2028,,
Lupin,Lupinus leucophyllus,Lupinus,Lupinus leucophyllus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2029,,
Lupin,Lupinus littoralis,Lupinus,Lupinus littoralis,NA,NA,G5,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),,Y,Y,Y,,Y,Food,,NA,Pulses,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Lupin,Lupinus microcarpus,Lupinus,Lupinus microcarpus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2030,,
Lupin,Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,NA,NA,G5,N5,AK(SNR),"AB(S3), BC(S5), NF(SNA), NS(SNA), YT(S3)",,N,Y,Y,,Y,Food,,NA,Pulses,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Lupin,Lupinus nootkatensis var. nootkatensis,Lupinus,Lupinus nootkatensis,var.,nootkatensis,T5,N5,AK(SNR),"AB(SNR), BC(S5), NF(SNA), NS(SNA), YT(S3)",,Y,Y,Y,,Y,Food,,NA,Pulses,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Lupin,Lupinus oreganus,Lupinus,Lupinus oreganus,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2031,,
Lupin,Lupinus perennis,Lupinus,Lupinus perennis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2032,,
Lupin,Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,NA,NA,G5,N5,"AK(SNR), CA(SNR), CT(SNR), ID(SNR), MA(SNR), ME(SNA), MI(SNA), MN(SNA), MT(SNR), NH(SNR), NV(S4?), NY(SNA), OR(SNR), VT(SNA), WA(SNR), WI(SNR), WY(SNR)","AB(SU), BC(S5), LB(SNA), NB(SNA), NF(SNA), NS(SNA), ON(SNA), PE(SNA), QC(SNA)",,N,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Progenitor,1A,,,,,,Gene Transfer (F),Ornamental Features (AG),Crop Quality (AG),High Yield (AG),,GRIN-Global 2021,GRIN-Global 2021,Khoury et al. 2020
Lupin,Lupinus polyphyllus var. burkei,Lupinus,Lupinus polyphyllus,var.,burkei,G5,N5,BC(S5),"ID(SNR), MT(SNR), NV(SNR), OR(SNR), WA(SNR), WY(SNR)",,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Progenitor,1A,,,,,,Gene Transfer (F),Ornamental Features (AG),Crop Quality (AG),High Yield (AG),,GRIN-Global 2021,GRIN-Global 2021,Khoury et al. 2020
