PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,PGRC,SPECIES,RANK,INFRASPECIFIC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
Spruce,Picea sitchensis,Picea,Y,Picea sitchensis,NA,NA,Y,Y,Y,"gum, inner bark",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Strawberry,Comarum palustre,Comarum,Y,Comarum palustre,NA,NA,Y,Y,Y,wild strawberry',Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Khoury et al. 2020
Strawberry,Dasiphora fruticosa,Dasiphora,Y,Dasiphora fruticosa,NA,NA,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Strawberry,Drymocallis glandulosa,Drymocallis,Y,Drymocallis glandulosa,NA,NA,N,Y,N,,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Strawberry,Drymocallis glandulosa var. glandulosa,Drymocallis,Y,Drymocallis glandulosa,var.,glandulosa,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Strawberry,Fragaria ×ananassa,Fragaria,Y,Fragaria ×ananassa,NA,NA,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria ×ananassa subsp. ananassa,Fragaria,Y,Fragaria ×ananassa,subsp.,ananassa,Y,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria ×ananassa subsp. cuneifolia,Fragaria,Y,Fragaria ×ananassa,subsp.,cuneifolia,Y,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria chiloensis,Fragaria,Y,Fragaria chiloensis,NA,NA,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria chiloensis subsp. lucida,Fragaria,Y,Fragaria chiloensis,subsp.,lucida,Y,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria chiloensis subsp. pacifica,Fragaria,Y,Fragaria chiloensis,subsp.,pacifica,Y,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria vesca,Fragaria,Y,Fragaria vesca,NA,NA,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria vesca subsp. americana,Fragaria,Y,Fragaria vesca,subsp.,americana,Y,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria vesca subsp. bracteata,Fragaria,Y,Fragaria vesca,subsp.,bracteata,Y,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria vesca subsp. vesca,Fragaria,Y,Fragaria vesca,subsp.,vesca,Y,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria virginiana,Fragaria,Y,Fragaria virginiana,NA,NA,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,Disease Resistance (B),,,Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria virginiana subsp. glauca,Fragaria,Y,Fragaria virginiana,subsp.,glauca,Y,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria virginiana subsp. platypetala,Fragaria,Y,Fragaria virginiana,subsp.,platypetala,Y,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Strawberry,Fragaria virginiana subsp. virginiana,Fragaria,Y,Fragaria virginiana,subsp.,virginiana,Y,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Sugar Maple,Acer circinatum,Acer,Y,Acer circinatum,NA,NA,Y,Y,N,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Sugar Maple,Acer glabrum,Acer,Y,Acer glabrum,NA,NA,N,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer glabrum var. douglasii,Acer,Y,Acer glabrum,var.,douglasii,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer macrophyllum,Acer,Y,Acer macrophyllum,NA,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer negundo,Acer,Y,Acer negundo,NA,NA,N,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer negundo var. negundo,Acer,Y,Acer negundo,var.,negundo,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer pensylvanicum,Acer,Y,Acer pensylvanicum,NA,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer rubrum,Acer,Y,Acer rubrum,NA,NA,N,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer rubrum var. rubrum,Acer,Y,Acer rubrum,var.,rubrum,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer rubrum var. trilobum,Acer,Y,Acer rubrum,var.,trilobum,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer saccharinum,Acer,Y,Acer saccharinum,NA,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Sugar Maple,Acer saccharum,Acer,Y,Acer saccharum,NA,NA,Y,Y,Y,sugar maple',Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Progenitor,1A,,,,,,,,,,,Davidson 1995,GRIN-Global 2021,Kuhnlein and Turner 2020
Sugar Maple,Acer spicatum,Acer,Y,Acer spicatum,NA,NA,Y,Y,Y,,Y,Food,Forest Resources,NA,Sugars,Forest Resources,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Sunflower,Helianthus ×laetiflorus,Helianthus,Y,Helianthus ×laetiflorus,NA,NA,Y,Y,N,,N,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus annuus,Helianthus,Y,Helianthus annuus,NA,NA,Y,Y,Y,sunflower; seeds,N,Food,,NA,Oils,Vegetables,,NA,1,Primary,1A,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),,,Early Maturity (P),GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Sunflower,Helianthus decapetalus,Helianthus,Y,Helianthus decapetalus,NA,NA,Y,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),,,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus divaricatus,Helianthus,Y,Helianthus divaricatus,NA,NA,Y,Y,N,,Y,Food,,Food,Oils,Vegetables,,Vegetables,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Growth Habit (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus giganteus,Helianthus,Y,Helianthus giganteus,NA,NA,Y,Y,Y,sunflower; seeds,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),Growth Habit (AG),,Early Maturity (P),GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Sunflower,Helianthus hirsutus,Helianthus,Y,Helianthus hirsutus,NA,NA,Y,Y,N,,N,Food,,Food,Oils,Vegetables,,Oils,1,Progenitor,1A,,Drought Resistance (AB),,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus maximiliani,Helianthus,Y,Helianthus maximiliani,NA,NA,Y,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),,,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus nuttallii,Helianthus,Y,Helianthus nuttallii,NA,NA,N,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),,,Early Maturity (P),GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus nuttallii subsp. rydbergii,Helianthus,Y,Helianthus nuttallii,subsp.,rydbergii,Y,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus pauciflorus,Helianthus,Y,Helianthus pauciflorus,NA,NA,N,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus pauciflorus subsp. pauciflorus,Helianthus,Y,Helianthus pauciflorus,subsp.,pauciflorus,Y,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,Disease Resistance (B),,,Crop Quality (AG),,,Early Maturity (P),GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus pauciflorus subsp. subrhomboideus,Helianthus,Y,Helianthus pauciflorus,subsp.,subrhomboideus,Y,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Tertiary,1C,,,,,,Cytoplasmic Male Sterility (F),,,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus petiolaris,Helianthus,Y,Helianthus petiolaris,NA,NA,N,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Secondary,1B,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus petiolaris subsp. petiolaris,Helianthus,Y,Helianthus petiolaris,subsp.,petiolaris,Y,Y,N,,Y,Food,,NA,Oils,Vegetables,,NA,1,Secondary,1B,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus strumosus,Helianthus,Y,Helianthus strumosus,NA,NA,Y,Y,N,,Y,Food,,Food,Oils,Vegetables,,Oils,1,Tertiary,1C,,,,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Sunflower,Helianthus tuberosus,Helianthus,Y,Helianthus tuberosus,NA,NA,Y,Y,Y,jerusalem artichoke; tubers,Y,Food,,Food,Oils,Vegetables,,Oils,1,Progenitor,1A,,Drought Resistance (AB),,Disease Resistance (B),Pest Resistance (B),Cytoplasmic Male Sterility (F),Crop Quality (AG),Growth Habit (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Timothy,Phleum alpinum,Phleum,Y,Phleum alpinum,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Tobacco,Nicotiana attenuata,Nicotiana,Y,Nicotiana attenuata,NA,NA,Y,Y,N,,Y,Food,Medicinals,NA,Herbs and Spices,Medicinals,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Tomatillo,Physalis heterophylla,Physalis,Y,Physalis heterophylla,NA,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Tomatillo,Physalis longifolia,Physalis,Y,Physalis longifolia,NA,NA,N,Y,N,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2021,,
Tomatillo,Physalis longifolia var. subglabrata,Physalis,Y,Physalis longifolia,var.,subglabrata,Y,Y,N,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2021,,
Tomatillo,Physalis virginiana,Physalis,Y,Physalis virginiana,NA,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Trefoil,Acmispon americanus,Acmispon,Y,Acmispon americanus,NA,NA,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Trefoil,Acmispon americanus var. americanus,Acmispon,Y,Acmispon americanus,var.,americanus,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Trefoil,Acmispon denticulatus,Acmispon,Y,Acmispon denticulatus,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Trefoil,Acmispon parviflorus,Acmispon,Y,Acmispon parviflorus,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Trefoil,Hosackia gracilis,Hosackia,Y,Hosackia gracilis,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Trefoil,Hosackia pinnata,Hosackia,Y,Hosackia pinnata,NA,NA,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Tule,Schoenoplectus acutus,Schoenoplectus,Y,Schoenoplectus acutus,NA,NA,N,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Tule,Schoenoplectus acutus var. acutus,Schoenoplectus,Y,Schoenoplectus acutus,var.,acutus,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Tule,Schoenoplectus acutus var. occidentalis,Schoenoplectus,Y,Schoenoplectus acutus,var.,occidentalis,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Vetch,Vicia americana,Vicia,Y,Vicia americana,NA,NA,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Vetch,Vicia americana subsp. minor,Vicia,Y,Vicia americana,subsp.,minor,Y,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Vetch,Vicia americana var. americana,Vicia,Y,Vicia americana,var.,americana,Y,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Vetch,Vicia caroliniana,Vicia,Y,Vicia caroliniana,NA,NA,Y,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,CANADENSYS,,
Vetch,Vicia nigricans,Vicia,Y,Vicia nigricans,NA,NA,N,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Vetch,Vicia nigricans var. gigantea,Vicia,Y,Vicia nigricans,var.,gigantea,Y,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Walnut,Juglans cinerea,Juglans,Y,Juglans cinerea,NA,NA,Y,Y,Y,butternut; nut,Y,Food,Materials,NA,Nuts,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Walnut,Juglans nigra,Juglans,Y,Juglans nigra,NA,NA,Y,Y,Y,black walnut; nut,Y,Food,Materials,NA,Nuts,Materials,Ornamentals,NA,1,Progenitor,1A,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Water-lily,Nuphar polysepala,Nuphar,,Nuphar polysepala,NA,NA,Y,N,Y,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Water-lily,Nymphaea tetragona,Nymphaea,,Nymphaea tetragona,NA,NA,Y,Y,N,,Y,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,,,,,,,Ornamental Features (AG),,,,GRIN-Global 2021,GRIN-Global 2021,
Water-parsley,Oenanthe sarmentosa,Oenanthe,,Oenanthe sarmentosa,NA,NA,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Water-parsnip,Sium suave,Sium,,Sium suave,NA,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Wheat,Elymus alaskanus,Elymus,,Elymus alaskanus,NA,NA,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus alaskanus subsp. alaskanus,Elymus,,Elymus alaskanus,subsp.,alaskanus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus albicans,Elymus,,Elymus albicans,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus canadensis,Elymus,,Elymus canadensis,NA,NA,N,Y,Y,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Elymus canadensis var. canadensis,Elymus,,Elymus canadensis,var.,canadensis,Y,Y,Y,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Wheat,Elymus curvatus,Elymus,,Elymus curvatus,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus elymoides,Elymus,,Elymus elymoides,NA,NA,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus elymoides subsp. californicus,Elymus,,Elymus elymoides,subsp.,californicus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus elymoides subsp. elymoides,Elymus,,Elymus elymoides,subsp.,elymoides,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus glaucus,Elymus,,Elymus glaucus,NA,NA,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus glaucus subsp. glaucus,Elymus,,Elymus glaucus,subsp.,glaucus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus glaucus subsp. virescens,Elymus,,Elymus glaucus,subsp.,virescens,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus hirsutus,Elymus,,Elymus hirsutus,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus hystrix,Elymus,,Elymus hystrix,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus lanceolatus,Elymus,,Elymus lanceolatus,NA,NA,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus lanceolatus subsp. lanceolatus,Elymus,,Elymus lanceolatus,subsp.,lanceolatus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus lanceolatus subsp. psammophilus,Elymus,,Elymus lanceolatus,subsp.,psammophilus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus macrourus,Elymus,,Elymus macrourus,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus riparius,Elymus,,Elymus riparius,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus scribneri,Elymus,,Elymus scribneri,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus sibiricus,Elymus,,Elymus sibiricus,NA,NA,Y,Y,N,,N,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Wheat,Elymus villosus,Elymus,,Elymus villosus,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Wheat,Elymus violaceus,Elymus,,Elymus violaceus,NA,NA,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus virginicus,Elymus,,Elymus virginicus,NA,NA,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Wheat,Elymus virginicus var. halophilus,Elymus,,Elymus virginicus,var.,halophilus,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
